Sensys Flugate FL3-2
Time [ns],rho [mm],phi [mm],z [mm],Bx [nT],BxStdDev [nT],By [nT],ByStdDev [nT],Bz [nT],BzStdDev [nT]
207828052115744,660.996,0,150,-8.76367,0.0361247,-3.16463,0.041346,-10.3341,0.0456372
207833072116616,660.996,19.9953,150,-8.80671,0.0421015,-3.03546,0.0545853,-11.1473,0.0551306
207838092117248,660.996,40,150,-8.16821,0.034986,-3.0193,0.0498057,-11.5827,0.0401163
207843112114640,660.996,59.9953,150,-7.78879,0.0341761,-3.2715,0.0524828,-11.5629,0.0430273
207848132115333,660.996,80,150,-8.17101,0.0431406,-3.2873,0.0509487,-11.3386,0.0480587
207853152116409,660.996,99.9953,150,-7.93521,0.0367266,-2.69436,0.0504288,-10.8632,0.0521991
207858172114833,660.996,120,150,-7.19454,0.0422708,-2.8752,0.0523135,-10.3752,0.0421319
207863192117601,660.996,127.342,150,-7.12439,0.0392615,-3.03915,0.0613532,-10.2306,0.0414627
207901558114631,660.996,149.605,150,-7.89152,0.0398778,-3.38318,0.0446128,-9.87145,0.0583918
207944332115546,660.996,140.921,150,-7.53736,0.0420645,-3.37515,0.0548333,-9.96801,0.0459613
207944332115546,660.996,140.921,150,-7.53736,0.0420645,-3.37515,0.0548333,-9.96801,0.0459613
