Inclinometer Kelag KQS901-51Q
Time [ns],rho [mm],phi [mm],z [mm],Along X [mDegree],Along X StdDev [mDegree],Along Y [mDegree],Along Y StdDev [mDegree]
4384064788810897,-15,229.998,300,0.0120018,0.000148819,-0.00712651,0.000114832
4384068806808501,-10,229.998,300,0.0120199,0.000123292,-0.00710572,0.000106844
4384072824808685,-5,229.998,300,0.0120202,0.000136425,-0.00714489,0.000113353
4384076842809001,0,229.998,300,0.0120599,0.000132063,-0.00713446,0.000122582
4384080860811406,5,229.998,300,0.0120236,0.000188516,-0.00713515,0.000435454
4384084878809586,10,229.998,300,0.0120312,0.000147283,-0.00714974,0.000242323
4384088896811510,15,229.998,300,0.0119799,0.000138049,-0.00714632,0.000170168
4384092914809546,20,229.998,300,0.0119839,0.000127173,-0.00709687,0.00012443
4384096932811182,25,229.998,300,0.0118966,0.000134604,-0.00709898,0.000125212
4384100950808690,30,229.998,300,0.0118407,0.000119663,-0.00711627,0.000117166
4384104968809211,35,229.998,300,0.0118247,0.000117106,-0.00710167,0.000121512
4384108986810967,40,229.998,300,0.012001,0.00013615,-0.00702503,0.000122003
4384113004808307,45,229.998,300,0.0120696,0.000129526,-0.00696746,0.000104917
4384117022808707,50,229.998,300,0.0119947,0.000123478,-0.00693596,0.000102384
4384121040808579,55,229.998,300,0.0120837,0.000119043,-0.00690446,0.000107248
4384125058811176,60,229.998,300,0.0121138,0.000118154,-0.00683826,0.00010728
4384129076811288,65,229.998,300,0.0121544,0.000132722,-0.00675516,0.000120866
4384133094810980,70,229.998,300,0.0121898,0.000116471,-0.00666834,0.00011972
4384137112811740,75,229.998,300,0.0121877,0.000119131,-0.00663506,0.000106976
4384141130810544,80,229.998,300,0.0122151,0.000139952,-0.00655699,0.000122978
4384145148809552,85,229.998,300,0.0122592,0.000122011,-0.00650619,0.000146321
4384149166810433,90,229.998,300,0.0123355,0.000166858,-0.00641566,0.00027359
4384153184809525,95,229.998,300,0.012429,0.000145116,-0.00635858,0.000189555
4384157202809541,100,229.998,300,0.012536,0.000141347,-0.00631007,0.000158982
4384161220808549,105,229.998,300,0.0125053,0.000122563,-0.00627402,0.000122303
4384165238809801,110,229.998,300,0.0124449,0.000133314,-0.00625156,0.000108449
4384169256808846,115,229.998,300,0.012456,0.000127562,-0.00621662,0.000112883
4384173274810170,120,229.998,300,0.0125114,0.000145752,-0.00616864,0.000123845
4384177292809430,125,229.998,300,0.0125228,0.000135817,-0.00614363,0.000111999
4384181310810514,130,229.998,300,0.0125411,0.000124722,-0.00610639,0.00011537
4384185328811370,135,229.998,300,0.0125691,0.000138153,-0.00603916,0.000134203
4384189346810211,140,229.998,300,0.0125883,0.000140405,-0.00601366,0.000131764
4384193364808763,145,229.998,300,0.0127341,0.000116468,-0.00597907,0.000104768
4384197382809667,150,229.998,300,0.0127672,0.000149365,-0.00596109,0.00013093
4384201400811351,155,229.998,300,0.0128612,0.000137288,-0.00590552,0.00011597
4384205418810719,160,229.998,300,0.0129907,0.000144547,-0.00582143,0.000129246
4384209436810783,165,229.998,300,0.0129307,0.000146067,-0.00583149,0.000115097
4384213454810404,170,229.998,300,0.0129878,0.000139659,-0.00577977,0.000119323
4384217474811373,175,229.998,300,0.0130058,0.000137904,-0.00573967,0.000105175
4384221492809253,180,229.998,300,0.0130268,0.000109374,-0.00573225,8.72608e-5
4384225510810421,185,229.998,300,0.0131158,0.000126088,-0.00566843,9.33398e-5
4384229528811613,190,229.998,300,0.013065,0.000149171,-0.00569034,0.000120734
4384233546810693,195,229.998,300,0.013174,0.000131331,-0.00563664,0.000105229
4384237564809318,200,229.998,300,0.0132579,0.000131436,-0.0055978,0.00011045
4384241582810474,205,229.998,300,0.0132288,0.000122685,-0.00559723,9.82051e-5
4384245600811714,210,229.998,300,0.0133572,0.000135149,-0.00557034,0.000122828
