Sensys Flugate FL3-2
Time [ns],rho [mm],phi [mm],z [mm],Bphi [nT],BphiStdDev [nT],Bz [nT],BzStdDev [nT],Brho [nT],BrhoStdDev [nT]
101670231535470,0,0,575,-9.28337,0.043669,-3.37452,0.052154,-10.1204,0.0657485
101674651533675,0,9.99298,575,-9.39154,0.0411,-3.37674,0.0479261,-10.0191,0.0516328
101679071533680,0,19.9953,575,-9.44158,0.0402126,-3.45359,0.0365647,-10.0851,0.048016
101683491533217,0,29.9977,575,-9.57667,0.032084,-3.48603,0.0482713,-10.1422,0.0478329
101687911536151,0,40,575,-9.72152,0.0359224,-3.46034,0.0516685,-10.2833,0.0502527
101692331534812,0,49.993,575,-9.76868,0.0412637,-3.43404,0.045171,-10.4054,0.0663221
101696751533005,0,59.9953,575,-9.82783,0.0407103,-3.49049,0.0549257,-10.4566,0.0527281
101701171533526,0,69.9977,575,-9.86205,0.0338036,-3.50483,0.0538463,-10.546,0.0556679
101705591533903,0,80,575,-9.88283,0.0399817,-3.49396,0.0568715,-10.6569,0.0671499
101710011533584,0,89.993,575,-9.87226,0.0494644,-3.57061,0.0410339,-10.7889,0.0719895
101714431536025,0,99.9953,575,-9.9047,0.0389212,-3.53477,0.0545674,-10.9325,0.0484986
101718851533246,0,109.998,575,-9.83035,0.0404136,-3.52206,0.052753,-11.0677,0.0557499
101723271535975,0,120,575,-9.71643,0.0365918,-3.47051,0.0561775,-11.2171,0.0517205
101727691533532,0,129.993,575,-9.63107,0.0354939,-3.41074,0.0685765,-11.3254,0.051785
101732111534473,0,139.995,575,-9.49741,0.0381677,-3.44047,0.0474922,-11.3265,0.0519142
101736531533626,0,149.998,575,-9.39804,0.0404679,-3.47081,0.0431008,-11.4233,0.0502587
101740951533955,0,160,575,-9.30038,0.0369182,-3.49695,0.042296,-11.4345,0.0641394
101745371534260,0,169.993,575,-9.16025,0.036817,-3.51096,0.0546711,-11.3777,0.0494316
101749791534853,0,179.995,575,-9.00244,0.036658,-3.47515,0.0579439,-11.3779,0.047093
101754211535746,0,189.998,575,-8.91528,0.0395225,-3.47115,0.0454834,-11.3223,0.0460921
101758631534671,0,200,575,-8.79067,0.0317074,-3.443,0.0632147,-11.2675,0.0424388
101763051535840,0,209.993,575,-8.707,0.043994,-3.38453,0.0517173,-11.2016,0.0504123
101767471534033,0,219.995,575,-8.62555,0.039177,-3.39708,0.0500314,-11.1013,0.0498883
101771891536043,0,229.998,575,-8.55571,0.0408785,-3.4026,0.046802,-11.0467,0.0479416
101776311535148,0,240,575,-8.5416,0.0373401,-3.40699,0.0474867,-10.9012,0.051066
101780731536233,0,249.993,575,-8.5463,0.0407455,-3.37118,0.0505379,-10.7804,0.0547373
101785151533994,0,259.995,575,-8.53082,0.0386378,-3.3966,0.0521389,-10.5985,0.0523024
101789571535391,0,269.998,575,-8.54804,0.0420811,-3.3743,0.0406846,-10.5857,0.049448
101793991534532,0,280,575,-8.52645,0.0394332,-3.42967,0.0493459,-10.4251,0.0465016
101798411535581,0,289.993,575,-8.63581,0.0311622,-3.46564,0.0389247,-10.3458,0.0524625
101802831533846,0,299.995,575,-8.67089,0.0349349,-3.43062,0.0494247,-10.2572,0.0448779
