Sensys Flugate FL3-2
Time [ns],rho [mm],phi [mm],z [mm],Bx [nT],BxStdDev [nT],By [nT],ByStdDev [nT],Bz [nT],BzStdDev [nT]
349142373650055,0,0,575,-8.143,0.038309,-3.2055,0.0597987,-10.4434,0.0591672
349146793651128,0,9.99298,575,-8.18073,0.0353221,-3.22012,0.0479202,-10.5015,0.0448711
349151213652189,0,19.9953,575,-8.17987,0.0364035,-3.18311,0.0543657,-10.5471,0.0569799
349155633651390,0,29.9977,575,-8.2352,0.0407747,-3.18747,0.0553678,-10.5932,0.0584708
349160053653063,0,40,575,-8.27921,0.0348909,-3.18827,0.0530636,-10.5156,0.0443709
349164473652912,0,49.993,575,-8.31422,0.0394769,-3.16213,0.0438634,-10.6627,0.0554879
349168893652149,0,59.9953,575,-8.33729,0.0372888,-3.1696,0.04425,-10.6363,0.0483038
349173313652022,0,69.9977,575,-8.33034,0.0375551,-3.14513,0.053806,-10.6586,0.0667857
349177733650611,0,80,575,-8.33925,0.0487163,-3.1892,0.0441959,-10.7297,0.0527384
349182153651373,0,89.993,575,-8.32231,0.0459273,-3.13821,0.048421,-10.8045,0.0517563
349186573650886,0,99.9953,575,-8.28482,0.0334051,-3.16081,0.0514389,-10.7909,0.0614237
349190993651959,0,109.998,575,-8.31148,0.0396612,-3.17845,0.0469682,-10.8211,0.0505147
349195413653032,0,120,575,-8.25242,0.03645,-3.19969,0.0545482,-10.905,0.067318
349199833653013,0,129.993,575,-8.24783,0.0420384,-3.19181,0.0448386,-10.9136,0.0506007
349204253650006,0,139.995,575,-8.13218,0.0365327,-3.15171,0.045711,-10.8989,0.0572457
349208673650275,0,149.998,575,-8.10259,0.0350826,-3.17248,0.0591932,-10.9796,0.0513655
349213093651624,0,160,575,-8.06135,0.0346441,-3.16083,0.0415603,-10.9374,0.0488587
349217513650177,0,169.993,575,-7.95093,0.0338328,-3.21667,0.0443693,-10.9199,0.0466924
349221933651298,0,179.995,575,-7.95115,0.0335608,-3.18839,0.04254,-10.8969,0.0546461
349226353650451,0,189.998,575,-7.85005,0.0370965,-3.21517,0.0492454,-10.8626,0.0448317
349230773651272,0,200,575,-7.8553,0.037683,-3.19236,0.0439342,-10.9016,0.0518606
349235193650701,0,209.993,575,-7.82064,0.0426076,-3.21062,0.0659346,-10.8323,0.0559835
349239613651906,0,219.995,575,-7.78308,0.0464526,-3.16801,0.0439399,-10.8048,0.0466784
349244033652223,0,229.998,575,-7.77445,0.035493,-3.20409,0.0468697,-10.799,0.0581689
349248453650020,0,240,575,-7.78181,0.034852,-3.19494,0.0508408,-10.7525,0.0509137
349252873650793,0,249.993,575,-7.76715,0.0373634,-3.23286,0.0449858,-10.7026,0.04468
349257293652850,0,259.995,575,-7.72937,0.0420942,-3.2197,0.043449,-10.6748,0.0494479
349261713651272,0,269.998,575,-7.75173,0.0349137,-3.27221,0.0520895,-10.5463,0.058287
349266133651325,0,280,575,-7.79391,0.0429129,-3.2019,0.0485151,-10.5208,0.0641835
349270553651438,0,289.993,575,-7.84541,0.0414802,-3.2018,0.0588683,-10.5209,0.0661478
349274973650795,0,299.995,575,-7.85124,0.0366148,-3.16551,0.0534793,-10.5599,0.0379525
349279393651676,0,309.998,575,-7.86132,0.0405192,-3.22338,0.0542901,-10.5531,0.05831
349283813650865,0,320,575,-7.89302,0.0427311,-3.1783,0.0507691,-10.5595,0.0579645
