Sensys Flugate FL3-2
Time [ns],rho [mm],phi [mm],z [mm],Bx [nT],BxStdDev [nT],By [nT],ByStdDev [nT],Bz [nT],BzStdDev [nT]
2209864614058537,15,249.993,200,836.248,0.135682,2509.4,0.363609,-0.0119448,0.0158482
2209872618057567,15,249.993,200,836.256,0.12298,2509.42,0.37275,-0.00981617,0.0147723
2209880620059772,15,249.993,200,836.249,0.186674,2509.4,0.558203,-0.0104842,0.015378
2209888622059530,15,249.993,200,836.254,0.164931,2509.42,0.45752,-0.0102954,0.0153416
2209896624057127,15,249.993,200,836.278,0.12561,2509.48,0.373427,-0.0112839,0.0148525
2209904628059697,15,249.993,200,836.273,0.138483,2509.46,0.400651,-0.0114255,0.0163948
2209912632058487,15,249.993,200,836.247,0.115979,2509.39,0.37038,-0.0120091,0.0160751
2209920634059552,15,249.993,200,836.277,0.110803,2509.48,0.36815,-0.0115299,0.016069
2209928636056861,15,249.993,200,836.274,0.138456,2509.47,0.38558,-0.0113339,0.0155508
2209936638057626,15,249.993,200,836.252,0.200998,2509.4,0.372612,-0.0126901,0.015297
2209944640058668,15,249.993,200,836.264,0.176437,2509.44,0.349094,-0.0131221,0.0155076
2209952642057717,15,249.993,200,836.271,0.124122,2509.46,0.365785,-0.0114484,0.0149859
2209960644059658,15,249.993,200,836.278,0.125231,2509.48,0.359543,-0.0110192,0.0153866
2209968648059660,15,249.993,200,836.247,0.121619,2509.39,0.346323,-0.010663,0.0152719
2209976650058373,15,249.993,200,836.271,0.115579,2509.46,0.357598,-0.00960445,0.0150915
2209984652059666,15,249.993,200,836.264,0.103366,2509.44,0.329451,-0.0118976,0.0154611
2209992654056975,15,249.993,200,836.259,0.123213,2509.43,0.358077,-0.0121021,0.0166446
2210000656057777,15,249.993,200,836.272,0.137789,2509.47,0.416493,-0.0116601,0.0161742
2210008660059231,15,249.993,200,836.246,0.142561,2509.39,0.446811,-0.0109405,0.0148793
2210016662057368,15,249.993,200,836.246,0.133466,2509.39,0.408251,-0.0109792,0.0164644
2210024664057773,15,249.993,200,836.261,0.110586,2509.44,0.361499,-0.0105014,0.0165332
2210032666059318,15,249.993,200,836.265,0.110662,2509.45,0.364345,-0.00958729,0.0154405
2210040668058919,15,249.993,200,836.271,0.111186,2509.46,0.35932,-0.0106716,0.0150134
2210048670056793,15,249.993,200,836.281,0.109921,2509.49,0.366505,-0.010241,0.0148695
2210056672058926,15,249.993,200,836.26,0.104117,2509.42,0.346448,-0.0116758,0.0167441
2210064674058299,15,249.993,200,836.277,0.104798,2509.47,0.344822,-0.0121365,0.0151952
2210072676059448,15,249.993,200,836.278,0.130004,2509.47,0.353645,-0.00833416,0.0150834
