Inclinometer Kelag KQS901-51Q
Time [ns],rho [mm],phi [mm],z [mm],Along X [mDegree],Along X StdDev [mDegree],Along Y [mDegree],Along Y StdDev [mDegree]
4044339696027250,-15,0,900,2568.83,1.24985,2497.16,0.999679
4044347614017057,-15,9.99298,900,2570.65,1.63227,2498.66,1.79163
4044355534017850,-15,19.9953,900,2572.84,1.50499,2500.31,1.02536
4044363452027997,-15,29.9977,900,2575.41,1.25274,2501.56,1.00623
4044371370018069,-15,40,900,2578.64,1.34348,2502.46,0.603738
4044379288034997,-15,49.993,900,2581.55,1.30483,2502.34,0.586902
4044387206019020,-15,59.9953,900,2584.48,1.60138,2501.77,0.653881
4044395124037244,-15,69.9977,900,2587.06,0.897429,2500.11,0.541087
4044403042017883,-15,80,900,2589.42,0.721281,2498.24,0.613779
4044410960028739,-15,89.993,900,2591.36,0.706673,2495.91,0.541351
4044418878015727,-15,99.9953,900,2592.87,0.965366,2493.24,0.519188
4044426796028118,-15,109.998,900,2593.75,1.11687,2490.61,0.725305
4044434714016402,-15,120,900,2594.23,0.835679,2488.05,0.591717
4044442632034818,-15,129.993,900,2594.22,0.833968,2485.63,0.732351
4044450550018229,-15,139.995,900,2594.02,1.22515,2483.91,0.775263
4044458468038049,-15,149.998,900,2593.52,0.750782,2481.57,0.651734
4044466386016924,-15,160,900,2592.75,0.908264,2479.04,0.752985
4044474304036120,-15,169.993,900,2591.37,0.98868,2476.34,0.762547
4044482222018152,-15,179.995,900,2589.52,0.786825,2473.88,0.581852
4044490140028275,-15,189.998,900,2587.38,0.862922,2471.78,0.769386
4044498058019199,-15,200,900,2585.12,0.712243,2470.38,0.643604
4044505976035659,-15,209.993,900,2582.68,0.647299,2469.43,0.633467
4044513894018062,-15,219.995,900,2579.97,0.962331,2468.7,0.547023
4044521812027778,-15,229.998,900,2577.07,0.793723,2468.38,0.660256
4044529730016649,-15,240,900,2574.16,1.41786,2469.04,0.641126
4044537648034609,-15,249.993,900,2571.72,1.94039,2470.61,0.842219
4044545568034790,-15,259.995,900,2569.62,1.18119,2472.1,0.848434
4044553486018693,-15,269.998,900,2567.37,0.943453,2473.55,0.727516
4044561404032177,-15,280,900,2566.44,0.829658,2475.97,0.91301
4044569322016296,-15,289.993,900,2565.59,0.767454,2478.08,0.543236
4044577240028028,-15,299.995,900,2565.14,1.13897,2480.23,0.717298
4044585158016600,-15,309.998,900,2564.54,1.12373,2482.38,0.686548
4044593076059591,-15,320,900,2564.06,1.00546,2484.98,0.680723
4044600994018871,-15,329.993,900,2564.55,1.02603,2488.1,0.802225
4044608912037286,-15,339.995,900,2565.45,1.22366,2491.04,0.985588
4044616830019186,-15,349.998,900,2567.04,1.13927,2493.78,1.40895
4044624748027894,-15,360,900,2568.64,0.751078,2496.22,0.537601
4044655930015793,65,0,900,2562.11,0.865055,2497.69,0.953463
4044663848035361,65,9.99298,900,2564.55,1.28673,2499.33,1.23579
4044671766018976,65,19.9953,900,2566.93,1.07275,2500.33,0.79601
4044679684052668,65,29.9977,900,2569.35,1.1608,2501.24,0.619894
4044687602016364,65,40,900,2572.14,1.09255,2501.95,0.507948
4044695520035391,65,49.993,900,2575.16,1.05018,2501.84,0.457446
4044703438015719,65,59.9953,900,2578.11,1.01777,2501.53,0.459251
4044711356027487,65,69.9977,900,2580.64,0.745193,2499.99,0.547829
4044719274017870,65,80,900,2582.91,0.682768,2498.08,0.545646
4044727192038614,65,89.993,900,2584.91,0.630284,2495.7,0.493399
4044735110016037,65,99.9953,900,2586.05,0.807062,2493.45,0.669361
4044743028039757,65,109.998,900,2587.21,0.811858,2490.74,0.554169
4044750946015993,65,120,900,2587.61,0.666129,2488,0.607531
4044758864028708,65,129.993,900,2587.59,0.754765,2485.94,0.830841
4044766782018420,65,139.995,900,2587.42,1.16068,2484.03,0.667059
4044774700038455,65,149.998,900,2587,0.74013,2481.89,0.689667
4044782618016479,65,160,900,2586.21,0.729917,2479.11,0.706584
4044790538019312,65,169.993,900,2584.9,0.648879,2476.51,0.66909
4044798456029087,65,179.995,900,2583.19,0.642241,2474.13,0.533584
4044806374016171,65,189.998,900,2581.1,0.841538,2472.21,0.701227
4044814292041966,65,200,900,2578.88,0.991252,2470.75,0.715142
4044822210016882,65,209.993,900,2576.19,0.909633,2469.4,0.626134
4044830128025926,65,219.995,900,2573.33,1.45168,2468.48,0.673029
4044838046018253,65,229.998,900,2570.39,1.62306,2468.37,0.720735
4044845964037173,65,240,900,2567.73,1.6324,2469.75,0.91615
4044853882016097,65,249.993,900,2565.33,1.74853,2470.85,0.936298
4044861802017021,65,259.995,900,2563.06,1.55563,2471.98,1.12972
4044869720028621,65,269.998,900,2561.1,1.39397,2473.62,1.08669
4044877638017204,65,280,900,2560.25,1.64876,2475.95,1.39202
4044885556039940,65,289.993,900,2559.49,1.43527,2478.08,1.16173
4044893474016668,65,299.995,900,2558.41,1.53133,2480.07,1.1368
4044901392034663,65,309.998,900,2557.63,1.66093,2482.72,1.21859
4044909310016779,65,320,900,2557.25,2.10253,2485.1,1.52716
4044917228028594,65,329.993,900,2557.55,1.57151,2488.12,1.20185
4044925146016854,65,339.995,900,2558.88,1.98332,2491.24,1.50777
4044933064036026,65,349.998,900,2560.7,2.55467,2494.33,2.25446
4044940982018081,65,360,900,2562.34,1.62737,2496.6,1.34059
4044972164026717,145,0,900,2558.83,1.08768,2501.87,0.87451
4044980082017868,145,9.99298,900,2561.26,1.65605,2503.49,1.29778
4044988000371060,145,19.9953,900,2563.51,1.32428,2504.61,0.97027
4044995918016192,145,29.9977,900,2565.93,1.27013,2505.49,0.920458
4045003836038987,145,40,900,2568.65,0.940353,2506.12,0.690891
4045011754018031,145,49.993,900,2571.57,1.34846,2506.29,0.895972
4045019672040130,145,59.9953,900,2574.54,0.975731,2505.83,0.696763
4045027592037827,145,69.9977,900,2577.22,0.87232,2504.25,0.629602
4045035510018983,145,80,900,2579.46,0.870507,2502.25,0.635162
4045043428028890,145,89.993,900,2581.57,0.805299,2500.04,0.665977
4045051346018566,145,99.9953,900,2582.75,0.816682,2497.58,0.677358
4045059264045177,145,109.998,900,2583.66,0.616711,2495.26,0.660192
4045067182015905,145,120,900,2584.22,0.616886,2492.62,0.655902
4045075100034021,145,129.993,900,2584.29,0.607682,2490.38,0.794654
4045083018019196,145,139.995,900,2584.08,0.708419,2488.26,0.759672
4045090936027676,145,149.998,900,2583.74,0.587145,2485.98,0.591599
4045098854016512,145,160,900,2583,0.603093,2483.34,0.602665
4045106772036187,145,169.993,900,2581.64,0.592703,2480.6,0.632435
4045114690016059,145,179.995,900,2579.91,0.583705,2478.19,0.538961
4045122608042838,145,189.998,900,2577.94,0.692943,2476.35,0.64895
4045130526018474,145,200,900,2575.66,0.713204,2474.72,0.551592
4045138444042854,145,209.993,900,2573,0.680791,2473.33,0.495396
4045146362018165,145,219.995,900,2570.11,1.06756,2472.56,0.582588
4045154280036737,145,229.998,900,2567.17,1.1548,2472.79,0.674595
4045162198016128,145,240,900,2564.54,0.796873,2474.2,0.911705
4045170116036920,145,249.993,900,2562.35,0.972616,2475.65,0.648414
4045178034018436,145,259.995,900,2560.38,0.795062,2476.86,0.592544
4045185952044855,145,269.998,900,2558.34,0.712174,2478.2,0.590764
4045193870019075,145,280,900,2557,0.735264,2480.11,0.805301
4045201788034911,145,289.993,900,2556.22,0.803335,2482.12,0.699259
4045209706016738,145,299.995,900,2555.08,0.642161,2484.3,0.550719
4045217624027654,145,309.998,900,2554.33,0.61035,2486.87,0.477338
4045225542016633,145,320,900,2554.21,0.671799,2489.92,0.537522
4045233460034929,145,329.993,900,2554.72,0.609204,2492.86,0.672978
4045241378019121,145,339.995,900,2555.76,0.827762,2495.86,1.3836
4045249296036576,145,349.998,900,2557.5,0.874914,2498.93,1.09942
4045257214018944,145,360,900,2559.16,0.762499,2501.22,0.694796
4045288396036975,225,0,900,2557.98,0.814035,2504.94,0.791974
4045296314018215,225,9.99298,900,2560.03,0.732865,2506.24,0.582957
4045304232027523,225,19.9953,900,2562.08,0.687999,2507.38,0.513847
4045312150018710,225,29.9977,900,2564.49,0.677396,2508.36,0.484051
4045320068037258,225,40,900,2567.22,0.550707,2509.07,0.443588
4045327986017069,225,49.993,900,2570.1,0.659579,2508.96,0.485149
4045335904034537,225,59.9953,900,2573.05,0.64005,2508.37,0.466155
4045343822016317,225,69.9977,900,2575.64,0.6068,2506.87,0.495912
4045351740029152,225,80,900,2577.95,0.572235,2504.88,0.434395
4045359658018192,225,89.993,900,2579.89,0.565832,2502.61,0.448956
4045367576027752,225,99.9953,900,2581,0.723942,2500.33,0.73901
4045375494017391,225,109.998,900,2582.17,0.536924,2497.6,0.451985
4045383412035339,225,120,900,2582.61,0.574002,2495.16,0.526664
4045391330017706,225,129.993,900,2582.6,0.613899,2492.95,0.697784
4045399248029078,225,139.995,900,2582.56,0.871475,2491.46,1.28613
4045407166015766,225,149.998,900,2582.24,0.590503,2488.95,0.528911
4045415084028373,225,160,900,2581.45,0.696448,2486.07,0.621552
4045423002018517,225,169.993,900,2580.13,0.657417,2483.39,0.563624
4045430920038649,225,179.995,900,2578.58,0.738021,2481.18,0.564599
4045438838016540,225,189.998,900,2576.62,0.689383,2479.24,0.591523
4045446756037188,225,200,900,2574.31,0.665738,2477.47,0.540367
4045454674017359,225,209.993,900,2571.59,0.592506,2476.03,0.479186
4045462592027819,225,219.995,900,2568.66,0.556741,2475.43,0.654368
4045470510016607,225,229.998,900,2565.74,0.540182,2475.95,0.75002
4045478428037518,225,240,900,2563.19,0.638545,2477.18,0.725446
4045486346015770,225,249.993,900,2561.19,0.583696,2478.86,0.571779
4045494264035758,225,259.995,900,2559.36,0.549513,2480.14,0.518756
4045502182016289,225,269.998,900,2557.47,0.605141,2481.48,0.500912
4045510100078229,225,280,900,2556.18,0.739054,2483.21,0.666108
4045518018017084,225,289.993,900,2554.8,0.57586,2484.93,0.504149
4045525936027124,225,299.995,900,2553.52,0.570956,2487.54,0.478328
4045533854017004,225,309.998,900,2552.84,0.586143,2490.01,0.475683
4045541772038719,225,320,900,2552.75,0.587289,2493.1,0.951436
4045549690017355,225,329.993,900,2553.28,0.564042,2496.03,0.524141
4045557608045430,225,339.995,900,2554.76,0.735547,2499.52,1.36813
4045565526018426,225,349.998,900,2556.2,0.784994,2502.39,1.14369
4045573444035318,225,360,900,2557.6,0.570464,2504.13,0.454859
4045604626016245,305,0,900,2560.99,1.09142,2505.99,1.07997
4045612544028409,305,9.99298,900,2562.89,1.0037,2507.15,0.953956
4045620462017052,305,19.9953,900,2565.09,0.885394,2508.57,0.67837
4045628380027764,305,29.9977,900,2567.5,1.0853,2509.51,0.5685
4045636298018616,305,40,900,2570.3,0.699259,2510.03,0.460667
4045644216027107,305,49.993,900,2573.24,0.950425,2510,0.49298
4045652134017983,305,59.9953,900,2576.15,0.650315,2509.32,0.483909
4045660052036566,305,69.9977,900,2578.8,0.609079,2507.68,0.475002
4045667970017782,305,80,900,2581.18,0.629299,2505.71,0.469936
4045675888029118,305,89.993,900,2583.08,0.557839,2503.34,0.500391
4045683806015829,305,99.9953,900,2584.33,0.673692,2501.06,0.598509
4045691724034665,305,109.998,900,2585.14,0.765554,2498.64,0.825204
4045699642017717,305,120,900,2585.85,0.612711,2496.11,0.598545
4045707560027492,305,129.993,900,2585.73,0.787473,2494.3,1.0145
4045715478019028,305,139.995,900,2585.66,0.64401,2492.31,0.735893
4045723396027303,305,149.998,900,2585.41,0.680998,2489.71,0.695813
4045731314015827,305,160,900,2584.65,0.728917,2486.78,0.585842
4045739232029059,305,169.993,900,2583.45,0.707136,2484.13,0.488187
4045747150018710,305,179.995,900,2581.71,0.773109,2481.85,0.563818
4045755068027286,305,189.998,900,2579.71,0.716806,2479.81,0.514512
4045762986017682,305,200,900,2577.45,0.845265,2478.16,0.598636
4045770904040873,305,209.993,900,2574.81,0.784115,2476.7,0.545597
4045778822017301,305,219.995,900,2571.83,0.770298,2476.14,0.541751
4045786740028072,305,229.998,900,2568.96,0.837377,2477.2,0.670572
4045794658018156,305,240,900,2566.56,0.762428,2478.48,0.52699
4045802576033968,305,249.993,900,2564.53,0.904254,2480,0.589849
4045810494016623,305,259.995,900,2562.8,0.963282,2481.29,0.613641
4045818412036611,305,269.998,900,2560.93,0.824742,2482.44,0.662769
4045826330018162,305,280,900,2559.38,0.84494,2484.07,0.82093
4045834248027098,305,289.993,900,2557.89,0.626945,2485.78,0.530527
4045842166018370,305,299.995,900,2556.53,0.588347,2488.59,0.472595
4045850084044597,305,309.998,900,2555.92,0.58284,2490.91,0.578934
4045858002018265,305,320,900,2555.77,0.58283,2494.09,1.20628
4045865920027861,305,329.993,900,2556.48,0.621004,2497.3,0.925921
4045873838018700,305,339.995,900,2558.32,0.879504,2501.35,1.87741
4045881756029148,305,349.998,900,2559.23,0.570466,2503.21,0.583058
4045889674015739,305,360,900,2560.96,0.78491,2505.5,0.707738
4045920856029487,385,0,900,2567.67,0.90769,2506.36,0.895774
4045928774016031,385,9.99298,900,2569.98,1.24846,2507.52,1.24268
4045936692030942,385,19.9953,900,2572.21,1.40532,2508.74,0.935511
4045944610018950,385,29.9977,900,2574.71,1.42005,2509.75,0.710401
4045952528029949,385,40,900,2577.54,0.812808,2510.25,0.487289
4045960446015929,385,49.993,900,2580.57,1.21803,2510.62,0.592223
4045968364047317,385,59.9953,900,2583.59,0.801654,2509.51,0.531333
4045976282016136,385,69.9977,900,2586.31,0.766633,2507.85,0.468866
4045984200035776,385,80,900,2588.58,0.646225,2505.78,0.585531
4045992118018191,385,89.993,900,2590.51,0.742496,2503.48,0.560744
4046000036040195,385,99.9953,900,2591.65,1.09023,2501.29,0.852505
4046007954018639,385,109.998,900,2592.63,1.15548,2498.91,0.940768
4046015872027886,385,120,900,2593.06,1.17592,2496.65,1.08986
4046023792028535,385,129.993,900,2593.3,0.900253,2494.4,0.944994
4046031710016458,385,139.995,900,2593.24,1.53769,2492.77,0.595357
4046039628026378,385,149.998,900,2592.95,0.816832,2489.81,0.547981
4046047546017734,385,160,900,2592.14,0.996649,2486.81,0.577099
4046055464034529,385,169.993,900,2590.84,1.05036,2483.97,0.688034
4046063382018289,385,179.995,900,2589.2,1.07484,2481.64,0.683381
4046071300027153,385,189.998,900,2587.11,0.769029,2479.55,0.563715
4046079218018736,385,200,900,2584.94,1.11821,2478,0.858785
4046087136037212,385,209.993,900,2582.26,1.08051,2476.61,0.731272
4046095054015823,385,219.995,900,2579.41,0.834281,2475.93,0.55564
4046102972027903,385,229.998,900,2576.51,1.09443,2477.72,0.610989
4046110890018347,385,240,900,2574.06,0.910077,2478.87,0.538536
4046118808034734,385,249.993,900,2572.08,1.14497,2480.17,0.722132
4046126726016022,385,259.995,900,2570.45,1.08293,2481.58,0.726182
4046134644027166,385,269.998,900,2568.55,0.920274,2482.65,0.769475
4046142562016001,385,280,900,2566.82,1.05316,2484.13,0.862852
4046150480026833,385,289.993,900,2565.12,0.838192,2486.29,0.531315
4046158398019160,385,299.995,900,2564.01,0.705692,2488.64,0.598034
4046166316034384,385,309.998,900,2563.37,0.83379,2490.83,0.600304
4046174234016308,385,320,900,2563.16,0.763183,2494.21,1.33056
4046182152027079,385,329.993,900,2563.92,0.722531,2497.44,0.551548
4046190070018315,385,339.995,900,2565.43,1.25517,2501.12,2.97681
4046197988029135,385,349.998,900,2566.78,1.13227,2503.87,1.45894
4046205906017034,385,360,900,2568.12,0.75837,2505.67,0.750497
4046237086016989,465,0,900,2562.17,1.42835,2506.67,1.38855
4046245004030820,465,9.99298,900,2564.56,0.995717,2507.78,0.956263
4046252922018108,465,19.9953,900,2567,1.54866,2508.79,0.964903
4046260840028004,465,29.9977,900,2569.62,1.14055,2509.73,0.72739
4046268758018519,465,40,900,2572.55,0.795399,2510.29,0.534771
4046276676027719,465,49.993,900,2575.58,1.01663,2510.39,0.490063
4046284594018474,465,59.9953,900,2578.48,0.771397,2509.17,0.563044
4046292512036830,465,69.9977,900,2581.25,0.809198,2507.62,0.5315
4046300430018274,465,80,900,2583.59,0.75506,2505.72,0.917605
4046308348027581,465,89.993,900,2585.35,1.0436,2503.4,0.755519
4046316266016393,465,99.9953,900,2586.58,1.4119,2501.13,0.990295
4046324184028880,465,109.998,900,2587.41,2.07479,2498.82,1.25923
4046332102016564,465,120,900,2587.87,1.94343,2496.61,1.1122
4046340020039564,465,129.993,900,2588.12,1.73478,2494.44,0.999645
4046347938017755,465,139.995,900,2588.09,2.01527,2492.66,1.35099
4046355856028839,465,149.998,900,2587.88,1.38116,2489.6,0.604513
4046363774017579,465,160,900,2587.01,1.68877,2486.5,0.787768
4046371692035286,465,169.993,900,2585.74,1.63047,2483.8,1.0063
4046379610016070,465,179.995,900,2584.08,1.38822,2481.34,0.981855
4046387528039801,465,189.998,900,2582.07,0.920092,2479.34,1.01499
4046395446018425,465,200,900,2579.74,1.25244,2477.7,1.01813
4046403364044629,465,209.993,900,2577.07,0.981293,2476.42,0.945108
4046411282017156,465,219.995,900,2574.25,0.778142,2475.98,0.519427
4046419200027004,465,229.998,900,2571.22,1.13971,2477.75,0.739808
4046427118016452,465,240,900,2569,1.13555,2479.17,0.492119
4046435036029047,465,249.993,900,2567.05,0.978791,2480.15,0.725847
4046442954017943,465,259.995,900,2565.19,1.17782,2481.31,0.623109
4046450872027754,465,269.998,900,2563.27,1.26455,2482.41,0.888626
4046458790016734,465,280,900,2561.58,1.21091,2483.92,0.816735
4046466708056558,465,289.993,900,2559.81,1.07199,2486.32,0.627149
4046474626017481,465,299.995,900,2558.82,1.36712,2488.31,0.680844
4046482544035441,465,309.998,900,2558.19,1.90135,2490.81,0.661837
4046490462015949,465,320,900,2558.03,0.900544,2494.24,1.00175
