Sensys Flugate FL3-2
Time [ns],rho [mm],phi [mm],z [mm],Bx [nT],BxStdDev [nT],By [nT],ByStdDev [nT],Bz [nT],BzStdDev [nT]
3212604226718743,0,0,0,2.93924,0.196399,-124.12,0.22245,-381.335,0.289024
3212607230717922,0,0,0,3.19813,0.207486,-123.933,0.208808,-381.301,0.271047
3212610234720581,0,0,0,3.02934,0.250611,-124.219,0.265032,-381.956,0.292471
3212613238718128,0,0,0,3.13615,0.2245,-124.214,0.302516,-381.783,0.327718
3212616242720115,0,0,0,3.19384,0.210036,-124.491,0.328844,-381.57,0.2615
3212619244720129,0,0,0,3.36226,0.251969,-124.407,0.222873,-381.169,0.287893
3212622246719171,0,0,0,3.6072,0.180743,-124.578,0.266396,-380.958,0.304805
3212625248719688,0,0,0,2.94068,0.287105,-124.12,0.204025,-381.622,0.318705
3212628250719234,0,0,0,3.16672,0.249454,-124.044,0.250112,-381.151,0.26742
3212631252720484,0,0,0,3.02254,0.197566,-124.53,0.282373,-381.31,0.220647
3212634254719058,0,0,0,3.49128,0.213926,-124.516,0.239074,-381.189,0.272396
3212637256718760,0,0,0,3.19945,0.248566,-124.681,0.202309,-381.106,0.235542
3212640258717994,0,0,0,2.99182,0.162798,-124.775,0.236824,-381.136,0.367337
3212643262718541,0,0,0,3.23384,0.237607,-124.734,0.219148,-381.778,0.263514
3212646264720103,0,0,0,3.08243,0.186737,-124.455,0.219691,-381.98,0.234196
3212649268719390,0,0,0,2.93447,0.243871,-124.55,0.225688,-381.543,0.283606
3212652270719044,0,0,0,3.28852,0.199601,-124.624,0.169355,-381.621,0.260599
3212655272719070,0,0,0,2.97095,0.276444,-124.779,0.211589,-381.137,0.272334
3212658274719192,0,0,0,3.17102,0.200771,-124.611,0.224492,-381.674,0.29354
3212661276720382,0,0,0,3.13976,0.229789,-124.665,0.206118,-381.76,0.272466
3212664278717144,0,0,0,2.67632,0.267904,-124.444,0.239514,-381.554,0.237422
3212667280719330,0,0,0,2.79479,0.248795,-124.384,0.251928,-381.446,0.278478
3212670282719980,0,0,0,2.72188,0.199826,-124.477,0.274258,-381.403,0.234435
3212673286718535,0,0,0,2.75422,0.23951,-124.328,0.243574,-381.331,0.23556
3212676288720397,0,0,0,2.78859,0.207125,-124.371,0.23409,-381.29,0.331339
3212679290720003,0,0,0,2.70011,0.217903,-124.517,0.224211,-381.224,0.288457
3212682292717533,0,0,0,2.42965,0.232227,-124.177,0.263694,-380.946,0.293152
3212685294718147,0,0,0,2.58885,0.201684,-124.002,0.261344,-381.01,0.256382
3212688296720273,0,0,0,2.49581,0.24826,-124.028,0.238568,-380.627,0.224561
3212691298719843,0,0,0,2.68588,0.271956,-123.971,0.221468,-380.536,0.229475
3212694300720169,0,0,0,2.65497,0.21072,-124.494,0.239839,-380.549,0.244611
3212697302718623,0,0,0,2.64783,0.238683,-124.074,0.262649,-380.361,0.239913
3212700304719933,0,0,0,2.48184,0.207058,-124.42,0.228065,-380.902,0.192862
3212703306719659,0,0,0,2.39566,0.267594,-124.154,0.190402,-380.896,0.226154
3212706308719685,0,0,0,2.22068,0.195025,-124.302,0.26227,-380.693,0.291662
3212709310720023,0,0,0,2.40731,0.181109,-124.661,0.220811,-380.795,0.259317
3212712312720349,0,0,0,2.34582,0.256779,-124.442,0.265711,-380.803,0.300208
3212715314717531,0,0,0,2.58604,0.193168,-124.255,0.235186,-380.983,0.225975
3212718316718433,0,0,0,2.54634,0.293272,-124.585,0.233951,-380.613,0.25683
3212721320718680,0,0,0,2.60402,0.198646,-124.506,0.243523,-380.547,0.347146
3212724322718106,0,0,0,2.725,0.190112,-124.709,0.235221,-380.492,0.24186
3212727326720321,0,0,0,2.63392,0.163585,-124.559,0.219,-380.644,0.266632
3212730330718996,0,0,0,2.61058,0.151544,-124.293,0.276971,-380.416,0.282325
3212733334717959,0,0,0,2.49956,0.210295,-124.597,0.193673,-380.6,0.273442
3212736338720366,0,0,0,2.58289,0.220311,-124.383,0.280449,-380.664,0.242834
3212739340717212,0,0,0,2.55078,0.19929,-124.565,0.211959,-380.553,0.359053
3212742342719890,0,0,0,2.83106,0.196343,-124.628,0.283994,-380.38,0.301333
3212745344718728,0,0,0,2.52927,0.191861,-125.052,0.225694,-380.872,0.271921
3212748346719342,0,0,0,2.61573,0.189711,-124.931,0.276584,-380.874,0.251659
3212751348720400,0,0,0,2.22709,0.190596,-124.829,0.207653,-380.653,0.324934
3212754350718230,0,0,0,2.12553,0.204324,-125.026,0.187579,-381.024,0.280332
3212757354717240,0,0,0,2.59747,0.205682,-125.257,0.254154,-380.601,0.221228
3212760358717871,0,0,0,2.36489,0.193085,-124.948,0.254846,-380.365,0.326117
3212763362718118,0,0,0,2.42759,0.169688,-124.957,0.2667,-380.76,0.324333
3212766364717424,0,0,0,2.31014,0.164151,-125.007,0.300836,-380.558,0.264824
3212769366720282,0,0,0,2.29945,0.169039,-125.124,0.263208,-380.858,0.274111
3212772368717824,0,0,0,2.67241,0.213918,-125.002,0.234342,-380.712,0.271949
3212775370720262,0,0,0,2.52033,0.26917,-124.873,0.264219,-380.754,0.337315
3212778372717996,0,0,0,2.7006,0.198745,-125.283,0.182345,-380.475,0.256011
3212781374718310,0,0,0,2.37137,0.229687,-124.873,0.246134,-380.693,0.301879
3212784376719572,0,0,0,2.74736,0.202506,-124.908,0.261403,-380.511,0.287089
3212787378718938,0,0,0,2.75489,0.208219,-125.008,0.186088,-380.683,0.303355
3212790380718376,0,0,0,2.52849,0.177092,-125.032,0.269188,-380.791,0.229191
3212793384718995,0,0,0,2.65915,0.180824,-124.728,0.210723,-380.712,0.298396
3212796386717773,0,0,0,2.66376,0.208121,-125.209,0.284348,-380.853,0.220898
3212799390720120,0,0,0,2.76554,0.188567,-124.937,0.22896,-381.08,0.328171
3212802394720499,0,0,0,2.59389,0.193803,-124.592,0.307475,-380.79,0.257541
3212805396718977,0,0,0,2.38907,0.190893,-124.561,0.211906,-380.834,0.28966
3212808398718979,0,0,0,2.69707,0.190943,-124.784,0.240363,-380.563,0.243052
3212811400719665,0,0,0,2.76837,0.210422,-124.973,0.196877,-380.915,0.232713
3212814402718095,0,0,0,2.8262,0.206463,-124.941,0.266091,-380.948,0.317154
3212817404718013,0,0,0,2.85804,0.180133,-124.464,0.276286,-380.787,0.238518
3212820406718903,0,0,0,2.89404,0.19913,-124.616,0.208451,-381.169,0.275266
3212823408718725,0,0,0,3.09024,0.162178,-124.62,0.267409,-381.382,0.261844
3212826410718475,0,0,0,2.97277,0.221475,-124.244,0.234527,-381.111,0.278733
3212829412719713,0,0,0,2.7754,0.187701,-124.543,0.276334,-381.266,0.262949
3212832416718544,0,0,0,2.85339,0.219786,-124.442,0.308952,-381.026,0.320805
3212835418720070,0,0,0,3.1443,0.197344,-124.534,0.209084,-380.962,0.250876
3212838420719568,0,0,0,2.82968,0.216063,-124.78,0.22465,-380.68,0.252845
3212841422717962,0,0,0,2.85119,0.23098,-124.652,0.259928,-380.701,0.249471
3212844424717556,0,0,0,2.88477,0.217742,-124.519,0.234893,-380.899,0.240749
3212847426717834,0,0,0,2.85609,0.235017,-124.892,0.222282,-380.946,0.406028
3212850428717164,0,0,0,2.77648,0.190807,-124.657,0.229197,-381.013,0.262265
3212853430719914,0,0,0,2.62275,0.230776,-124.406,0.212675,-381.003,0.243127
3212856432718680,0,0,0,2.50763,0.195115,-124.323,0.212757,-381.123,0.328141
3212859434717206,0,0,0,2.66121,0.197573,-124.731,0.228834,-380.958,0.370276
3212862436718972,0,0,0,2.78999,0.206624,-124.639,0.192608,-381.083,0.265586
3212865442718348,0,0,0,2.74749,0.248286,-124.732,0.206354,-381.216,0.313827
3212868444717222,0,0,0,2.71197,0.202222,-124.59,0.254553,-381.457,0.295468
3212871446719900,0,0,0,2.64056,0.200402,-124.176,0.251897,-381.687,0.333598
3212874448719458,0,0,0,2.70994,0.202451,-124.689,0.303605,-381.304,0.348849
3212877450717588,0,0,0,2.70507,0.249366,-124.132,0.244694,-380.888,0.248072
3212880454718506,0,0,0,2.59645,0.191107,-124.156,0.231672,-381.09,0.280769
3212883458718909,0,0,0,2.60977,0.234953,-124.324,0.240678,-381.067,0.274492
3212886462717836,0,0,0,2.56536,0.247358,-124.622,0.300939,-381.369,0.28512
3212889464719494,0,0,0,2.62682,0.211991,-124.564,0.251923,-381.433,0.269686
3212892466717324,0,0,0,2.60867,0.163472,-124.729,0.276454,-381.205,0.338627
3212895468719486,0,0,0,2.71969,0.196731,-124.194,0.234726,-381.369,0.265744
3212898472719577,0,0,0,2.7227,0.179361,-124.859,0.24068,-380.906,0.275054
3212901474717287,0,0,0,2.85122,0.183188,-124.294,0.246542,-380.905,0.263243
3212904478719778,0,0,0,2.55548,0.18688,-124.548,0.225941,-381.239,0.27666
3212907480718328,0,0,0,2.40665,0.199628,-124.259,0.296932,-381.343,0.31199
3212910484718683,0,0,0,2.71268,0.230216,-124.105,0.240761,-381.359,0.315698
3212913488720154,0,0,0,2.37281,0.181088,-124.326,0.267982,-381.202,0.341598
3212916490720348,0,0,0,2.23356,0.208276,-124.436,0.225543,-381.364,0.297027
3212919494717295,0,0,0,2.275,0.175526,-124.225,0.284352,-381.247,0.34737
3212922498718034,0,0,0,2.47359,0.179117,-124.25,0.230504,-381.312,0.293329
3212925502720068,0,0,0,2.4718,0.17215,-124.42,0.282361,-381.114,0.280351
3212928506718995,0,0,0,2.36831,0.212447,-124.401,0.214752,-381.217,0.319055
3212931510720226,0,0,0,2.45527,0.233212,-124.077,0.238363,-381.348,0.370862
3212934512719928,0,0,0,2.32439,0.184092,-124.267,0.220511,-381.516,0.301433
3212937514719942,0,0,0,2.13614,0.187003,-124.376,0.259149,-381.462,0.260054
3212940516717304,0,0,0,2.09669,0.189117,-124.457,0.255435,-381.69,0.291288
3212943520717395,0,0,0,2.31405,0.190983,-124.33,0.237314,-381.518,0.283188
3212946522717529,0,0,0,2.33424,0.248679,-124.341,0.275114,-381.696,0.333651
3212949524718299,0,0,0,2.53478,0.201696,-124.322,0.248721,-381.408,0.323724
3212952528720250,0,0,0,2.45344,0.223639,-124.476,0.204688,-381.243,0.307246
3212955530718164,0,0,0,2.49041,0.205643,-124.75,0.237918,-381.73,0.306509
3212958532719114,0,0,0,2.57163,0.15783,-124.771,0.19505,-381.49,0.317312
3212961534720328,0,0,0,2.42933,0.225737,-124.861,0.233149,-381.366,0.259993
3212964538718115,0,0,0,2.39736,0.175089,-124.48,0.216236,-381.773,0.306027
3212967540718573,0,0,0,2.30932,0.215176,-124.733,0.245338,-381.808,0.421626
3212970544720044,0,0,0,2.23469,0.236013,-124.763,0.29308,-381.416,0.186916
3212973546720406,0,0,0,2.43965,0.217811,-124.335,0.239857,-381.726,0.309431
3212976548717336,0,0,0,2.49854,0.249962,-124.519,0.266821,-381.597,0.289305
3212979550719858,0,0,0,2.44635,0.184932,-124.7,0.241514,-381.657,0.339736
3212982552718708,0,0,0,2.62147,0.221068,-124.488,0.236373,-381.364,0.289136
3212985554718002,0,0,0,2.32004,0.181479,-124.343,0.260726,-380.992,0.229478
3212988556718064,0,0,0,2.48204,0.187416,-124.504,0.262253,-381.578,0.280876
3212991558718402,0,0,0,2.37749,0.235121,-124.251,0.256433,-380.905,0.267431
3212994560720120,0,0,0,2.55031,0.17423,-124.48,0.215254,-381.14,0.249311
3212997562719498,0,0,0,2.6547,0.274554,-124.487,0.254315,-381.059,0.279816
3213000564719932,0,0,0,2.42817,0.177391,-124.439,0.230572,-380.849,0.249647
3213003566717378,0,0,0,2.6021,0.187708,-124.407,0.254598,-380.874,0.277734
3213006568717656,0,0,0,2.63754,0.192896,-124.679,0.239871,-380.866,0.260124
3213009570718342,0,0,0,2.90585,0.236286,-124.69,0.266489,-380.933,0.228717
3213012572719916,0,0,0,2.7246,0.225931,-124.8,0.306755,-380.839,0.277021
3213015574718946,0,0,0,2.81979,0.297313,-124.786,0.225307,-380.817,0.275505
3213018576719164,0,0,0,2.75887,0.159114,-124.731,0.275596,-380.751,0.348494
3213021578718770,0,0,0,2.78928,0.17768,-124.716,0.268939,-380.657,0.366602
3213024580718388,0,0,0,2.49398,0.276661,-124.632,0.240697,-380.739,0.299234
3213027582719974,0,0,0,2.62971,0.248031,-124.979,0.25831,-380.708,0.3084
3213030584717144,0,0,0,2.84065,0.214568,-124.362,0.252094,-380.628,0.265729
3213033586718598,0,0,0,2.82492,0.150996,-124.356,0.220803,-380.671,0.340504
3213036588718372,0,0,0,2.76809,0.273857,-124.322,0.266251,-380.726,0.234715
3213039590717498,0,0,0,2.9472,0.206557,-124.516,0.244207,-380.865,0.28345
3213042592718976,0,0,0,2.8559,0.211584,-124.736,0.252372,-380.636,0.247472
3213045594719830,0,0,0,2.73748,0.234934,-124.593,0.220026,-380.227,0.336491
3213048596718368,0,0,0,2.74621,0.19695,-124.391,0.197062,-380.662,0.226718
3213051598718250,0,0,0,2.73331,0.203492,-124.496,0.224234,-380.401,0.288171
3213054602717417,0,0,0,2.58713,0.202719,-123.878,0.280065,-379.959,0.291318
3213057604720503,0,0,0,2.69531,0.238599,-124.176,0.306429,-380.723,0.219725
3213060606719389,0,0,0,2.66864,0.235924,-123.59,0.252992,-379.778,0.339678
3213063608718563,0,0,0,2.9567,0.195179,-123.972,0.282617,-379.825,0.296687
3213066610718073,0,0,0,2.86324,0.198798,-123.988,0.269094,-379.632,0.281119
3213069612719839,0,0,0,2.87094,0.258155,-124.009,0.303247,-380.403,0.308228
3213072616718009,0,0,0,2.97329,0.184859,-124.259,0.311,-379.982,0.360322
3213075620718232,0,0,0,2.76596,0.176053,-124.617,0.237798,-380.753,0.349811
3213078624718587,0,0,0,2.88579,0.298964,-124.73,0.26171,-380.762,0.3314
3213081628718426,0,0,0,2.94994,0.185351,-124.548,0.243892,-380.887,0.309525
3213084632718085,0,0,0,2.705,0.216242,-124.502,0.196071,-380.632,0.322653
3213087634717487,0,0,0,2.96648,0.181984,-124.577,0.245065,-381.083,0.347732
3213090636717345,0,0,0,2.81004,0.190877,-124.723,0.238494,-380.748,0.298613
3213093638720191,0,0,0,2.84559,0.171064,-124.558,0.220993,-381.166,0.278647
3213096640717049,0,0,0,2.70406,0.24035,-124.899,0.330129,-381.157,0.247557
3213099642720351,0,0,0,2.68785,0.219221,-124.35,0.215353,-380.388,0.2966
3213102644717917,0,0,0,2.68876,0.211239,-124.35,0.263349,-380.549,0.320878
3213105646719011,0,0,0,2.68438,0.217275,-124.339,0.250565,-380.597,0.257372
3213108648720369,0,0,0,2.41595,0.15007,-124.246,0.253406,-380.516,0.295757
3213111650718379,0,0,0,2.51777,0.262526,-124.272,0.238931,-380.317,0.317948
3213114652719749,0,0,0,3.09664,0.197807,-124.396,0.224759,-380.462,0.342227
3213117654718683,0,0,0,2.88026,0.24839,-124.142,0.228793,-380.752,0.264892
3213120656719357,0,0,0,2.80506,0.211579,-123.989,0.269754,-380.85,0.44341
3213123658720079,0,0,0,2.78764,0.241002,-124.102,0.240645,-380.307,0.278102
3213126660718389,0,0,0,2.57981,0.169254,-124.013,0.313247,-379.897,0.243539
3213129662719147,0,0,0,2.66968,0.2115,-123.744,0.191661,-379.517,0.250333
3213132664718357,0,0,0,2.69071,0.186495,-123.546,0.245428,-379.722,0.329973
3213135666719847,0,0,0,2.94732,0.205804,-124.293,0.344342,-380.757,0.278165
3213138668717941,0,0,0,3.05591,0.218816,-124.4,0.254827,-380.567,0.280667
3213141670718819,0,0,0,2.95547,0.238676,-124.453,0.202267,-381.343,0.300388
3213144672717513,0,0,0,2.91928,0.180328,-124.289,0.259202,-381.141,0.35963
3213147674719639,0,0,0,2.89972,0.218777,-123.96,0.273017,-380.934,0.223714
3213150676718513,0,0,0,2.54547,0.175699,-124.412,0.211305,-380.469,0.264753
3213153678720279,0,0,0,2.62254,0.194667,-124.24,0.242889,-380.078,0.278424
3213156680718553,0,0,0,2.73321,0.211407,-124.091,0.196053,-380.434,0.370547
3213159682719143,0,0,0,2.68403,0.146205,-123.989,0.225676,-380.331,0.233641
3213162684719469,0,0,0,2.66117,0.174234,-124.283,0.225131,-380.557,0.304276
3213165686718667,0,0,0,2.76765,0.185613,-124.231,0.22514,-380.168,0.209661
3213168688719557,0,0,0,2.81356,0.21313,-124.41,0.279942,-380.195,0.297563
3213171690717339,0,0,0,2.7562,0.246812,-124.115,0.190425,-379.697,0.220811
3213174692717857,0,0,0,2.6478,0.172923,-124.043,0.237025,-380.407,0.307578
3213177694719983,0,0,0,2.65624,0.236404,-124.14,0.206975,-380.521,0.281148
3213180696717705,0,0,0,2.5404,0.173894,-124.246,0.220921,-380.849,0.241842
3213183698717911,0,0,0,2.3046,0.229378,-124.352,0.219964,-380.462,0.290115
3213186700719989,0,0,0,2.7218,0.245602,-124.736,0.217912,-380.529,0.29824
3213189702719319,0,0,0,2.71959,0.22796,-124.344,0.253265,-380.801,0.291155
