Sensys Flugate FL3-2
Time [ns],rho [mm],phi [mm],z [mm],Bphi [nT],BphiStdDev [nT],Bz [nT],BzStdDev [nT],Brho [nT],BrhoStdDev [nT]
74000255025608,0,0,575,-9.48194,0.0357595,-3.3758,0.055576,-10.6657,0.055031
74004675023009,0,9.99298,575,-9.49657,0.0379301,-3.44168,0.0470831,-10.7558,0.0415224
74009095023962,0,19.9953,575,-9.51593,0.0422288,-3.43622,0.0585901,-10.8713,0.0480983
74013515026031,0,29.9977,575,-9.51286,0.0381145,-3.40944,0.0542478,-10.8821,0.0517804
74017935026036,0,40,575,-9.45717,0.0319215,-3.41711,0.0594247,-11.0123,0.0515453
74022355023545,0,49.993,575,-9.45349,0.0381956,-3.39259,0.049197,-11.0829,0.0482308
74026775026070,0,59.9953,575,-9.42232,0.0352307,-3.39504,0.0485901,-11.087,0.0509382
74031195023472,0,69.9977,575,-9.38472,0.0368943,-3.40508,0.0352248,-11.0968,0.0535428
74035615024305,0,80,575,-9.32054,0.0349946,-3.43707,0.0393756,-11.1751,0.0523322
74040035023422,0,89.993,575,-9.27345,0.0346644,-3.4464,0.0505213,-11.2353,0.0550628
74044455024243,0,99.9953,575,-9.17862,0.0343827,-3.43859,0.0419334,-11.2556,0.0472052
74048875024716,0,109.998,575,-9.1071,0.0333492,-3.40327,0.063794,-11.2468,0.0547287
74053295023161,0,120,575,-9.01325,0.0353805,-3.4295,0.0385483,-11.2191,0.051021
74057715024474,0,129.993,575,-8.95967,0.0369735,-3.44088,0.0600807,-11.2133,0.046
74062135022943,0,139.995,575,-8.85477,0.0321775,-3.44152,0.050537,-11.1973,0.0459028
74066555023944,0,149.998,575,-8.78066,0.0429894,-3.36411,0.0436835,-11.122,0.0484479
74070975025473,0,160,575,-8.70035,0.0404325,-3.36399,0.0524106,-11.1123,0.0672179
74075395024350,0,169.993,575,-8.66823,0.0391695,-3.32337,0.0412024,-10.9666,0.0451762
74079815023827,0,179.995,575,-8.60168,0.047343,-3.35293,0.0522674,-10.9167,0.0496216
74084235023160,0,189.998,575,-8.58902,0.0337428,-3.37496,0.0487235,-10.8449,0.0536477
74088655022985,0,200,575,-8.62921,0.0457369,-3.43219,0.0526555,-10.7901,0.0531714
74093075022894,0,209.993,575,-8.60063,0.0332974,-3.4146,0.0428158,-10.6967,0.0498238
74097495023355,0,219.995,575,-8.62855,0.0409068,-3.47509,0.0694362,-10.5772,0.0529333
74101915023372,0,229.998,575,-8.73076,0.0369464,-3.40724,0.0515253,-10.5113,0.0480143
74106335025981,0,240,575,-8.79322,0.0448094,-3.40821,0.0588262,-10.4487,0.0525076
74110755023779,0,249.993,575,-8.80897,0.0382632,-3.45002,0.05014,-10.3839,0.0438936
74115175025692,0,259.995,575,-8.90165,0.037598,-3.36046,0.075804,-10.3473,0.0546465
74119595022889,0,269.998,575,-9.01611,0.0411461,-3.40511,0.0445889,-10.2989,0.0550906
74124015025930,0,280,575,-9.12078,0.0362211,-3.35726,0.0554613,-10.2972,0.0594871
74128435025671,0,289.993,575,-9.1698,0.0407862,-3.37165,0.03728,-10.3674,0.0440029
74132855025892,0,299.995,575,-9.15673,0.0370212,-3.34863,0.0432493,-10.3818,0.0416298
74137275024049,0,309.998,575,-9.30287,0.029229,-3.36265,0.0488757,-10.3796,0.0593139
74141695025734,0,320,575,-9.33468,0.0346623,-3.39927,0.0533971,-10.3705,0.0468166
74146115026087,0,329.993,575,-9.42554,0.036363,-3.39821,0.0550841,-10.4232,0.0511426
74150535022996,0,339.995,575,-9.47308,0.0399219,-3.45311,0.0452904,-10.4626,0.0489383
74154955023721,0,349.998,575,-9.48212,0.0370125,-3.39698,0.0547462,-10.5904,0.0584656
74159375023198,0,360,575,-9.51098,0.0353186,-3.34958,0.0585745,-10.6482,0.0444232
74187057026222,0,0,575,-9.56094,0.037972,-3.39399,0.0479079,-10.6666,0.0488413
74224957022994,500,0,575,-10.0001,0.0372546,-2.97525,0.0565404,-10.5621,0.0481677
74229377025099,500,9.99298,575,-10.0381,0.0374622,-3.04173,0.049443,-10.814,0.057616
74233797024708,500,19.9953,575,-9.99478,0.0315484,-3.0215,0.0438477,-11.0531,0.0451732
74238217024953,500,29.9977,575,-9.87787,0.0415172,-3.00987,0.0412004,-11.2199,0.0536633
74242637023758,500,40,575,-9.71382,0.0335805,-3.03992,0.0456677,-11.3783,0.0466329
74247057023379,500,49.993,575,-9.60815,0.0416853,-2.96458,0.0484778,-11.435,0.0474843
74251477025928,500,59.9953,575,-9.52111,0.0387688,-3.01005,0.0492835,-11.5278,0.0457064
74255897024445,500,69.9977,575,-9.34321,0.0379504,-3.02152,0.0582806,-11.6241,0.0500837
74260317025422,500,80,575,-9.25684,0.0363476,-3.09179,0.0481141,-11.8011,0.0509106
74264737024779,500,89.993,575,-9.09743,0.0364767,-3.15563,0.0470058,-11.933,0.043004
74269157022912,500,99.9953,575,-8.76778,0.0366821,-3.19022,0.0481997,-11.9753,0.0493045
74273577023949,500,109.998,575,-8.51017,0.0336064,-3.29663,0.063194,-11.8384,0.0542452
74277997024242,500,120,575,-8.26014,0.0331614,-3.41162,0.0505642,-11.5346,0.0467353
74282417023887,500,129.993,575,-8.20122,0.0399399,-3.48493,0.0521406,-11.1909,0.0424666
74286837023652,500,139.995,575,-8.28455,0.032468,-3.54008,0.0510765,-10.7167,0.0441246
74291257026297,500,149.998,575,-8.53784,0.0381828,-3.60391,0.0602741,-10.4443,0.0615737
74295677025978,500,160,575,-8.90045,0.0343543,-3.74903,0.0491291,-10.309,0.0545318
74300097025720,500,169.993,575,-9.18949,0.0481518,-3.74567,0.0483316,-10.4154,0.0550729
74304517024045,500,179.995,575,-9.43238,0.0397838,-3.82591,0.0462774,-10.6082,0.0502725
74308937025718,500,189.998,575,-9.49367,0.0419995,-3.83652,0.0510922,-10.8896,0.0520987
74313357023587,500,200,575,-9.43286,0.0357658,-3.90358,0.0528373,-11.1824,0.048345
74317777025920,500,209.993,575,-9.28227,0.0363612,-3.88518,0.0433074,-11.3784,0.0509024
74322197024845,500,219.995,575,-9.02261,0.0366004,-3.7377,0.0525625,-11.4595,0.0529242
74326617026326,500,229.998,575,-8.81445,0.0418301,-3.65455,0.0495418,-11.4782,0.0495046
74331037022971,500,240,575,-8.59609,0.0377791,-3.52844,0.0441725,-11.3412,0.0458667
74335457026024,500,249.993,575,-8.42204,0.0391854,-3.49508,0.0497422,-11.1428,0.044606
74339877025681,500,259.995,575,-8.35742,0.0375579,-3.39965,0.0492701,-10.9451,0.0511481
74344297026094,500,269.998,575,-8.33616,0.0365644,-3.35941,0.0467578,-10.7261,0.0492834
74348717025667,500,280,575,-8.35214,0.0387831,-3.19177,0.0487836,-10.4726,0.0508946
74353137026044,500,289.993,575,-8.46725,0.0359908,-3.09306,0.0401725,-10.1914,0.0432947
74357557025929,500,299.995,575,-8.61841,0.0453301,-2.97305,0.0588984,-9.93508,0.0522039
74361977024398,500,309.998,575,-8.87717,0.0343888,-2.9626,0.0447874,-9.84412,0.0574785
74366397023191,500,320,575,-9.15505,0.0438301,-2.98794,0.0460741,-9.80943,0.0431701
74370817025764,500,329.993,575,-9.47079,0.0367888,-2.94278,0.0605881,-9.84271,0.0572951
74375237025877,500,339.995,575,-9.75206,0.0338642,-2.98931,0.0553086,-9.99915,0.0553913
74379657025882,500,349.998,575,-9.97946,0.0401924,-3.04945,0.0436681,-10.2006,0.0453435
74384077025852,500,360,575,-10.0861,0.0400464,-2.93958,0.0489363,-10.4505,0.0442242
74411759023595,500,0,575,-10.088,0.0381979,-2.97801,0.0469259,-10.4624,0.0574867
74433025025894,756.993,0,575,-10.2564,0.0375932,-2.76135,0.0541164,-10.4443,0.0458149
74437445023332,756.993,9.99298,575,-10.3564,0.0330421,-2.81099,0.0550011,-10.5307,0.0463496
74441865024273,756.993,19.9953,575,-10.411,0.0379516,-2.87686,0.0393386,-11.1861,0.0511569
74446285023846,756.993,29.9977,575,-9.92715,0.0363245,-2.76382,0.0459665,-11.474,0.0558689
74450705025783,756.993,40,575,-9.66081,0.0430959,-2.76772,0.0546602,-11.4266,0.0446188
74455125025152,756.993,49.993,575,-9.51575,0.0349326,-2.72758,0.0417234,-11.2398,0.0556895
74459545025889,756.993,59.9953,575,-9.67793,0.036474,-2.86779,0.0610959,-11.132,0.0452189
74463965025126,756.993,69.9977,575,-9.8916,0.0409377,-2.96333,0.0508524,-11.3859,0.0433364
74468385024423,756.993,80,575,-9.94048,0.0383222,-2.94942,0.0539066,-11.8685,0.0505517
74472805023324,756.993,89.993,575,-9.65174,0.0378926,-2.98101,0.0455258,-12.4441,0.0501645
74477225024949,756.993,99.9953,575,-9.11527,0.0516399,-3.01086,0.0501122,-12.8709,0.0536715
74481645024690,756.993,109.998,575,-8.27628,0.0381034,-3.01524,0.044771,-12.9668,0.0575601
74486065025079,756.993,120,575,-7.59613,0.0341691,-3.1754,0.0552541,-12.441,0.0436252
74490485024400,756.993,129.993,575,-7.24232,0.0394345,-3.34785,0.0493328,-11.5104,0.0449993
74494905024549,756.993,139.995,575,-7.43868,0.0373305,-3.54194,0.0581974,-10.4512,0.0463758
74499325025010,756.993,149.998,575,-8.19294,0.038254,-3.66336,0.0617048,-9.61762,0.0535301
74503745023947,756.993,160,575,-9.24428,0.038129,-3.77187,0.0560263,-9.66656,0.0513651
