Inclinometer Kelag KQS901-51Q
Time [ns],rho [mm],phi [mm],z [mm],Along X [mDegree],Along X StdDev [mDegree],Along Y [mDegree],Along Y StdDev [mDegree]
611585075569138,500,0,250,23.0708,0.241157,-23.3794,0.248046
611588095567492,500,19.9953,250,24.1952,8.63347,-24.1347,2.57833
611591115569098,500,40,250,26.3824,8.93858,-26.1419,3.22064
611594135566552,500,59.9953,250,29.4951,3.21955,-28.7064,2.97763
611597155567354,500,80,250,30.1544,12.8532,-30.8887,3.4558
611600175566428,500,99.9953,250,33.9799,7.89668,-33.1915,3.15259
611603195566714,500,120,250,36.0299,7.12039,-35.2539,3.85005
611606215567336,500,139.995,250,37.2546,6.84325,-36.8118,5.19914
611609235566230,500,160,250,36.9992,7.75886,-37.0263,8.69609
611612255569312,500,179.995,250,37.0689,5.03451,-36.5797,5.24375
611615275566058,500,200,250,36.0466,2.51551,-35.6729,2.29836
611618295567412,500,219.995,250,34.0675,4.23131,-34.0077,2.54909
611621315567986,500,240,250,32.087,3.70803,-31.6704,3.24122
611624335566184,500,259.995,250,29.1877,3.01935,-28.917,1.56931
611627355568210,500,280,250,26.5583,8.07913,-25.698,4.30282
611630375568916,500,299.995,250,23.4788,6.24245,-22.7758,2.35969
611633395568494,500,320,250,21.8446,5.20072,-21.1018,2.39065
611636415567124,500,339.995,250,21.5002,3.02754,-20.9823,2.33704
611639435566942,500,360,250,22.7838,2.7888,-22.2447,2.69225
611665113568349,480.996,0,250,22.6198,2.68122,-24.1718,1.79562
611668133567111,480.996,19.9953,250,24.8425,4.86512,-24.8419,2.08086
611671153568165,480.996,40,250,26.7462,8.69408,-26.6739,3.45042
611674173568235,480.996,59.9953,250,30.0318,4.0447,-29.3018,3.44878
611677193569157,480.996,80,250,30.4557,19.4954,-31.5442,3.89789
611680213568556,480.996,99.9953,250,33.1533,12.3158,-33.6332,5.36071
611683233567162,480.996,120,250,36.5175,7.36608,-35.759,4.30945
611686253568120,480.996,139.995,250,37.7198,6.4132,-37.3418,5.29959
611689273566030,480.996,160,250,36.5563,14.4662,-37.9331,8.74282
611692293569064,480.996,179.995,250,37.3417,19.5547,-37.7985,6.52215
611695313568078,480.996,200,250,36.426,8.7412,-36.562,2.13012
611698333567968,480.996,219.995,250,34.6493,4.96598,-34.584,2.58311
611701353565962,480.996,240,250,32.7233,5.49387,-32.292,3.80738
611704373567916,480.996,259.995,250,29.7251,4.91874,-29.6472,3.00448
611707393566678,480.996,280,250,25.9373,14.2423,-26.9284,3.75532
611710413568440,480.996,299.995,250,23.7039,8.57605,-23.9665,3.09838
611713433568846,480.996,320,250,22.2679,4.96582,-22.1259,2.83291
611716453569252,480.996,339.995,250,22.3011,3.28733,-21.9552,2.69902
611719473568530,480.996,360,250,22.7917,7.36861,-22.8718,3.87005
611745151567921,461.993,0,250,24.5272,2.71739,-26.4004,1.69972
611748171568111,461.993,19.9953,250,26.7287,9.08371,-27.3606,2.69744
611751191567665,461.993,40,250,28.6759,6.70397,-29.157,2.84462
611754211567027,461.993,59.9953,250,32.1489,4.19774,-31.9214,3.7178
611757231566269,461.993,80,250,32.7033,25.3094,-34.3108,5.48677
611760251566963,461.993,99.9953,250,36.6995,6.57636,-36.3537,2.9926
611763271568197,461.993,120,250,38.4601,6.0842,-38.3269,5.35892
611766291568543,461.993,139.995,250,40.1668,6.80498,-39.6727,5.254
611769311569093,461.993,160,250,38.4564,16.3481,-40.877,8.10691
611772331569295,461.993,179.995,250,40.1158,22.8603,-40.2771,6.27676
611775351567925,461.993,200,250,38.1943,10.828,-39.0243,2.43212
611778371568860,461.993,219.995,250,36.7937,4.73139,-37.1857,3.30527
