Sensys Flugate FL3-2
Time [ns],rho [mm],phi [mm],z [mm],Bx [nT],BxStdDev [nT],By [nT],ByStdDev [nT],Bz [nT],BzStdDev [nT]
1023844485433633,0,0,0,-267.313,0.176294,-317.709,0.277632,-254.466,0.275361
1023847491434676,0,0,0,-267.375,0.165836,-317.515,0.239274,-254.064,0.27826
1023850493433562,0,0,0,-267.407,0.153939,-317.543,0.319751,-254.642,0.360342
1023853495433780,0,0,0,-267.48,0.188874,-317.906,0.232448,-254.687,0.287145
1023856497433182,0,0,0,-267.483,0.186801,-317.796,0.26526,-254.342,0.19066
1023859499432764,0,0,0,-267.634,0.150644,-317.217,0.327296,-254.554,0.25785
1023862501434650,0,0,0,-267.82,0.191006,-317.37,0.256689,-254.571,0.312147
1023865503435024,0,0,0,-267.84,0.160891,-317.332,0.277342,-254.306,0.280398
1023868505434402,0,0,0,-267.549,0.212074,-316.923,0.403184,-253.85,0.328932
1023871507434944,0,0,0,-267.502,0.169094,-315.991,0.273187,-253.602,0.346798
1023874509435330,0,0,0,-267.665,0.19826,-316.176,0.269945,-253.512,0.262831
1023877511434264,0,0,0,-267.371,0.173868,-316.658,0.275866,-253.416,0.289212
1023880513435334,0,0,0,-267.555,0.225299,-316.694,0.25158,-253.553,0.309831
1023883515433116,0,0,0,-267.748,0.188747,-316.478,0.311392,-253.22,0.268363
1023886517432950,0,0,0,-267.729,0.148849,-316.469,0.261666,-252.976,0.284393
1023889519433504,0,0,0,-267.644,0.152017,-316.431,0.232522,-253.221,0.242521
1023892521432606,0,0,0,-267.794,0.212275,-316.461,0.249917,-253.344,0.389228
1023895523434756,0,0,0,-267.463,0.202636,-316.273,0.261107,-253.27,0.277762
1023898525434686,0,0,0,-267.448,0.182606,-316.127,0.316744,-253.466,0.262415
1023901527433500,0,0,0,-267.689,0.199428,-315.676,0.319851,-252.911,0.315676
1023904529432590,0,0,0,-267.76,0.20009,-315.485,0.221849,-253.014,0.299046
1023907531435412,0,0,0,-267.406,0.213834,-315.704,0.312116,-253.164,0.300144
1023910533433974,0,0,0,-267.565,0.147513,-315.486,0.209026,-252.781,0.471696
1023913535435668,0,0,0,-267.429,0.157855,-315.646,0.293032,-253.369,0.240587
1023916537432946,0,0,0,-267.505,0.168438,-315.539,0.300589,-253.26,0.225228
1023919539434400,0,0,0,-267.543,0.191039,-315.863,0.338461,-253.542,0.31036
1023922541435278,0,0,0,-267.565,0.155782,-315.508,0.268715,-253.278,0.344019
1023925543435052,0,0,0,-267.355,0.194121,-315.458,0.349812,-252.892,0.289397
1023928545433098,0,0,0,-267.383,0.170556,-314.901,0.285622,-252.658,0.315487
1023931547432692,0,0,0,-267.343,0.176034,-314.698,0.231154,-252.661,0.357046
1023934549435358,0,0,0,-267.58,0.182004,-314.949,0.318521,-253.179,0.456952
1023937551433212,0,0,0,-267.706,0.169886,-315.416,0.30947,-253.102,0.311362
1023940553433574,0,0,0,-267.758,0.189049,-315.416,0.263997,-253.079,0.249761
1023943555433792,0,0,0,-267.694,0.182636,-315.516,0.319819,-253.218,0.294195
1023946557433290,0,0,0,-267.821,0.177734,-315.881,0.224843,-253.213,0.239543
1023949559434084,0,0,0,-267.79,0.14863,-315.501,0.268396,-252.994,0.237935
1023952561432502,0,0,0,-267.871,0.17087,-315.498,0.254942,-253.261,0.285393
1023955563433104,0,0,0,-267.686,0.187072,-315.305,0.220196,-253.035,0.336606
1023958565434102,0,0,0,-267.901,0.191422,-315.363,0.325066,-252.953,0.350268
1023961567433648,0,0,0,-267.634,0.170519,-315.14,0.309508,-252.847,0.292556
1023964569435486,0,0,0,-267.644,0.220913,-315.6,0.326447,-253.087,0.277988
1023967571434960,0,0,0,-267.789,0.177859,-315.642,0.339266,-253.029,0.360736
1023970573435022,0,0,0,-267.78,0.158703,-315.522,0.269483,-252.994,0.279822
1023973575433032,0,0,0,-267.898,0.155107,-315.657,0.286915,-253.319,0.26635
1023976579433651,0,0,0,-267.909,0.163141,-315.33,0.317443,-253.512,0.282851
1023979581435273,0,0,0,-267.938,0.206328,-315.374,0.34392,-253.528,0.325209
1023982583434963,0,0,0,-268.053,0.153371,-315.647,0.296558,-253.692,0.298866
1023985585433465,0,0,0,-267.914,0.17146,-314.874,0.308573,-253.053,0.256888
1023988587432975,0,0,0,-268.094,0.169156,-315.356,0.316772,-253.455,0.344689
1023991589434381,0,0,0,-267.848,0.166565,-315.366,0.342529,-253.176,0.306103
1023994591433099,0,0,0,-268.166,0.193408,-315.445,0.320342,-252.927,0.238474
1023997595434126,0,0,0,-268.351,0.181892,-315.447,0.289519,-253.346,0.510526
1024000597435436,0,0,0,-268.249,0.192626,-315.31,0.330355,-253.267,0.275973
1024003601434015,0,0,0,-268.499,0.186868,-315.408,0.312449,-253.781,0.350385
1024006603435277,0,0,0,-268.486,0.22406,-315.397,0.340235,-253.665,0.495259
1024009605432747,0,0,0,-268.569,0.166846,-315.291,0.303694,-253.598,0.316524
1024012607433757,0,0,0,-268.564,0.182253,-315.265,0.300379,-253.715,0.385981
1024015609435343,0,0,0,-268.436,0.181871,-315.127,0.311682,-253.291,0.268508
1024018613433898,0,0,0,-268.587,0.164952,-315.074,0.330805,-253.831,0.352803
1024021615434392,0,0,0,-268.432,0.191591,-314.855,0.324154,-253.597,0.288888
1024024617432846,0,0,0,-268.521,0.144195,-315.049,0.299854,-253.664,0.363415
1024027619433088,0,0,0,-268.486,0.19735,-315.143,0.267211,-253.463,0.354825
1024030621434362,0,0,0,-268.455,0.163388,-314.653,0.278398,-253.383,0.232617
1024033623433104,0,0,0,-268.532,0.174027,-314.547,0.27894,-253.713,0.28244
1024036625432326,0,0,0,-268.317,0.206079,-315.228,0.296536,-253.191,0.209271
1024039627433276,0,0,0,-268.462,0.204135,-315.163,0.275335,-253.515,0.290672
1024042629434334,0,0,0,-268.594,0.15152,-315.205,0.261854,-253.466,0.33939
1024045631432572,0,0,0,-268.666,0.146718,-315.117,0.264174,-253.674,0.424422
1024048633433894,0,0,0,-268.557,0.166273,-314.353,0.292853,-252.877,0.388978
1024051635434892,0,0,0,-268.491,0.15648,-313.942,0.289411,-251.86,0.257535
1024054637434606,0,0,0,-268.56,0.178795,-313.235,0.237743,-251.829,0.40883
1024057639433924,0,0,0,-268.623,0.173909,-313.689,0.291541,-252.309,0.363134
1024060641434346,0,0,0,-268.775,0.159644,-315.024,0.238883,-253.443,0.29708
