Inclinometer Kelag KQS901-51Q
Time [ns],rho [mm],phi [mm],z [mm],Along X [mDegree],Along X StdDev [mDegree],Along Y [mDegree],Along Y StdDev [mDegree]
1973723755095030,0,0,0,847.836,0.102455,2544.38,0.322624
1973731759091816,0,0,0,847.824,0.100268,2544.34,0.271634
1973739761092293,0,0,0,847.804,0.134624,2544.29,0.301908
1973747763092159,0,0,0,847.805,0.155097,2544.29,0.3254
1973755765095156,0,0,0,847.821,0.172479,2544.34,0.304371
1973763767095081,0,0,0,847.869,0.145723,2544.48,0.324069
1973771769093962,0,0,0,847.907,0.110704,2544.59,0.294388
1973779771094211,0,0,0,847.928,0.126216,2544.65,0.290013
1973787775093109,0,0,0,847.929,0.152765,2544.66,0.319135
1973795779093771,0,0,0,847.89,0.15316,2544.54,0.285325
1973803783092537,0,0,0,847.862,0.168434,2544.47,0.316514
1973811787091904,0,0,0,847.879,0.147614,2544.51,0.317031
1973819789094937,0,0,0,847.884,0.142101,2544.53,0.314395
1973827791094094,0,0,0,847.882,0.152621,2544.54,0.320328
1973835793092927,0,0,0,847.882,0.163394,2544.54,0.329971
1973843795093272,0,0,0,847.871,0.165465,2544.5,0.302435
1973851799092770,0,0,0,847.876,0.170243,2544.51,0.316299
1973859803092568,0,0,0,847.896,0.179559,2544.58,0.320024
1973867805093586,0,0,0,847.904,0.188109,2544.59,0.287334
1973875807092035,0,0,0,847.922,0.193382,2544.65,0.324542
1973883809092404,0,0,0,847.933,0.172456,2544.7,0.290144
1973891811094297,0,0,0,847.938,0.141729,2544.71,0.308605
1973899813094366,0,0,0,847.908,0.170202,2544.61,0.334791
1973907815093151,0,0,0,847.891,0.165843,2544.56,0.290221
1973915817092669,0,0,0,847.891,0.160971,2544.56,0.307286
1973923819094742,0,0,0,847.893,0.167201,2544.57,0.339157
1973931821092339,0,0,0,847.888,0.150423,2544.55,0.310889
1973939823094520,0,0,0,847.894,0.156126,2544.58,0.303088
1973947825094553,0,0,0,847.894,0.132935,2544.58,0.311311
1973955827093674,0,0,0,847.892,0.123484,2544.57,0.313665
1973963829091980,0,0,0,847.864,0.148558,2544.49,0.325232
1973971831094101,0,0,0,847.87,0.151138,2544.5,0.336933
1973979833093162,0,0,0,847.887,0.102588,2544.56,0.31015
1973987835094671,0,0,0,847.866,0.104771,2544.49,0.301324
1973995837094644,0,0,0,847.86,0.161841,2544.47,0.303219
1974003839091989,0,0,0,847.873,0.154024,2544.51,0.324625
1974011841092539,0,0,0,847.891,0.105799,2544.57,0.332313
1974019843094120,0,0,0,847.842,0.146361,2544.45,0.355048
1974027845093925,0,0,0,847.806,0.0969325,2544.31,0.314339
1974035847093466,0,0,0,847.729,0.098567,2544.08,0.320232
1974043849093283,0,0,0,847.677,0.0999333,2543.92,0.316413
1974051851094744,0,0,0,847.581,0.103385,2543.64,0.335876
1974059853093710,0,0,0,847.515,0.105535,2543.44,0.330926
1974067855093083,0,0,0,847.435,0.114239,2543.2,0.312066
1974075861094026,0,0,0,847.346,0.12433,2542.94,0.311365
1974083863092091,0,0,0,847.303,0.132018,2542.81,0.330415
1974091865093396,0,0,0,847.229,0.145532,2542.59,0.318864
1974099867093933,0,0,0,847.174,0.162228,2542.43,0.322036
1974107869094578,0,0,0,847.13,0.152889,2542.29,0.302967
1974115871094000,0,0,0,847.075,0.122001,2542.13,0.292252
1974123875092574,0,0,0,847.02,0.140698,2541.96,0.301815
1974131877091827,0,0,0,846.977,0.148898,2541.83,0.292534
1974139879094080,0,0,0,846.93,0.130528,2541.7,0.315847
1974147881092445,0,0,0,846.903,0.11909,2541.61,0.311828
1974155883094002,0,0,0,846.866,0.121804,2541.51,0.295389
1974163885092812,0,0,0,846.87,0.131407,2541.52,0.311697
1974171887093841,0,0,0,846.827,0.137008,2541.39,0.300684
1974179889092446,0,0,0,846.8,0.113629,2541.3,0.309643
1974187891094027,0,0,0,846.771,0.0964881,2541.21,0.320646
1974195893092500,0,0,0,846.737,0.103057,2541.12,0.327772
1974203895092845,0,0,0,846.679,0.105538,2540.94,0.325109
1974211897093083,0,0,0,846.668,0.107624,2540.91,0.317366
1974219899093032,0,0,0,846.618,0.0908879,2540.77,0.297721
1974227901092045,0,0,0,846.604,0.099228,2540.72,0.329463
1974235903094394,0,0,0,846.575,0.103847,2540.63,0.318165
1974243907094768,0,0,0,846.553,0.137683,2540.57,0.311103
1974251911094830,0,0,0,846.549,0.140638,2540.55,0.337651
1974259915092612,0,0,0,846.536,0.109896,2540.51,0.330776
1974267917092009,0,0,0,846.541,0.117412,2540.53,0.384665
1974275919092787,0,0,0,846.515,0.10479,2540.45,0.324853
1974283921095052,0,0,0,846.528,0.0957738,2540.49,0.313674
1974291923093609,0,0,0,846.542,0.099906,2540.53,0.318771
1974299925094794,0,0,0,846.546,0.10281,2540.55,0.315329
1974307927091899,0,0,0,846.531,0.0991878,2540.5,0.325034
1974315929093553,0,0,0,846.485,0.0984357,2540.36,0.324525
1974323931092398,0,0,0,846.426,0.111303,2540.19,0.313434
1974331933095011,0,0,0,846.406,0.126156,2540.13,0.341351
1974339935094060,0,0,0,846.376,0.117068,2540.04,0.334548
1974347937092941,0,0,0,846.351,0.134734,2539.97,0.354656
1974355939091990,0,0,0,846.336,0.180802,2539.92,0.334552
1974363943092628,0,0,0,846.336,0.197134,2539.92,0.326821
1974371945093118,0,0,0,846.351,0.174353,2539.97,0.321386
1974379947094039,0,0,0,846.36,0.12817,2540,0.325728
1974387949093424,0,0,0,846.374,0.145856,2540.04,0.312632
1974395951092869,0,0,0,846.346,0.152576,2539.95,0.331202
1974403955093879,0,0,0,846.338,0.167804,2539.93,0.310899
1974411959091757,0,0,0,846.316,0.178507,2539.87,0.315087
1974419961092810,0,0,0,846.31,0.188944,2539.85,0.337259
1974427963092724,0,0,0,846.273,0.193902,2539.75,0.336686
1974435967095090,0,0,0,846.256,0.181908,2539.69,0.326946
1974443969092579,0,0,0,846.257,0.172833,2539.68,0.316051
1974451971092096,0,0,0,846.227,0.194678,2539.6,0.361602
1974459973093137,0,0,0,846.21,0.204282,2539.55,0.323673
1974467975092342,0,0,0,846.178,0.211094,2539.45,0.3382
1974475979094372,0,0,0,846.174,0.231938,2539.44,0.3542
1974483983093342,0,0,0,846.132,0.232238,2539.32,0.329739
1974491987093873,0,0,0,846.152,0.207019,2539.38,0.339844
1974499991093215,0,0,0,846.142,0.155747,2539.34,0.319868
1974507993091892,0,0,0,846.137,0.14797,2539.33,0.32264
1974515995093413,0,0,0,846.138,0.106306,2539.33,0.332885
1974523997094814,0,0,0,846.139,0.110856,2539.33,0.366776
1974531999093827,0,0,0,846.119,0.133435,2539.28,0.350737
1974540001094628,0,0,0,846.111,0.135012,2539.25,0.326543
1974548005093047,0,0,0,846.088,0.103595,2539.18,0.332994
1974556007092792,0,0,0,846.072,0.103027,2539.13,0.340123
1974564009094517,0,0,0,846.045,0.0996488,2539.05,0.329785
