Sensys Flugate FL3-2
Time [ns],rho [mm],phi [mm],z [mm],Bphi [nT],BphiStdDev [nT],Bz [nT],BzStdDev [nT],Brho [nT],BrhoStdDev [nT]
70859289024971,0,0,575,-8.56697,0.0346496,-3.40931,0.0531277,-9.24109,0.0487794
70863709023584,0,9.99298,575,-8.83735,0.0355859,-3.39742,0.0536257,-9.17467,0.0437629
70868129025197,0,19.9953,575,-9.15172,0.0438498,-3.42837,0.0555554,-9.1149,0.0494987
70872549024782,0,29.9977,575,-9.46074,0.0446019,-3.41556,0.0526885,-9.18591,0.0581873
70876969025675,0,40,575,-9.78478,0.0469121,-3.42863,0.0454041,-9.23453,0.0441905
70881389022920,0,49.993,575,-10.0685,0.031798,-3.44641,0.0503719,-9.37472,0.051582
70885809024029,0,59.9953,575,-10.2822,0.0293579,-3.47525,0.0447618,-9.52882,0.0431845
70890229023590,0,69.9977,575,-10.4993,0.0386971,-3.41954,0.0681696,-9.79061,0.0527656
70894649024267,0,80,575,-10.6315,0.03799,-3.47965,0.0452096,-10.0651,0.0482917
70899069024020,0,89.993,575,-10.7523,0.0424899,-3.4423,0.0427879,-10.2938,0.0440798
70903489023066,0,99.9953,575,-10.8379,0.0315063,-3.44962,0.0646597,-10.571,0.0572252
70907909025147,0,109.998,575,-10.8115,0.0389285,-3.38317,0.0500715,-10.8997,0.050539
70912329023436,0,120,575,-10.7312,0.0359727,-3.35955,0.0401824,-11.1477,0.0576879
70916749024209,0,129.993,575,-10.6278,0.0428796,-3.31147,0.0507929,-11.4111,0.0519245
70921169023938,0,139.995,575,-10.5034,0.0452389,-3.37705,0.0583493,-11.6535,0.0487147
70925589022779,0,149.998,575,-10.2821,0.044198,-3.37016,0.0505588,-11.9077,0.0565565
70930009025472,0,160,575,-10.0845,0.0452934,-3.34804,0.0571287,-12.1401,0.0529405
70934429024865,0,169.993,575,-9.8366,0.0463684,-3.41057,0.0524791,-12.2512,0.0508021
70938849025146,0,179.995,575,-9.60835,0.0345084,-3.38271,0.0589579,-12.3282,0.0481882
70943269026003,0,189.998,575,-9.31028,0.0360429,-3.43174,0.0485637,-12.4328,0.0459477
70947689025000,0,200,575,-9.07472,0.0405498,-3.38516,0.0510633,-12.3833,0.0523011
70952109025905,0,209.993,575,-8.84448,0.0389835,-3.38051,0.0512752,-12.3866,0.0473802
70956529025838,0,219.995,575,-8.58822,0.0474142,-3.48252,0.0491151,-12.2999,0.0598774
70960949025111,0,229.998,575,-8.3101,0.0385223,-3.41667,0.0488151,-12.1351,0.0481336
70965369024432,0,240,575,-8.0977,0.0398605,-3.37293,0.050988,-12.0167,0.0515114
70969789025913,0,249.993,575,-7.91712,0.0377341,-3.41305,0.0522684,-11.7905,0.0513686
70974209023722,0,259.995,575,-7.77467,0.0396387,-3.43589,0.0541483,-11.5647,0.0540491
70978629025419,0,269.998,575,-7.66248,0.0381688,-3.46943,0.0572264,-11.326,0.0460809
70983049025016,0,280,575,-7.56269,0.0581965,-3.43601,0.0553649,-11.0658,0.06069
70987469025058,0,289.993,575,-7.54187,0.0407884,-3.41351,0.0690041,-10.763,0.0543067
70991889026251,0,299.995,575,-7.51934,0.0350811,-3.38499,0.056232,-10.4681,0.0471052
70996309023568,0,309.998,575,-7.60912,0.032471,-3.48031,0.0524043,-10.2398,0.0457322
71000729024629,0,320,575,-7.7153,0.037061,-3.40065,0.0474223,-9.97868,0.0508421
71005149025990,0,329.993,575,-7.8643,0.0362887,-3.41146,0.0452672,-9.73334,0.0449925
71009569022971,0,339.995,575,-8.0569,0.0409806,-3.42298,0.0420531,-9.51682,0.0532684
71013989025844,0,349.998,575,-8.27198,0.0372542,-3.42639,0.0570674,-9.40339,0.0533748
71018409023857,0,360,575,-8.54182,0.0345524,-3.3896,0.0723795,-9.21567,0.0609762
71046089025981,0,0,575,-8.61621,0.0391726,-3.37894,0.0554403,-9.25496,0.0460375
71083989023833,500,0,575,-9.42216,0.0325372,-3.84737,0.0507603,-9.389,0.0548806
71088409024222,500,9.99298,575,-9.56194,0.0363607,-3.89178,0.0568032,-9.63047,0.048781
71092829024563,500,19.9953,575,-9.66681,0.0383118,-3.80905,0.0624864,-9.94858,0.0455333
71097249024628,500,29.9977,575,-9.64299,0.0344021,-3.71499,0.0608135,-10.1368,0.0415946
71101669024957,500,40,575,-9.51256,0.0330978,-3.66276,0.0462912,-10.2445,0.0514683
71106089026078,500,49.993,575,-9.40438,0.0369299,-3.5805,0.0577133,-10.2358,0.0507948
71110509023791,500,59.9953,575,-9.34098,0.0386529,-3.57969,0.0430428,-10.1375,0.044286
71114929025332,500,69.9977,575,-9.37844,0.0330562,-3.51701,0.0615024,-10.0178,0.0584578
71119349025493,500,80,575,-9.438,0.0422125,-3.46909,0.0507743,-9.79257,0.0558256
71123769026062,500,89.993,575,-9.64441,0.0379288,-3.44467,0.0534961,-9.64032,0.0648235
71128189025048,500,99.9953,575,-9.99758,0.0396293,-3.3918,0.0600466,-9.57433,0.0477662
71132609023025,500,109.998,575,-10.3975,0.0499311,-3.40812,0.0583929,-9.61726,0.0460708
71137029026030,500,120,575,-10.7702,0.0327388,-3.2519,0.0585789,-9.87491,0.0494826
71141449024355,500,129.993,575,-10.9593,0.0373473,-3.18542,0.05903,-10.2625,0.0513939
71145869025896,500,139.995,575,-11.1029,0.0406801,-3.12844,0.0468551,-10.8028,0.0585812
71150289024137,500,149.998,575,-11.0699,0.0496083,-3.07041,0.0444333,-11.3302,0.0439876
71154709024442,500,160,575,-10.9314,0.0349574,-3.03152,0.0509227,-11.8392,0.0480308
71159129023811,500,169.993,575,-10.5988,0.0393004,-2.98904,0.0593145,-12.3491,0.0487358
71163549023996,500,179.995,575,-10.2455,0.0345826,-3.04778,0.0487401,-12.7068,0.0441427
71167969024721,500,189.998,575,-9.71652,0.0308806,-3.02053,0.0442613,-12.9565,0.0493582
71172389024834,500,200,575,-9.21129,0.0361875,-3.00254,0.0539922,-13.0733,0.0464822
71176809024815,500,209.993,575,-8.64633,0.0341691,-3.10959,0.0463582,-13.1256,0.0453463
71181229024376,500,219.995,575,-8.14955,0.0439082,-3.20061,0.0474581,-12.9417,0.0567013
71185649024429,500,229.998,575,-7.71453,0.0366108,-3.31081,0.0501937,-12.6719,0.058143
71190069025022,500,240,575,-7.35231,0.0264919,-3.33957,0.0485983,-12.2228,0.0476271
71194489025363,500,249.993,575,-7.10777,0.0431587,-3.33888,0.051479,-11.7586,0.0489541
71198909025644,500,259.995,575,-7.03876,0.0413562,-3.40474,0.0617304,-11.2841,0.0524644
71203329025949,500,269.998,575,-7.01912,0.0327082,-3.43026,0.0421445,-10.9203,0.0494227
71207749025462,500,280,575,-7.06568,0.0390235,-3.43166,0.0409673,-10.5977,0.0464726
71212169023332,500,289.993,575,-7.11684,0.0363479,-3.47647,0.054261,-10.1232,0.0471017
71216589025317,500,299.995,575,-7.34164,0.029493,-3.61961,0.0473194,-9.7583,0.053852
71221009022958,500,309.998,575,-7.58061,0.0371313,-3.55075,0.0496783,-9.45971,0.0545481
71225429024283,500,320,575,-7.95474,0.0370226,-3.71034,0.0503956,-9.20022,0.0509862
71229849024132,500,329.993,575,-8.29983,0.0438467,-3.7329,0.0431349,-9.10018,0.0501082
71234269026009,500,339.995,575,-8.78336,0.0391136,-3.77658,0.0407006,-9.08705,0.0543061
71238689023206,500,349.998,575,-9.14181,0.0386699,-3.86598,0.0543547,-9.21062,0.0564488
71243109024891,500,360,575,-9.44695,0.0324809,-3.83785,0.0538961,-9.40173,0.0505986
71270791025935,500,0,575,-9.44338,0.0377024,-3.84266,0.0477798,-9.46775,0.0650782
71292057025198,756.993,0,575,-9.83247,0.0365471,-4.00795,0.0594472,-9.48325,0.0443503
71296477024411,756.993,9.99298,575,-10.1561,0.0363538,-3.9507,0.0465746,-9.74446,0.0517029
