Sensys Flugate FL3-2
Time [ns],rho [mm],phi [mm],z [mm],Bx [nT],BxStdDev [nT],By [nT],ByStdDev [nT],Bz [nT],BzStdDev [nT]
6547469112567305,460.969,86.2596,500,515.884,0.255493,501.184,0.29957,-0.00335398,0.00316158
6547473350568592,453.446,85.0994,500,515.912,0.224088,501.194,0.165053,-0.00350447,0.00325635
6547477584568500,446.124,83.8924,500,515.95,0.244942,501.182,0.135583,-0.00303268,0.00305614
6547481818567905,438.995,82.6573,500,516.041,0.239718,501.111,0.162994,-0.00298805,0.00301268
6547486050569921,432.084,81.3661,500,516.039,0.225916,501.06,0.158516,-0.00365066,0.00325431
6547490286569499,425.393,80.0468,500,516.131,0.225907,501.036,0.146469,-0.00363264,0.00303577
6547494528568179,418.94,78.6807,500,516.212,0.249195,501.03,0.162965,-0.00357084,0.00344753
6547498770568059,412.733,77.2678,500,516.365,0.278808,501.05,0.179281,-0.00296345,0.00316957
6547503002570459,406.773,75.8269,500,516.492,0.300089,501.051,0.173893,-0.00364838,0.00330676
6547507232568858,401.097,74.3298,500,516.555,0.274223,501.028,0.164792,-0.00364551,0.00335712
6547511226567940,395.686,72.7953,500,516.623,0.244339,501.018,0.145348,-0.00313568,0.00316403
6547515218568804,390.576,71.2234,500,516.73,0.282393,500.989,0.209123,-0.00360546,0.0032125
6547519212570490,385.768,69.6047,500,516.774,0.295661,500.976,0.175065,-0.00369101,0.0035978
6547523202568037,381.271,67.9485,500,516.767,0.239458,500.94,0.131438,-0.00330248,0.00323171
6547527190567848,377.093,66.255,500,516.743,0.247653,500.903,0.14938,-0.00288391,0.00354003
6547531176567930,373.263,64.5333,500,516.726,0.233359,500.856,0.12175,-0.00349274,0.00302214
6547535170567539,369.781,62.7649,500,516.783,0.186347,500.817,0.110006,-0.00375509,0.00346304
6547539164569645,366.645,60.9684,500,516.851,0.206779,500.794,0.110618,-0.00323868,0.00340026
6547543156568577,363.885,59.1439,500,516.923,0.183203,500.748,0.119931,-0.00309048,0.00332177
6547546900568535,361.49,57.2912,500,516.971,0.232981,500.707,0.150753,-0.00368299,0.00340033
6547550646568234,359.488,55.4199,500,517.08,0.19009,500.677,0.191636,-0.00350847,0.00322892
6547554398567683,357.861,53.5298,500,517.153,0.189042,500.663,0.208537,-0.00359974,0.00322875
6547558146568862,356.636,51.6211,500,517.246,0.225151,500.635,0.243357,-0.00347185,0.00309208
6547561892570433,355.814,49.7029,500,517.328,0.178464,500.612,0.223825,-0.00371361,0.00327933
6547565640568012,355.384,47.7754,500,517.432,0.222852,500.617,0.290068,-0.00423689,0.0031277
6547569394568211,355.356,45.848,500,517.508,0.202015,500.61,0.156984,-0.00281925,0.00341043
6547573138568300,355.731,43.9205,500,517.641,0.235203,500.603,0.163412,-0.00303183,0.00344259
6547576882569962,356.508,42.0023,500,517.749,0.271106,500.58,0.173157,-0.00289621,0.00322804
6547580628569985,357.687,40.0936,500,517.812,0.24795,500.581,0.207813,-0.00328703,0.00307444
6547584378569945,359.25,38.2035,500,517.904,0.225944,500.581,0.195641,-0.00278721,0.00306588
6547588126568521,361.216,36.3228,500,517.935,0.230708,500.588,0.194673,-0.00300407,0.00297636
6547591870567854,363.556,34.4702,500,517.989,0.213456,500.599,0.179294,-0.00281496,0.00303897
6547595860567466,366.271,32.6456,500,518.063,0.221465,500.625,0.15825,-0.0030776,0.00339263
6547599852568498,369.351,30.8491,500,518.228,0.22496,500.67,0.113717,-0.0026968,0.00318803
6547603844569051,372.797,29.0807,500,518.311,0.263434,500.701,0.154241,-0.002528,0.00314159
6547607836567588,376.581,27.3404,500,518.417,0.221133,500.701,0.135741,-0.0034255,0.00327865
6547611828569796,380.713,25.6468,500,518.584,0.24308,500.73,0.137097,-0.00310764,0.00339989
6547615818570404,385.165,23.9813,500,518.797,0.228649,500.762,0.150555,-0.00292911,0.00298999
6547619818570760,389.936,22.3626,500,518.975,0.207353,500.804,0.153859,-0.00302553,0.0031587
6547623810567340,395.009,20.7813,500,519.04,0.222102,500.827,0.153796,-0.00270166,0.00294258
6547627800567492,400.384,19.2468,500,519.098,0.273824,500.857,0.196791,-0.00338659,0.00329556
6547632030569143,406.033,17.7497,500,519.129,0.235852,500.834,0.165151,-0.00266018,0.00296916
6547636264567444,411.947,16.2901,500,519.173,0.211404,500.878,0.215068,-0.00402489,0.00321291
6547640500570526,418.126,14.8772,500,519.131,0.245627,500.869,0.187724,-0.00321035,0.00351477
6547644738567792,424.543,13.5111,500,519.157,0.244652,500.855,0.185557,-0.00341349,0.00326255
6547648978568387,431.207,12.1825,500,519.175,0.261149,500.884,0.193018,-0.00347185,0.00322357
6547653210567739,438.09,10.8912,500,519.225,0.22944,500.908,0.187833,-0.00363922,0.0032262
6547657440568718,445.192,9.63743,500,519.248,0.217399,500.971,0.184577,-0.00259724,0.00326984
6547661670570501,452.495,8.43041,500,519.284,0.205758,501.028,0.178793,-0.00265789,0.00308866
6547665904570590,459.991,7.26082,500,519.3,0.204437,501.073,0.18095,-0.00295401,0.00305516
6547670140567708,467.678,6.12865,500,519.333,0.216377,501.108,0.18736,-0.00336199,0.00328434
6547673144570223,467.678,6.12865,500,519.317,0.125805,501.082,0.104597,-0.00272541,0.00334269
