Sensys Flugate FL3-2
Time [ns],rho [mm],phi [mm],z [mm],Bx [nT],BxStdDev [nT],By [nT],ByStdDev [nT],Bz [nT],BzStdDev [nT]
2852296938859226,0,0,0,98.1752,0.220181,106.623,0.248362,-350.532,0.258049
2852299942858201,0,0,0,97.933,0.19638,106.78,0.291403,-350.806,0.318591
2852302944857351,0,0,0,98.119,0.225807,106.547,0.366881,-350.556,0.239764
2852305948857945,0,0,0,98.2514,0.184879,106.954,0.256964,-350.651,0.253181
2852308950877915,0,0,0,98.1313,0.272401,106.809,0.206325,-350.583,0.253679
2852311954858074,0,0,0,98.2136,0.19704,106.657,0.314574,-350.818,0.237831
2852314956858592,0,0,0,98.251,0.186038,106.803,0.240094,-350.84,0.311455
2852317958857838,0,0,0,98.1207,0.229798,106.641,0.323441,-350.76,0.306707
2852320960857996,0,0,0,97.9517,0.191871,107.246,0.263806,-350.56,0.282781
2852323964858879,0,0,0,98.1457,0.172316,106.776,0.230087,-350.926,0.311371
2852326966859001,0,0,0,97.9849,0.191517,106.903,0.31492,-350.086,0.376137
2852329970858696,0,0,0,97.8984,0.213901,106.818,0.260156,-350.029,0.261899
2852332972857546,0,0,0,97.9991,0.205098,106.692,0.243451,-349.864,0.303902
2852335974857860,0,0,0,97.8251,0.213649,106.901,0.225525,-350.284,0.324394
2852338976858858,0,0,0,97.776,0.179261,106.964,0.295691,-351.131,0.250581
2852341978858764,0,0,0,97.7354,0.206371,107.024,0.252936,-350.475,0.255114
2852344980857254,0,0,0,97.8736,0.171419,107.086,0.236002,-350.716,0.244639
2852347982857748,0,0,0,97.768,0.18522,106.992,0.217553,-350.906,0.281686
2852350984859406,0,0,0,97.9041,0.208183,107.008,0.222129,-350.957,0.241697
2852353986857632,0,0,0,97.8526,0.20869,107.002,0.262574,-350.804,0.359378
