Sensys Flugate FL3-2
Time [ns],rho [mm],phi [mm],z [mm],Bx [nT],BxStdDev [nT],By [nT],ByStdDev [nT],Bz [nT],BzStdDev [nT]
198328857332157,767.998,0,900,-8.51514,0.0379058,-3.28977,0.0484435,-10.2256,0.0504293
198333879334384,767.998,19.9953,900,-8.68319,0.0395573,-3.23011,0.0489552,-11.2273,0.0601611
198338959333487,767.998,40,900,-7.77772,0.0445757,-3.21164,0.0632916,-11.4769,0.046766
198344027334585,767.998,59.9953,900,-7.47354,0.0437657,-3.10714,0.0458855,-11.2673,0.0470108
198349049332241,767.998,80,900,-7.4882,0.0342783,-3.07656,0.0493804,-11.0926,0.0517223
198354071333760,767.998,99.9953,900,-7.35328,0.0397996,-2.94413,0.0533657,-11.2141,0.0475025
198359093334872,767.998,120,900,-7.18764,0.035889,-2.94665,0.0574764,-10.8784,0.0459114
198364155333884,767.998,139.995,900,-7.36551,0.0367056,-3.04138,0.0505,-10.2807,0.0467344
198369305333493,767.998,160,900,-8.52402,0.0471697,-3.22586,0.0494824,-10.2349,0.0477858
198374359332556,767.998,179.995,900,-8.51367,0.0357697,-3.39136,0.0528102,-11.1982,0.0395814
198379381332863,767.998,200,900,-8.21664,0.0377884,-3.61331,0.0529599,-12.2478,0.0423165
198384403334887,767.998,219.995,900,-7.15195,0.0476107,-3.50601,0.0653191,-11.9605,0.0650944
198389471332457,767.998,240,900,-6.67002,0.037021,-3.17773,0.0402286,-11.6974,0.0404229
198394567335203,767.998,259.995,900,-6.54778,0.0414357,-3.46778,0.0594291,-10.9749,0.0456056
198399843332279,767.998,280,900,-6.58209,0.045966,-3.08337,0.0535388,-10.9025,0.0560759
198404865334795,767.998,299.995,900,-6.75399,0.0379855,-3.5054,0.051568,-10.0463,0.0522416
198409895332112,767.998,320,900,-7.20346,0.0383248,-3.25951,0.059787,-9.897,0.0545346
198414917332876,767.998,339.995,900,-7.99353,0.0440966,-3.34934,0.0488344,-9.32458,0.0557915
198419941333003,767.998,360,900,-8.56239,0.0338337,-3.30178,0.0599119,-10.2188,0.050323
198447703332583,767.998,0,900,-8.58949,0.0422679,-3.37759,0.0547267,-10.1806,0.0550082
198453535332472,767.998,0,850,-8.58483,0.0358017,-3.28295,0.0505936,-10.223,0.0541748
198458555334148,767.998,19.9953,850,-8.77657,0.0378446,-3.35335,0.0532705,-11.2267,0.0603752
198463575334756,767.998,40,850,-7.91182,0.0469071,-3.25833,0.0478989,-11.4719,0.0504923
198468595334440,767.998,59.9953,850,-7.49656,0.0405165,-3.14408,0.0479505,-11.2523,0.0488231
198473617332432,767.998,80,850,-7.5222,0.0342969,-3.20641,0.0476317,-10.9738,0.0480999
198478639334719,767.998,99.9953,850,-7.35118,0.038291,-2.94859,0.0478195,-11.1861,0.0605896
198483661333215,767.998,120,850,-7.17456,0.0450892,-2.96363,0.0686494,-10.7769,0.0527025
198488683333871,767.998,139.995,850,-7.40479,0.0323819,-3.14117,0.0523437,-10.2603,0.0459704
198493705331874,767.998,160,850,-8.53483,0.0403547,-3.29677,0.0566049,-10.2148,0.0409375
198498727334678,767.998,179.995,850,-8.5797,0.0426321,-3.56325,0.0496065,-11.1238,0.0485673
198503749333869,767.998,200,850,-8.32737,0.0408365,-3.76913,0.0537289,-12.1165,0.0468034
198508771333361,767.998,219.995,850,-7.36304,0.0400879,-3.62138,0.0492952,-11.8696,0.056783
198513793333909,767.998,240,850,-6.79726,0.0444515,-3.22415,0.0581521,-11.7302,0.0640676
198518813332105,767.998,259.995,850,-6.6864,0.0358715,-3.51715,0.0494565,-10.8438,0.0417852
198523835334776,767.998,280,850,-6.6521,0.0440245,-3.16053,0.0471902,-10.9077,0.0491019
198528855332781,767.998,299.995,850,-6.82541,0.0375451,-3.54473,0.0503527,-9.95801,0.0568737
198533875334241,767.998,320,850,-7.24828,0.044453,-3.40674,0.0489177,-9.84753,0.0593167
198538895334249,767.998,339.995,850,-8.05682,0.0371986,-3.33912,0.0438334,-9.19878,0.0489587
198543917332997,767.998,360,850,-8.58188,0.0372098,-3.29095,0.0477865,-10.2276,0.0475837
198571599333020,767.998,0,850,-8.53379,0.0365192,-3.34832,0.0616822,-10.2413,0.0473133
198577433334229,767.998,0,800,-8.62164,0.0428717,-3.29352,0.0524277,-10.1797,0.051515
198582453333529,767.998,19.9953,800,-8.81819,0.0342385,-3.40734,0.0468157,-11.1025,0.0442911
198587473334713,767.998,40,800,-7.91988,0.037221,-3.27982,0.0564669,-11.4888,0.0464504
198592495334529,767.998,59.9953,800,-7.57128,0.0362351,-3.14766,0.0451609,-11.2951,0.0532635
198597515333697,767.998,80,800,-7.61043,0.038619,-3.21973,0.0483932,-10.9284,0.0454698
198602535333429,767.998,99.9953,800,-7.41243,0.0377845,-2.98259,0.0456383,-11.2592,0.0447934
198607557332849,767.998,120,800,-7.20423,0.0373698,-3.03733,0.0449192,-10.8179,0.0526183
198612579333420,767.998,139.995,800,-7.39031,0.0399661,-3.14837,0.0457614,-10.1885,0.0475325
198617601332708,767.998,160,800,-8.46324,0.0398532,-3.35241,0.0516444,-10.1204,0.0527123
198622621334180,767.998,179.995,800,-8.40194,0.0305238,-3.58397,0.0562197,-11.034,0.0510121
198627643333755,767.998,200,800,-8.21724,0.0370088,-3.69956,0.0513167,-12.0431,0.044385
198632665333511,767.998,219.995,800,-7.34748,0.0342074,-3.60796,0.0476351,-11.7576,0.0548122
198637687332463,767.998,240,800,-6.70118,0.0334419,-3.25177,0.0502654,-11.7705,0.0384691
198642707333575,767.998,259.995,800,-6.62293,0.0361308,-3.39611,0.0517678,-10.6927,0.0507249
198647727332935,767.998,280,800,-6.59572,0.0365053,-3.10519,0.0498328,-10.9224,0.0502096
198652749334023,767.998,299.995,800,-6.68665,0.0520554,-3.46787,0.0484271,-9.79699,0.0500611
198657771333730,767.998,320,800,-7.22608,0.0383789,-3.37669,0.0567874,-9.82182,0.0449093
198662793335046,767.998,339.995,800,-8.02161,0.0324886,-3.23205,0.0567415,-9.21851,0.0484068
198667815333097,767.998,360,800,-8.56585,0.0310785,-3.38317,0.054243,-10.1534,0.0395284
198695497333217,767.998,0,800,-8.55463,0.0335268,-3.31035,0.0545856,-10.1352,0.0565591
198701331332781,767.998,0,750,-8.51454,0.04034,-3.33868,0.0521648,-10.069,0.0544587
198706351332214,767.998,19.9953,750,-8.7832,0.0401724,-3.30442,0.0391626,-11.03,0.0509057
198711373333409,767.998,40,750,-7.88324,0.0415084,-3.22723,0.0463653,-11.2492,0.0517919
198716395332733,767.998,59.9953,750,-7.48211,0.04062,-3.0884,0.0676562,-11.1513,0.0522135
198721417334816,767.998,80,750,-7.56542,0.0312173,-3.09864,0.0523221,-10.8283,0.0514044
198726439332004,767.998,99.9953,750,-7.39675,0.0455036,-2.93928,0.0395056,-11.1914,0.0552145
198731461334676,767.998,120,750,-7.15039,0.0508607,-2.98361,0.0534756,-10.7334,0.0524678
198736483332175,767.998,139.995,750,-7.35108,0.0423316,-3.08321,0.0540259,-10.1984,0.0632457
198741505333563,767.998,160,750,-8.39666,0.036086,-3.26665,0.0448552,-10.1542,0.0524467
198746527334170,767.998,179.995,750,-8.48022,0.038749,-3.41035,0.0551986,-11.0092,0.0543296
198751549335006,767.998,200,750,-8.2199,0.0439969,-3.65119,0.0393826,-11.9315,0.0539736
198756571333742,767.998,219.995,750,-7.45333,0.0347314,-3.45987,0.0457797,-11.6166,0.0494148
198761593332201,767.998,240,750,-6.74262,0.0366162,-3.21584,0.0488872,-11.7388,0.0526923
198766615332713,767.998,259.995,750,-6.70656,0.0389084,-3.29273,0.0443945,-10.6225,0.0433858
198771637334964,767.998,280,750,-6.73974,0.0408094,-3.09436,0.0494638,-10.9905,0.0415324
198776659331840,767.998,299.995,750,-6.74324,0.0356033,-3.33782,0.0396478,-9.64903,0.0613943
198781679332328,767.998,320,750,-7.31378,0.0385335,-3.25733,0.0460491,-9.82937,0.0505079
198786699334112,767.998,339.995,750,-8.00251,0.0367302,-3.20397,0.0472645,-9.23613,0.0526322
198791721334468,767.998,360,750,-8.57386,0.0423735,-3.28275,0.0447577,-10.1978,0.0479241
198819403333520,767.998,0,750,-8.50474,0.0418,-3.31643,0.0440687,-10.1052,0.0421429
198825235334224,767.998,0,700,-8.50264,0.0441822,-3.28774,0.0441006,-10.1648,0.0427393
198830255333333,767.998,19.9953,700,-8.78345,0.038003,-3.38252,0.0618634,-11.0778,0.0561875
198835277332908,767.998,40,700,-7.94904,0.0392116,-3.26422,0.053156,-11.422,0.0645913
198840299332784,767.998,59.9953,700,-7.52483,0.0418795,-3.13349,0.0442572,-11.2659,0.0450264
198845321331855,767.998,80,700,-7.61349,0.0393134,-3.10499,0.0456811,-10.9159,0.050842
198850341332356,767.998,99.9953,700,-7.40635,0.0355886,-3.0299,0.0524602,-11.2423,0.0561398
198855361333984,767.998,120,700,-7.14542,0.0399618,-3.09879,0.05145,-10.6374,0.0481259
198860381334844,767.998,139.995,700,-7.35378,0.0385443,-3.22766,0.0494329,-10.2263,0.0462644
198865403333112,767.998,160,700,-8.43486,0.0378277,-3.31904,0.0548498,-10.2183,0.0493349
198870425334403,767.998,179.995,700,-8.40117,0.0370833,-3.43904,0.05092,-10.9973,0.0432474
198875447334603,767.998,200,700,-8.14325,0.0373021,-3.59004,0.0667559,-11.8757,0.051119
198880467334431,767.998,219.995,700,-7.46372,0.0405531,-3.4286,0.0555993,-11.6378,0.0447751
198885487334439,767.998,240,700,-6.69629,0.0359595,-3.19074,0.047699,-11.8158,0.0587762
198890509334579,767.998,259.995,700,-6.69858,0.041489,-3.30062,0.0498783,-10.562,0.0541426
198895531332642,767.998,280,700,-6.68096,0.0372428,-3.20547,0.0498459,-10.9705,0.0487363
198900553334390,767.998,299.995,700,-6.68944,0.0343704,-3.25921,0.044175,-9.69612,0.0463261
198905575333258,767.998,320,700,-7.42202,0.0321344,-3.20688,0.04603,-9.8574,0.0522751
198910597332269,767.998,339.995,700,-8.07831,0.0385782,-3.15392,0.0555031,-9.32481,0.0479273
198915617332805,767.998,360,700,-8.5198,0.0403838,-3.22979,0.0459676,-10.1396,0.0691633
198943299334869,767.998,0,700,-8.47202,0.0410058,-3.35721,0.0513915,-10.0927,0.0451717
198949133334145,767.998,0,650,-8.46466,0.0391628,-3.25928,0.0556764,-10.071,0.0516787
198954155331909,767.998,19.9953,650,-8.82757,0.0360655,-3.30534,0.0464639,-10.9638,0.0513404
198959175334509,767.998,40,650,-7.90422,0.0327666,-3.22973,0.0531126,-11.3748,0.0575249
198964195333293,767.998,59.9953,650,-7.47381,0.0380313,-3.20781,0.0520955,-11.2575,0.0448264
198969217332101,767.998,80,650,-7.56485,0.0359993,-3.11165,0.0523628,-10.8956,0.0577309
198974239332084,767.998,99.9953,650,-7.35732,0.0460095,-3.13053,0.0429538,-11.2477,0.0434154
198979259333773,767.998,120,650,-7.05751,0.0336361,-3.16767,0.0487112,-10.7777,0.0551571
198984281334980,767.998,139.995,650,-7.26991,0.0339075,-3.23525,0.0538138,-10.1798,0.0505334
198989303334364,767.998,160,650,-8.31947,0.0372213,-3.40552,0.0446075,-10.2285,0.0511585
198994325332775,767.998,179.995,650,-8.26165,0.0415562,-3.50427,0.0543049,-10.9116,0.0492455
198999345333420,767.998,200,650,-8.00134,0.0374647,-3.61367,0.0440549,-11.8483,0.0491576
199004365333452,767.998,219.995,650,-7.33243,0.0347568,-3.4577,0.0618689,-11.607,0.0488724
199009385335188,767.998,240,650,-6.60263,0.0352862,-3.33211,0.04324,-11.8061,0.0468346
199014407334236,767.998,259.995,650,-6.62721,0.0428787,-3.28923,0.042771,-10.5925,0.0576428
199019429334327,767.998,280,650,-6.56542,0.0421426,-3.28647,0.0494811,-10.9365,0.0583131
199024449332175,767.998,299.995,650,-6.58792,0.0368905,-3.30051,0.0785745,-9.66645,0.048025
199029469333072,767.998,320,650,-7.22879,0.0444116,-3.25572,0.0452081,-9.83143,0.0515592
199034491333007,767.998,339.995,650,-7.92982,0.0412189,-3.21225,0.0473638,-9.25717,0.0455315
199039511332319,767.998,360,650,-8.41186,0.0537409,-3.32218,0.0478823,-10.1217,0.0523962
199067193332055,767.998,0,650,-8.29795,0.0343824,-3.26358,0.0516596,-10.1006,0.0458861
199073025331884,767.998,0,600,-8.32836,0.0315278,-3.18938,0.0404244,-10.1332,0.0468462
199078045331664,767.998,19.9953,600,-8.61064,0.0420615,-3.24386,0.0413485,-11.0568,0.0632589
199083065334228,767.998,40,600,-7.75018,0.0354081,-3.20722,0.0487371,-11.4783,0.0455166
199088085333744,767.998,59.9953,600,-7.35895,0.0342905,-3.17115,0.052815,-11.3968,0.0493575
199093107334904,767.998,80,600,-7.47716,0.0337945,-3.13292,0.0539287,-10.9888,0.0569497
199098129333376,767.998,99.9953,600,-7.22956,0.0364415,-3.07165,0.0504494,-11.3004,0.0540118
199103151334355,767.998,120,600,-6.88598,0.0403051,-3.0894,0.0582842,-10.8558,0.0558057
199108173332239,767.998,139.995,600,-7.08559,0.0382594,-3.31865,0.0558287,-10.1938,0.0471402
199113193334647,767.998,160,600,-8.19765,0.0378292,-3.44382,0.0427035,-10.2253,0.0476087
199118215332639,767.998,179.995,600,-8.18416,0.0405498,-3.52933,0.0440641,-10.9257,0.0395946
199123237333786,767.998,200,600,-7.94597,0.0439364,-3.46192,0.0665959,-11.8777,0.047527
199128259334910,767.998,219.995,600,-7.3066,0.0388269,-3.49524,0.0511376,-11.7018,0.0503488
199133281333057,767.998,240,600,-6.52895,0.0416916,-3.41883,0.0478342,-11.9081,0.045592
199138303334361,767.998,259.995,600,-6.58894,0.0488417,-3.38468,0.0477146,-10.5915,0.0433344
199143325333889,767.998,280,600,-6.52335,0.0361638,-3.30047,0.056887,-11.038,0.0523242
199148347333968,767.998,299.995,600,-6.52065,0.0417046,-3.25991,0.0427682,-9.65882,0.0644125
199153369334708,767.998,320,600,-7.10782,0.0359464,-3.28399,0.0593014,-9.87895,0.041218
199158391334991,767.998,339.995,600,-7.81645,0.0301611,-3.25339,0.0473319,-9.32186,0.0396394
199163413333667,767.998,360,600,-8.25155,0.0530206,-3.24068,0.0518337,-10.0748,0.0447617
199191095334183,767.998,0,600,-8.24636,0.035537,-3.25941,0.0426454,-10.1113,0.0448075
199196927334084,767.998,0,550,-8.24591,0.0426729,-3.24861,0.0605668,-10.1341,0.0534643
199201947332112,767.998,19.9953,550,-8.61579,0.0379993,-3.26617,0.0545407,-11.0304,0.0490998
199206967331832,767.998,40,550,-7.72299,0.0385226,-3.211,0.0466414,-11.4033,0.0446673
199211987331924,767.998,59.9953,550,-7.30882,0.0362651,-3.19325,0.0533493,-11.3597,0.0552105
199217007331884,767.998,80,550,-7.38778,0.0422416,-3.16536,0.048996,-11.0474,0.0449699
199222027333885,767.998,99.9953,550,-7.18511,0.0358783,-3.19698,0.0417843,-11.3953,0.0523853
199227047334433,767.998,120,550,-6.81976,0.0405354,-3.23367,0.0448687,-10.8627,0.0439986
199232069334176,767.998,139.995,550,-7.01282,0.0410584,-3.44667,0.0430874,-10.2791,0.0711146
199237089333896,767.998,160,550,-8.13366,0.0316764,-3.45882,0.0479115,-10.2896,0.0533578
199242109334085,767.998,179.995,550,-8.08942,0.0381236,-3.5167,0.0406945,-11.0113,0.044992
199247129333265,767.998,200,550,-7.89261,0.0390722,-3.48562,0.0471142,-11.8541,0.0467598
199252149333393,767.998,219.995,550,-7.22055,0.040772,-3.55042,0.0493159,-11.6293,0.0554941
199257169332549,767.998,240,550,-6.51372,0.0388493,-3.44389,0.0414966,-11.8668,0.0456732
199262189332653,767.998,259.995,550,-6.60304,0.0362877,-3.33767,0.0444556,-10.5786,0.0540846
199267209335098,767.998,280,550,-6.48145,0.0429004,-3.28085,0.0477517,-10.9563,0.0554995
199272229334302,767.998,299.995,550,-6.4073,0.0391861,-3.20185,0.0521655,-9.71834,0.0467396
199277249334646,767.998,320,550,-7.14267,0.0366026,-3.31865,0.0385857,-9.8944,0.0463713
199282269334954,767.998,339.995,550,-7.80663,0.0406383,-3.28031,0.0508262,-9.39023,0.0528499
199287289335250,767.998,360,550,-8.25983,0.0325338,-3.24328,0.0507303,-10.1645,0.0449458
199314971332346,767.998,0,550,-8.2672,0.0371361,-3.24314,0.0371953,-10.2004,0.0632103
199320803333975,767.998,0,500,-8.30936,0.0507509,-3.26372,0.0564831,-10.1162,0.061927
199325823334739,767.998,19.9953,500,-8.59454,0.0506002,-3.21152,0.0602022,-11.0547,0.0516192
199330845334699,767.998,40,500,-7.81915,0.0411035,-3.1784,0.0559823,-11.399,0.0704846
199335867332402,767.998,59.9953,500,-7.42419,0.0423982,-3.15927,0.0423285,-11.3942,0.0509747
199340887333466,767.998,80,500,-7.52248,0.0369391,-3.17061,0.0536835,-11.024,0.0446036
199345907334039,767.998,99.9953,500,-7.31413,0.0404425,-3.1498,0.0490423,-11.4059,0.0412025
199350929333566,767.998,120,500,-6.92779,0.0597965,-3.24044,0.0565935,-10.8465,0.0483655
199355951334726,767.998,139.995,500,-7.13934,0.0486901,-3.42541,0.0480364,-10.2788,0.0501438
199360973332417,767.998,160,500,-8.26554,0.0449604,-3.51247,0.050673,-10.2081,0.0551557
199365993333326,767.998,179.995,500,-8.22543,0.04257,-3.48983,0.0484418,-10.9778,0.0588864
199371013333358,767.998,200,500,-8.02715,0.0342801,-3.41356,0.0569266,-11.9135,0.0489891
199376033332838,767.998,219.995,500,-7.35766,0.0521244,-3.44611,0.0644452,-11.6516,0.0534749
199381053335042,767.998,240,500,-6.6508,0.0410332,-3.39797,0.0586613,-11.9208,0.0471251
199386073332422,767.998,259.995,500,-6.66658,0.0410811,-3.29518,0.0492095,-10.638,0.0459318
199391093332155,767.998,280,500,-6.59443,0.0403404,-3.24325,0.0491555,-11.0605,0.0486019
