Sensys Flugate FL3-2
Time [ns],rho [mm],phi [mm],z [mm],Bx [nT],BxStdDev [nT],By [nT],ByStdDev [nT],Bz [nT],BzStdDev [nT]
13099715184224,350,0,450,0,0,0,0,0,0
13105137186164,350,40,450,0,0,0,0,0,0
13110559186568,350,80,450,0,0,0,0,0,0
13115981185820,350,120,450,0,0,0,0,0,0
13121403184448,350,160,450,0,0,0,0,0,0
13126825184659,350,200,450,0,0,0,0,0,0
13132247186107,350,240,450,0,0,0,0,0,0
13137669185383,350,280,450,0,0,0,0,0,0
13143091185679,350,320,450,0,0,0,0,0,0
13148513186539,350,360,450,0,0,0,0,0,0
