Sensys Flugate FL3-2
Time [ns],rho [mm],phi [mm],z [mm],Bx [nT],BxStdDev [nT],By [nT],ByStdDev [nT],Bz [nT],BzStdDev [nT]
3036880283357802,0,0,0,18.2147,0.163142,54.617,0.261707,-468.329,0.310321
3036883287356213,0,0,0,18.1372,0.181651,53.7801,0.227451,-468.22,0.228874
3036886289356347,0,0,0,18.1434,0.187951,52.7989,0.244818,-468.9,0.296553
3036889291356721,0,0,0,17.7076,0.232922,51.9301,0.253452,-467.95,0.290392
3036892293355907,0,0,0,17.4328,0.231341,51.2661,0.310624,-467.87,0.318561
3036895295356989,0,0,0,17.5057,0.191388,50.5243,0.195421,-467.639,0.328935
3036898297357183,0,0,0,17.3013,0.183632,49.7961,0.331148,-467.419,0.303926
3036901299357161,0,0,0,17.1695,0.183319,48.7446,0.234333,-467.061,0.238711
3036904301356863,0,0,0,16.6265,0.204191,47.8973,0.227546,-465.981,0.311194
3036907303355761,0,0,0,16.3743,0.213416,47.6108,0.243214,-464.929,0.295413
3036910307356032,0,0,0,16.0633,0.173784,47.1799,0.264878,-464.803,0.650256
3036913309356382,0,0,0,16.0652,0.177939,46.3424,0.248361,-465.633,0.276676
3036916311357032,0,0,0,15.9928,0.231181,45.8617,0.173109,-466.453,0.204495
3036919315355587,0,0,0,16.0322,0.220893,45.4718,0.200306,-466.025,0.262073
3036922317357725,0,0,0,15.9975,0.15942,44.9689,0.237304,-466.024,0.270914
3036925319357847,0,0,0,15.5647,0.213363,44.1534,0.260798,-466.036,0.322892
3036928321356901,0,0,0,15.4161,0.19519,43.6354,0.277562,-465.593,0.293272
3036931325357795,0,0,0,15.0412,0.219016,43.1886,0.271705,-465.438,0.31956
3036934327355037,0,0,0,15.0677,0.183246,42.4468,0.208001,-464.84,0.308648
3036937329355099,0,0,0,15.0212,0.21197,42.287,0.272477,-464.628,0.267306
3036940331355497,0,0,0,14.9405,0.175461,41.901,0.220622,-464.862,0.197374
