Inclinometer Kelag KQS901-51Q
Time [ns],rho [mm],phi [mm],z [mm],Along X [mDegree],Along X StdDev [mDegree],Along Y [mDegree],Along Y StdDev [mDegree]
3783665981184078,467.998,179.995,355,2560.12,2.06212,2515.52,1.60601
3783675001184035,467.998,200,355,2564,0.870192,2518.76,1.208
3783684021186655,467.998,219.995,355,2568.83,1.0181,2520.55,0.756449
3783693041184511,467.998,240,355,2573.84,0.790591,2520.53,0.426539
3783702061185643,467.998,259.995,355,2578.24,1.48525,2518.33,0.560506
3783711083185725,467.998,280,355,2581.5,1.24392,2514.81,0.816541
3783720103183953,467.998,299.995,355,2583.33,1.52263,2510.63,0.596977
3783729123185757,467.998,320,355,2584.12,2.86149,2506.32,0.387976
3783738143184465,467.998,339.995,355,2583.2,1.99284,2501.82,0.934714
3783747163184542,467.998,360,355,2580.34,1.13392,2497.58,1.02569
3783778845187153,467.998,0,410,2581.31,1.02081,2495.46,0.944677
3783787865186953,467.998,19.9953,410,2576.38,0.903354,2493.98,1.4894
3783796885184689,467.998,40,410,2571.72,0.747208,2493.29,0.996711
3783805905186157,467.998,59.9953,410,2566.9,0.544363,2493.59,0.39855
3783814925185106,467.998,80,410,2562.4,0.730105,2495.67,0.757625
3783823945186694,467.998,99.9953,410,2559.11,1.15171,2499.16,0.699083
3783832965184022,467.998,120,410,2557.07,3.08107,2503.18,1.33284
3783841985186054,467.998,139.995,410,2556.54,2.2581,2507.29,0.859135
3783851005185591,467.998,160,410,2557.66,2.67429,2511.78,1.02411
3783860025187263,467.998,179.995,410,2560.17,1.80286,2516.16,1.52955
3783869045185983,467.998,200,410,2564.09,0.913328,2519.42,1.34752
3783878067186496,467.998,219.995,410,2569.07,0.751941,2521.2,0.83499
3783887087186188,467.998,240,410,2574.25,0.620126,2521.12,0.538004
3783896107186733,467.998,259.995,410,2578.57,1.1821,2518.6,0.754895
3783905127185429,467.998,280,410,2582.08,1.35245,2515.16,0.912419
3783914147184929,467.998,299.995,410,2584,1.40384,2510.94,0.567862
3783923167186277,467.998,320,410,2584.64,2.64231,2506.18,0.406477
3783932187186414,467.998,339.995,410,2583.5,2.13686,2501.8,1.02649
3783941207187162,467.998,360,410,2580.64,1.20706,2497.74,1.11099
3783972887187164,467.998,0,465,2581.52,1.29627,2495.67,1.14954
3783981907186268,467.998,19.9953,465,2577.05,1.15907,2493.17,2.04946
3783990927184677,467.998,40,465,2571.97,0.775604,2492.38,1.20447
3783999947186205,467.998,59.9953,465,2566.94,0.505248,2493.44,0.401184
3784008967185045,467.998,80,465,2562.29,0.759555,2495.56,0.800784
3784017987185889,467.998,99.9953,465,2558.89,1.19264,2498.94,0.799248
3784027009187122,467.998,120,465,2556.76,2.86039,2502.85,1.13877
3784036029186899,467.998,139.995,465,2556.33,3.15956,2507.45,1.02488
3784045049186279,467.998,160,465,2557.35,2.22725,2512.31,0.977713
3784054069187015,467.998,179.995,465,2560.11,2.19715,2516.89,1.75153
3784063089187271,467.998,200,465,2564.28,1.2537,2520.34,2.06081
3784072109187228,467.998,219.995,465,2569.45,0.713085,2522.2,0.763731
3784081129185612,467.998,240,465,2574.72,0.668345,2521.77,0.460321
3784090149184296,467.998,259.995,465,2579.26,1.07353,2519.37,0.603946
3784099169187336,467.998,280,465,2582.25,1.44,2515.42,0.988529
3784108189186549,467.998,299.995,465,2584.48,1.53206,2511.25,0.589819
3784117209184993,467.998,320,465,2584.92,3.01393,2506.26,0.435686
3784126229186161,467.998,339.995,465,2583.65,2.40101,2501.82,1.19727
3784135249186393,467.998,360,465,2580.84,1.28827,2497.69,1.14819
3784166929184535,467.998,0,520,2581.66,1.26064,2495.73,1.08084
3784175949184144,467.998,19.9953,520,2577.12,1.23299,2493.28,2.12248
3784184969184760,467.998,40,520,2572.09,0.871052,2492.66,1.5243
3784193989185028,467.998,59.9953,520,2566.9,0.575121,2493.39,0.696544
3784203009184457,467.998,80,520,2562.22,0.76711,2495.38,0.731764
3784212029186261,467.998,99.9953,520,2559.02,1.32511,2498.68,1.10192
3784221049186793,467.998,120,520,2556.97,2.35183,2502.8,1.08033
3784230069185537,467.998,139.995,520,2556.4,2.54898,2507.44,0.580295
3784239089184210,467.998,160,520,2557.39,1.96255,2512.66,0.811198
3784248109185222,467.998,179.995,520,2560.13,1.97709,2517.4,1.64926
3784257129187038,467.998,200,520,2564.46,1.06836,2521,1.62679
3784266149186670,467.998,219.995,520,2569.68,0.655537,2522.89,0.956587
3784275169186711,467.998,240,520,2575,0.558747,2522.25,0.521366
3784284191185220,467.998,259.995,520,2579.34,0.975832,2519.46,0.943903
3784293211186916,467.998,280,520,2582.11,1.56983,2515.61,1.00732
3784302231184076,467.998,299.995,520,2584.39,2.14833,2511.49,0.760834
3784311251186888,467.998,320,520,2585.07,2.75707,2506.87,0.440845
3784320271184253,467.998,339.995,520,2583.94,2.33076,2501.97,1.08991
3784329291186369,467.998,360,520,2580.95,1.42524,2497.83,1.28901
3784360971184583,467.998,0,575,2581.59,1.09988,2495.44,0.962114
3784369991185775,467.998,19.9953,575,2577.03,1.11137,2493.27,2.02839
3784379011186823,467.998,40,575,2571.89,0.726931,2492.72,1.64561
3784388031185772,467.998,59.9953,575,2566.7,0.471137,2493.51,0.792522
3784397051186844,467.998,80,575,2561.9,0.860165,2495.57,0.957562
3784406075185706,467.998,99.9953,575,2559.09,1.709,2498.85,1.37706
3784415095184342,467.998,120,575,2557.13,2.56334,2502.99,0.953889
3784424115185367,467.998,139.995,575,2556.36,2.14993,2507.77,0.431799
3784433135185551,467.998,160,575,2557.37,1.93289,2513.18,0.77182
3784442155186659,467.998,179.995,575,2560.23,2.16777,2518.07,1.8086
3784451175187083,467.998,200,575,2564.57,1.01321,2521.74,1.76149
3784460195185948,467.998,219.995,575,2569.89,0.736824,2523.6,1.01127
3784469215185448,467.998,240,575,2575.22,0.503854,2522.37,0.446437
3784478235184540,467.998,259.995,575,2579.57,1.30552,2519.59,1.09809
3784487257184273,467.998,280,575,2582.67,1.62998,2516.07,1.10558
3784496277184421,467.998,299.995,575,2584.64,1.82109,2511.49,0.660262
3784505297184762,467.998,320,575,2585.4,2.88769,2507.34,0.351926
3784514317187346,467.998,339.995,575,2584.19,2.66678,2502.16,1.29073
3784523337185826,467.998,360,575,2581.04,1.48207,2497.85,1.35434
3784555017185804,467.998,0,630,2581.44,1.13197,2496.33,1.02146
3784564037186529,467.998,19.9953,630,2577.15,1.2794,2494.49,2.19487
3784573057184085,467.998,40,630,2572.32,0.650016,2493.44,1.71612
3784582077184929,467.998,59.9953,630,2567.13,0.472915,2493.73,0.901371
3784591097186949,467.998,80,630,2562.29,0.705095,2495.64,0.967401
3784600117185958,467.998,99.9953,630,2559.18,1.42622,2499.44,1.0893
3784609137184786,467.998,120,630,2557.21,2.33029,2503.81,0.900535
3784618157184694,467.998,139.995,630,2556.5,2.14634,2507.93,0.478139
3784627177184758,467.998,160,630,2557.52,1.96227,2513.48,0.776203
3784636197185579,467.998,179.995,630,2560.35,1.84847,2518.45,1.55121
3784645217186711,467.998,200,630,2564.82,1.06131,2522.33,1.70542
3784654237184999,467.998,219.995,630,2570.17,0.688881,2524.24,0.99944
3784663257187355,467.998,240,630,2575.56,0.655007,2522.73,0.6811
3784672277184048,467.998,259.995,630,2579.5,1.29896,2519.61,0.746877
3784681297184904,467.998,280,630,2582.7,1.74822,2516.31,1.15098
3784690317184536,467.998,299.995,630,2584.93,1.92527,2511.92,0.681272
3784699337187300,467.998,320,630,2585.69,3.19252,2507.68,0.386904
3784708357185229,467.998,339.995,630,2584.41,2.82477,2502.33,1.35668
3784717377186361,467.998,360,630,2581.19,1.63449,2497.95,1.45833
3784749057184011,467.998,0,685,2581.71,0.94314,2496.3,0.777333
3784758077185059,467.998,19.9953,685,2577.17,1.19048,2494.43,1.80108
3784767097184559,467.998,40,685,2572.35,0.740846,2493.29,1.58233
3784776117185668,467.998,59.9953,685,2566.96,0.645656,2493.43,0.737533
3784785137185600,467.998,80,685,2561.99,0.586293,2496.17,0.612316
3784794157186144,467.998,99.9953,685,2558.89,1.27737,2500.32,0.938274
3784803177185284,467.998,120,685,2557.12,2.56704,2505.29,0.912833
3784812197186561,467.998,139.995,685,2556.96,1.99589,2509.73,0.410333
3784821217184969,467.998,160,685,2557.89,2.855,2513.93,1.17809
3784830237185057,467.998,179.995,685,2560.81,2.1622,2519.04,1.70372
3784839257185397,467.998,200,685,2565.18,1.20492,2522.88,1.78791
3784848277186242,467.998,219.995,685,2570.61,0.751668,2524.77,1.3296
3784857297187350,467.998,240,685,2575.98,0.94493,2523.16,0.613075
3784866317186214,467.998,259.995,685,2579.96,1.89181,2520.18,1.02995
3784875337187358,467.998,280,685,2583.06,1.58838,2516.72,0.961485
3784884357186811,467.998,299.995,685,2585.36,2.04436,2512.39,0.768444
3784893377186215,467.998,320,685,2586.02,3.21497,2507.98,0.437235
3784902397187323,467.998,339.995,685,2584.65,2.50702,2502.47,1.14584
3784911417185575,467.998,360,685,2581.2,1.19241,2497.86,1.06775
3784943097184653,467.998,0,740,2582.35,0.994394,2495.92,0.978357
3784952117184922,467.998,19.9953,740,2577.61,1.10478,2493.92,1.41042
3784961137186942,467.998,40,740,2572.46,0.885644,2493.47,1.42719
3784970157184726,467.998,59.9953,740,2566.95,0.640337,2493.58,1.22542
3784979177184322,467.998,80,740,2562.12,0.720658,2496.76,0.811073
3784988197185791,467.998,99.9953,740,2559.09,1.18725,2500.83,0.817042
3784997217184019,467.998,120,740,2557.45,1.93424,2505.87,0.718904
3785006237186711,467.998,139.995,740,2557.3,1.6134,2509.87,0.61052
3785015257185623,467.998,160,740,2558.41,2.26836,2514.55,0.816211
3785024277185724,467.998,179.995,740,2561.2,2.29404,2519.51,1.72503
3785033297187144,467.998,200,740,2565.65,1.30954,2523.33,1.86767
3785042317186368,467.998,219.995,740,2571.16,0.737199,2525.2,1.3757
3785051337185041,467.998,240,740,2576.36,1.09773,2523.09,0.840548
3785060357186905,467.998,259.995,740,2580.77,1.18137,2521.03,0.536807
3785069377184245,467.998,280,740,2583.29,1.3527,2517.06,1.09196
3785078397184861,467.998,299.995,740,2585.69,1.65354,2512.93,0.583102
3785087417186090,467.998,320,740,2586.44,2.27292,2508.31,0.44092
3785096437184786,467.998,339.995,740,2584.98,2.47051,2502.76,1.11972
3785105457184538,467.998,360,740,2581.33,1.09431,2498,0.928143
3785137137185008,467.998,0,795,2582.89,1.1996,2495.83,1.10978
3785146157186608,467.998,19.9953,795,2578.02,1.57797,2493.91,1.32531
3785155177186277,467.998,40,795,2572.61,0.94341,2493.1,1.0302
3785164197184529,467.998,59.9953,795,2566.98,1.01607,2493.64,1.17702
3785173217184989,467.998,80,795,2562.17,0.691485,2497.2,0.507082
3785182237184909,467.998,99.9953,795,2558.86,1.1538,2501.92,0.806273
3785191257184278,467.998,120,795,2557.72,2.14991,2506.55,0.81634
3785200277185002,467.998,139.995,795,2557.76,1.99947,2510.26,0.474796
3785209297184190,467.998,160,795,2558.9,1.67054,2515.01,0.65503
3785218317186942,467.998,179.995,795,2561.77,2.11368,2520.05,1.59664
3785227337185543,467.998,200,795,2566.18,1.23212,2523.81,1.61633
3785236357184359,467.998,219.995,795,2571.63,0.922227,2525.67,1.2467
3785245377184675,467.998,240,795,2576.98,1.1808,2524.1,0.744704
3785254397186131,467.998,259.995,795,2581.14,1.21253,2521.47,0.540922
3785263417185272,467.998,280,795,2583.63,1.25795,2517.47,0.898732
3785272437184832,467.998,299.995,795,2586.11,1.27013,2513.43,0.509825
3785281457186852,467.998,320,795,2586.79,2.01437,2508.16,0.579145
3785290477184552,467.998,339.995,795,2584.95,2.09211,2502.38,1.23346
3785299497187293,467.998,360,795,2581.48,0.880628,2497.75,0.952218
3785331177185459,467.998,0,850,2583.23,0.961963,2496.08,0.857526
3785340197184719,467.998,19.9953,850,2578.21,1.96918,2494.31,1.44195
3785349217185131,467.998,40,850,2572.82,1.36762,2493.15,0.973451
3785358237185027,467.998,59.9953,850,2567.08,0.874569,2494,0.669868
3785367257186400,467.998,80,850,2562.16,0.740431,2497.55,0.391765
3785376277184016,467.998,99.9953,850,2559.35,1.15802,2501.91,0.760795
3785385297184236,467.998,120,850,2558.25,1.80756,2506.12,0.763707
3785394317187144,467.998,139.995,850,2558.07,1.79701,2510.1,0.542406
3785403337184569,467.998,160,850,2559.2,1.4612,2515.46,0.558002
3785412357184657,467.998,179.995,850,2562.03,1.76061,2520.52,1.28246
3785421377184145,467.998,200,850,2566.51,0.999567,2524.42,1.22565
3785430397185181,467.998,219.995,850,2571.96,0.868988,2526.25,0.925254
3785439417185342,467.998,240,850,2577.13,1.2814,2523.87,1.05347
3785448437185742,467.998,259.995,850,2581.53,1.09409,2521.86,0.44228
3785457457187078,467.998,280,850,2583.96,1.22422,2517.88,0.942286
3785466477186578,467.998,299.995,850,2586.37,1.10508,2513.79,0.578924
3785475497185263,467.998,320,850,2587.08,1.91379,2508.04,1.20157
3785484517184643,467.998,339.995,850,2585.07,1.66299,2502.27,1.15536
3785493537186483,467.998,360,850,2581.91,1.58788,2497.84,1.77928
