Inclinometer Kelag KQS901-51Q
Time [ns],rho [mm],phi [mm],z [mm],Along X [mDegree],Along X StdDev [mDegree],Along Y [mDegree],Along Y StdDev [mDegree]
3782614581186562,450,0,685,2579.08,0.754195,2495.7,0.790757
3782623601185222,450,19.9953,685,2574.34,1.08049,2493.73,1.54157
3782632621184615,450,40,685,2569.17,0.856048,2493.41,1.2611
3782641641186467,450,59.9953,685,2563.88,0.559515,2494.31,0.995419
3782650661186903,450,80,685,2559.02,0.841438,2496.25,1.13695
3782659681186343,450,99.9953,685,2556.16,1.43689,2499.97,0.998655
3782668701185472,450,120,685,2554.45,1.88254,2504.37,0.794696
3782677721185512,450,139.995,685,2553.87,1.88506,2508.2,0.61349
3782686741185828,450,160,685,2554.74,1.53839,2513.83,0.684282
3782695761186372,450,179.995,685,2557.59,1.40665,2518.93,1.03434
3782704781184073,450,200,685,2561.99,1.10232,2522.8,1.56257
3782713801186033,450,219.995,685,2567.41,0.842619,2524.78,1.03754
3782722821185017,450,240,685,2573.08,0.77444,2524.27,0.899278
3782731841185897,450,259.995,685,2576.51,1.52666,2519.76,1.00394
3782740861186910,450,280,685,2579.69,1.41931,2516.61,0.913059
3782749881184574,450,299.995,685,2582.05,1.52637,2512.85,0.576186
3782758901185094,450,320,685,2582.93,2.22812,2507.93,0.45836
3782767921185626,450,339.995,685,2581.56,2.11522,2502.46,0.920602
3782776941185763,450,360,685,2578.02,1.06325,2497.84,0.874479
3782808623184246,450,0,740,2579.34,0.796553,2495.76,0.826082
3782817643186062,450,19.9953,740,2574.55,1.26641,2493.87,1.43513
3782826663185706,450,40,740,2569.23,0.903788,2493.62,1.19286
3782835683184414,450,59.9953,740,2563.91,0.646936,2493.75,0.910353
3782844703187359,450,80,740,2558.94,0.609797,2496.51,0.535016
3782853723185323,450,99.9953,740,2556.14,1.07738,2500.45,0.690924
3782862743185255,450,120,740,2554.36,1.52822,2505.59,0.564166
3782871763184515,450,139.995,740,2554.15,1.84099,2509.84,0.716176
3782880783183944,450,160,740,2555.21,1.35305,2514.33,0.68678
3782889803185232,450,179.995,740,2558.09,1.48052,2519.4,0.97926
3782898823184432,450,200,740,2562.48,0.979576,2523.23,1.24675
3782907843185780,450,219.995,740,2567.93,0.953451,2525.05,1.09353
3782916863184357,450,240,740,2573.23,1.56557,2523.03,0.750901
3782925883186977,450,259.995,740,2577.2,1.25042,2520.33,0.417801
3782934903185097,450,280,740,2580.14,1.35417,2516.93,1.0668
3782943923184117,450,299.995,740,2582.51,1.42246,2513.29,0.565816
3782952943186990,450,320,740,2583.4,2.18617,2508.2,0.459285
3782961963185086,450,339.995,740,2581.9,1.82049,2502.61,0.893663
3782970983187274,450,360,740,2578.12,0.935189,2497.96,0.724425
3783002665186153,450,0,795,2580.12,1.10799,2495.61,1.16944
3783011685183949,450,19.9953,795,2575.05,1.76455,2493.65,1.47097
3783020705187158,450,40,795,2569.61,1.17558,2493.36,0.999243
3783029725187198,450,59.9953,795,2563.98,0.812873,2493.66,0.778502
3783038745184670,450,80,795,2559.21,0.67944,2497.24,0.415045
3783047765186786,450,99.9953,795,2556.19,1.032,2501.6,0.688342
3783056785185423,450,120,795,2554.77,1.63276,2506.28,0.808841
3783065805186207,450,139.995,795,2554.79,1.46106,2510.02,0.620705
3783074825185203,450,160,795,2555.96,1.0485,2514.95,0.484602
3783083845186623,450,179.995,795,2558.83,1.45117,2519.93,0.861632
3783092865186088,450,200,795,2563.13,1.18087,2523.65,1.11366
3783101885187400,450,219.995,795,2568.62,1.32179,2525.51,0.932679
3783110905186204,450,240,795,2573.93,1.32078,2523.95,0.704803
3783119925186280,450,259.995,795,2578.18,1.15903,2521.38,0.466363
3783128945186981,450,280,795,2580.58,1.22014,2517.42,0.900542
3783137965186217,450,299.995,795,2583.05,1.05606,2513.26,0.529512
3783146985186773,450,320,795,2583.76,1.66559,2508.17,0.667628
3783156005186681,450,339.995,795,2581.95,1.68343,2502.34,0.819286
3783165025185882,450,360,795,2578.43,1.00263,2497.98,0.854069
3783196707185829,450,0,850,2580.18,1.26532,2496,1.30449
3783205727184741,450,19.9953,850,2575.04,1.96749,2494.17,1.47161
3783214747185921,450,40,850,2569.67,1.33262,2492.75,0.511521
3783223767186177,450,59.9953,850,2563.89,0.859052,2493.85,0.566593
3783232787187250,450,80,850,2559.06,0.700531,2497.56,0.396451
3783241807186498,450,99.9953,850,2555.85,1.02856,2502.33,0.68417
3783250827184390,450,120,850,2554.92,1.12936,2506.63,0.722287
3783259847187106,450,139.995,850,2555.01,1.38711,2509.95,0.700343
3783268867185227,450,160,850,2556.14,1.26618,2515.34,0.751237
3783277887184823,450,179.995,850,2558.96,1.31509,2520.46,0.924379
3783286907185199,450,200,850,2563.38,0.979831,2524.31,0.865962
3783295927186679,450,219.995,850,2568.92,1.78864,2525.86,1.08409
3783304949186629,450,240,850,2574.06,1.71877,2523.65,0.64764
3783313969184965,450,259.995,850,2578.57,0.986934,2521.83,0.494138
3783322989184813,450,280,850,2580.93,1.4503,2517.88,1.20904
3783332009184637,450,299.995,850,2583.38,0.883336,2513.79,0.569893
3783341029185530,450,320,850,2584.11,1.28075,2507.98,1.16789
3783350049186710,450,339.995,850,2582.06,1.50383,2502.35,0.996919
3783359069185598,450,360,850,2578.84,1.23696,2497.86,1.55272
3783390757186244,467.998,0,300,2579.96,1.61204,2495.98,1.38559
3783399777186224,467.998,19.9953,300,2575.81,1.06261,2493.5,1.34782
3783408797187176,467.998,40,300,2571.14,1.16034,2492.69,1.17231
3783417817186028,467.998,59.9953,300,2566.45,0.751675,2493.56,0.518742
3783426839184874,467.998,80,300,2562.31,0.974816,2495.88,0.874631
3783435859185742,467.998,99.9953,300,2559.31,1.20133,2499.57,0.868312
3783444879185938,467.998,120,300,2557.64,2.16897,2503.57,1.47565
3783453899187118,467.998,139.995,300,2556.91,1.57571,2507.49,1.14283
3783462919185779,467.998,160,300,2557.59,2.94378,2511.49,1.64775
3783471939184367,467.998,179.995,300,2560.1,2.32563,2515.27,1.69676
3783480959185967,467.998,200,300,2563.85,0.966749,2518.32,1.02237
3783489979185215,467.998,219.995,300,2568.68,1.18526,2520.03,0.817917
3783498999183960,467.998,240,300,2573.6,1.0489,2519.84,0.422831
3783508019187348,467.998,259.995,300,2578.06,1.27888,2517.96,0.61857
3783517039185288,467.998,280,300,2581.47,1.11239,2514.57,0.698167
3783526059186348,467.998,299.995,300,2583.52,1.41737,2510.48,0.563337
3783535079184709,467.998,320,300,2584.07,2.26829,2505.73,0.381094
3783544099186477,467.998,339.995,300,2582.86,1.59292,2501.38,0.885625
3783553119184333,467.998,360,300,2580.33,1.20876,2497.58,1.02674
3783584801186872,467.998,0,355,2580.91,1.15936,2495.34,1.09774
3783593821186756,467.998,19.9953,355,2576.1,0.789893,2494.67,0.98873
3783602841184913,467.998,40,355,2571.82,0.814213,2493.7,1.01135
3783611861186213,467.998,59.9953,355,2567.14,0.635841,2493.87,0.618522
3783620881184093,467.998,80,355,2562.68,0.790532,2495.99,0.718132
3783629901186665,467.998,99.9953,355,2559.36,1.12186,2499.48,1.0126
3783638921186466,467.998,120,355,2557.46,2.71406,2503.44,1.49599
3783647941184610,467.998,139.995,355,2556.84,2.26445,2507.41,0.920863
3783656961186474,467.998,160,355,2557.66,2.8364,2511.42,1.20977
