Sensys Flugate FL3-2
Time [ns],rho [mm],phi [mm],z [mm],Bx [nT],BxStdDev [nT],By [nT],ByStdDev [nT],Bz [nT],BzStdDev [nT]
201138726114779,-15,0,1000,-7.64766,0.0442675,-3.28021,0.0458173,-10.2227,0.0560221
201143748115374,-15,19.9953,1000,-7.7553,0.0355899,-3.33461,0.0576769,-10.279,0.0508653
201148770114266,-15,40,1000,-7.92393,0.0382495,-3.30396,0.0493078,-10.342,0.0585849
201153792116445,-15,59.9953,1000,-8.08956,0.043347,-3.2882,0.0519718,-10.4564,0.055629
201158812114678,-15,80,1000,-8.21605,0.0334801,-3.23906,0.0438092,-10.6328,0.0483831
201163832116306,-15,99.9953,1000,-8.09211,0.0365972,-3.28753,0.0456099,-10.7763,0.040931
201168852116614,-15,120,1000,-8.01297,0.0378443,-3.26352,0.0522989,-10.8689,0.0490647
201173874115614,-15,139.995,1000,-7.86311,0.0462214,-3.2766,0.0465187,-11.1054,0.0633318
201178896115897,-15,160,1000,-7.67353,0.0360641,-3.2884,0.0488724,-11.093,0.0509375
201183918117189,-15,179.995,1000,-7.51913,0.0381613,-3.29273,0.0542768,-11.0739,0.0476139
201188938115877,-15,200,1000,-7.32696,0.0368896,-3.28111,0.048643,-10.9774,0.047595
201193960114721,-15,219.995,1000,-7.30027,0.0360094,-3.28471,0.0451186,-10.8944,0.0573824
201198980116145,-15,240,1000,-7.28877,0.0411232,-3.30812,0.0592907,-10.831,0.0468939
201204000114413,-15,259.995,1000,-7.2803,0.0455243,-3.18015,0.0414707,-10.7194,0.0481084
201209020116269,-15,280,1000,-7.29062,0.0411059,-3.23137,0.0527072,-10.5768,0.0478911
201214044116444,-15,299.995,1000,-7.33888,0.0453764,-3.30866,0.0604932,-10.4927,0.0673635
201219066116848,-15,320,1000,-7.38158,0.0545678,-3.21233,0.0431747,-10.4592,0.0529982
201224154115960,-15,339.995,1000,-7.48717,0.0388176,-3.26178,0.0555996,-10.3587,0.0514688
201229176116807,-15,360,1000,-7.56036,0.049962,-3.31209,0.0539498,-10.319,0.0544534
201256972114602,-15,0,1000,-7.63558,0.0414115,-3.23492,0.049646,-10.2628,0.0380164
201264208114353,36.9927,0,1000,-7.68655,0.0319571,-3.11762,0.0504892,-10.259,0.0490027
201269230115836,36.9927,19.9953,1000,-7.81633,0.0388065,-3.16124,0.0496065,-10.3214,0.0512023
201274252117008,36.9927,40,1000,-7.91882,0.0423475,-3.21866,0.0530831,-10.4588,0.0499367
201279274115083,36.9927,59.9953,1000,-7.9717,0.0392856,-3.19819,0.04883,-10.5842,0.0534098
201284296114875,36.9927,80,1000,-8.00933,0.037852,-3.17044,0.0431666,-10.6893,0.0465359
201289318117307,36.9927,99.9953,1000,-8.02023,0.0433148,-3.16382,0.0465245,-10.8687,0.0496511
201294340115022,36.9927,120,1000,-7.96064,0.0423905,-3.19078,0.0420832,-10.9688,0.0786044
201299360117214,36.9927,139.995,1000,-7.83949,0.0399252,-3.19495,0.0480464,-11.0419,0.0489398
201304380116010,36.9927,160,1000,-7.72243,0.0440585,-3.21234,0.048642,-11.077,0.0446334
201309400114447,36.9927,179.995,1000,-7.59463,0.0501398,-3.20368,0.070251,-11.1127,0.0512498
201314420115751,36.9927,200,1000,-7.45311,0.0386677,-3.17622,0.0457586,-11.0814,0.0481313
201319440115183,36.9927,219.995,1000,-7.3656,0.0435346,-3.19306,0.0458068,-10.9692,0.0541873
201324460116031,36.9927,240,1000,-7.24655,0.0411906,-3.20627,0.0424208,-10.901,0.0553875
201329480114671,36.9927,259.995,1000,-7.28596,0.0359831,-3.25727,0.047419,-10.7798,0.0401988
201334500115688,36.9927,280,1000,-7.33579,0.0394062,-3.22105,0.050555,-10.5711,0.0471198
201339520117208,36.9927,299.995,1000,-7.35732,0.0454968,-3.17604,0.052234,-10.5059,0.0428781
201344542114995,36.9927,320,1000,-7.45161,0.0361695,-3.14092,0.0519331,-10.3319,0.0556631
201349562116648,36.9927,339.995,1000,-7.51834,0.0380181,-3.16145,0.050003,-10.3062,0.0457443
201354584114387,36.9927,360,1000,-7.70277,0.0446958,-3.16941,0.0476413,-10.3508,0.055117
201382266116367,36.9927,0,1000,-7.77842,0.0446832,-3.17452,0.0488292,-10.275,0.0480085
201389502114510,88.9945,0,1000,-7.87253,0.0366813,-3.19013,0.0600031,-10.3019,0.0519525
201394524114589,88.9945,19.9953,1000,-7.94979,0.0390197,-3.21241,0.0348318,-10.3397,0.0591908
201399544114874,88.9945,40,1000,-8.05434,0.0373443,-3.1983,0.0482815,-10.5233,0.0498032
201404566115349,88.9945,59.9953,1000,-8.03398,0.0363082,-3.23397,0.0419908,-10.6088,0.0438354
201409588117337,88.9945,80,1000,-8.04853,0.0384548,-3.19741,0.0517062,-10.677,0.0467366
201414608115257,88.9945,99.9953,1000,-7.99028,0.0460858,-3.16838,0.0509417,-10.8016,0.0436187
201419630116165,88.9945,120,1000,-7.99459,0.038102,-3.10688,0.0548355,-10.8836,0.0531978
201424652114780,88.9945,139.995,1000,-7.89936,0.041119,-3.15767,0.0444773,-10.9719,0.0419013
201429674115712,88.9945,160,1000,-7.81667,0.0409478,-3.17786,0.0511003,-11.0597,0.0510941
201434696117315,88.9945,179.995,1000,-7.72231,0.0440824,-3.15445,0.0593109,-11.1439,0.044828
201439718116195,88.9945,200,1000,-7.59078,0.0410871,-3.14058,0.0455797,-11.1217,0.0471849
201444740117451,88.9945,219.995,1000,-7.43978,0.035503,-3.15112,0.0496533,-10.9837,0.0550561
201449760115311,88.9945,240,1000,-7.35797,0.0415589,-3.14052,0.0469006,-10.8738,0.0497432
201454782116626,88.9945,259.995,1000,-7.27205,0.0360909,-3.11468,0.0518352,-10.7117,0.0654429
201459804116610,88.9945,280,1000,-7.30205,0.039486,-3.11935,0.0533385,-10.5611,0.0466517
201464824114482,88.9945,299.995,1000,-7.40739,0.0364087,-3.13639,0.0516425,-10.3486,0.0559602
201469846117298,88.9945,320,1000,-7.56123,0.0421402,-3.14246,0.0498896,-10.2035,0.0564113
201474868115373,88.9945,339.995,1000,-7.64053,0.0407335,-3.12288,0.0452439,-10.2047,0.043108
201479888116870,88.9945,360,1000,-7.84694,0.0423766,-3.15394,0.0544729,-10.3331,0.054176
201507572114241,88.9945,0,1000,-7.82497,0.039268,-3.18849,0.0467268,-10.4076,0.0575057
201514808115324,140.996,0,1000,-7.89867,0.0420303,-3.12394,0.0533316,-10.3722,0.0489843
201519830116195,140.996,19.9953,1000,-8.00346,0.0363715,-3.09812,0.0494448,-10.4897,0.0608416
201524852115363,140.996,40,1000,-7.98875,0.036439,-3.13859,0.0446811,-10.6617,0.0515529
201529874115094,140.996,59.9953,1000,-8.00191,0.0342105,-3.12814,0.0451372,-10.7554,0.0495817
201534896116002,140.996,80,1000,-7.96168,0.0350139,-3.18772,0.0474565,-10.831,0.0474255
201539916115206,140.996,99.9953,1000,-7.95348,0.0403817,-3.09588,0.0508033,-10.894,0.0511067
201544936114758,140.996,120,1000,-7.94724,0.04616,-3.18225,0.0429354,-10.9194,0.0472767
201549956115643,140.996,139.995,1000,-7.95181,0.0377391,-3.16828,0.0470205,-10.9875,0.0460351
201554978114222,140.996,160,1000,-7.86513,0.0366159,-3.26357,0.0463951,-11.0398,0.0434134
201560000116822,140.996,179.995,1000,-7.76002,0.0402134,-3.2124,0.0447407,-11.0944,0.0565072
201565022116937,140.996,200,1000,-7.56405,0.0412737,-3.19424,0.0484036,-11.209,0.0482169
201570044117233,140.996,219.995,1000,-7.37237,0.0385607,-3.15259,0.0422498,-11.208,0.0595232
201575066115573,140.996,240,1000,-7.30771,0.0444626,-3.19562,0.0613976,-10.9369,0.0570339
