Inclinometer Kelag KQS901-51Q
Time [ns],rho [mm],phi [mm],z [mm],Along X [mDegree],Along X StdDev [mDegree],Along Y [mDegree],Along Y StdDev [mDegree]
3094246276633280,-15,179.986,300,2557.85,0.539069,2531.39,0.468882
3094259584635869,-10,179.986,300,2557.29,0.532047,2531.28,0.455104
3094273960633343,-5,179.986,300,2557.49,0.530813,2531.26,0.454168
3094289246633105,0,179.986,300,2557.04,0.667705,2530.92,0.527471
3094305648633629,5,179.986,300,2557.02,0.602115,2530.82,0.469542
3094323114634165,10,179.986,300,2556.78,0.592548,2530.7,0.445845
3094341688632528,15,179.986,300,2557.02,0.572354,2530.49,0.451083
3094361170634385,20,179.986,300,2557.53,0.533604,2530.39,0.417318
3094381716634958,25,179.986,300,2558.83,0.546201,2530.6,0.413674
3094403368632549,30,179.986,300,2562.66,0.512589,2531.48,0.402989
3094425888633873,35,179.986,300,2562.98,0.509909,2531.88,0.397903
3094449516633479,40,179.986,300,2563.27,0.551566,2532.12,0.425604
3094474214633352,45,179.986,300,2563.03,0.562122,2532.27,0.450135
3094500020634580,50,179.986,300,2562.83,0.585325,2532.36,0.480971
3094526694633060,55,179.986,300,2563.46,0.50989,2532.4,0.424473
3094554432634912,60,179.986,300,2564.21,0.554408,2532.27,0.470368
3094583280633180,65,179.986,300,2564.86,0.490062,2532,0.399376
3094612996633044,70,179.986,300,2564.98,0.633994,2531.69,0.542267
3094643786634180,75,179.986,300,2565.23,0.58484,2531.32,0.481679
3094675686633989,80,179.986,300,2565.19,0.557105,2531.13,0.42486
3094708458633171,85,179.986,300,2564.81,0.565034,2530.86,0.422037
3094742324633638,90,179.986,300,2565.01,0.633052,2530.41,0.534087
3094777256635274,95,179.986,300,2564.94,0.48751,2530.25,0.385831
3094813304633581,100,179.986,300,2565.39,0.524416,2530.04,0.427575
3094850186634156,105,179.986,300,2565.12,0.590891,2529.61,0.514908
3094888172633977,110,179.986,300,2565.93,0.596437,2529.17,0.47816
3094927264633913,115,179.986,300,2566.7,0.59561,2528.95,0.444117
3094967218635766,120,179.986,300,2566.04,0.576238,2528.88,0.463852
3095008242632497,125,179.986,300,2564.25,0.543748,2528.52,0.442106
3095050372632618,130,179.986,300,2564.51,0.477644,2528.63,0.378662
3095093568632745,135,179.986,300,2564.62,0.563395,2528.44,0.511198
3095137674633466,140,179.986,300,2566.75,0.515562,2528.23,0.404644
3095182860633421,145,179.986,300,2568.67,0.552276,2527.77,0.444412
3095229124635391,150,179.986,300,2569.5,0.741667,2528.18,0.558645
3095276286635406,155,179.986,300,2567.06,0.763283,2528.07,0.595063
3095324522634953,160,179.986,300,2563.72,0.536135,2527.86,0.43069
3095373886633900,165,179.986,300,2563.09,0.465883,2527.73,0.360857
3095424116634451,170,179.986,300,2561.72,0.503051,2527.69,0.394323
3095475426635004,175,179.986,300,2561.31,0.506347,2527.61,0.424188
3095527836634529,180,179.986,300,2561.13,0.496815,2527.45,0.392354
3095581308633605,185,179.986,300,2560.82,0.545945,2527.17,0.418562
3095635706632775,190,179.986,300,2560.88,0.53405,2527.06,0.388919
3095691182632807,195,179.986,300,2560.31,0.591781,2526.64,0.453739
3095747726635908,200,179.986,300,2560.41,0.581873,2526.44,0.455871
3095805176635934,205,179.986,300,2560.65,0.511806,2526.22,0.419189
3095863692632821,210,179.986,300,2561.36,0.546871,2526.17,0.427344
3095923314632726,215,179.986,300,2566.01,0.736454,2526.42,0.600585
3095983806633008,220,179.986,300,2565.52,0.746973,2526.28,0.570173
3096045382633746,225,179.986,300,2564.85,1.45282,2526.06,1.0203
3096108084634948,230,179.986,300,2563.93,1.60469,2526.06,1.10172
3096171902635485,235,179.986,300,2562.75,0.718567,2525.9,0.540739
3096236604633361,240,179.986,300,2561.93,0.604257,2525.65,0.477832
3096302332634972,245,179.986,300,2561.39,0.550626,2525.61,0.452221
3096369132635606,250,179.986,300,2562.24,0.630536,2525.81,0.520849
3096436852632707,255,179.986,300,2562.46,0.618807,2525.81,0.5093
3096505658632742,260,179.986,300,2563.21,0.596194,2526.04,0.469413
3096575528634876,265,179.986,300,2563.44,0.525513,2525.96,0.44384
3096646498634470,270,179.986,300,2563.37,0.693601,2526.38,0.542326
3096718354634444,275,179.986,300,2562.79,0.478457,2526.37,0.368155
3096791280634433,280,179.986,300,2562.15,0.50713,2526.57,0.398245
3096865324635693,285,179.986,300,2561.58,0.643333,2526.6,0.540881
3096940264635018,290,179.986,300,2561.39,0.590179,2526.57,0.503063
3097016318633600,295,179.986,300,2561.23,0.544718,2526.29,0.442097
3097093472633291,300,179.986,300,2560.94,0.602293,2525.83,0.443973
3097171488634491,305,179.986,300,2560.8,0.585933,2525.58,0.450818
3097250580633692,310,179.986,300,2558.53,0.625764,2525.51,0.488888
3097330740635218,315,179.986,300,2557.9,0.638593,2525.36,0.468379
3097411992632588,320,179.986,300,2557.83,0.640573,2525.06,0.512858
3097494138632567,325,179.986,300,2559.18,0.621217,2524.78,0.510525
3097577386633189,330,179.986,300,2561.23,0.610055,2524.47,0.498446
3097661696635487,335,179.986,300,2561.01,0.569789,2524.53,0.453295
3097746896633206,340,179.986,300,2559.83,0.551276,2524.55,0.445002
3097833154634102,345,179.986,300,2556.72,0.537493,2524.58,0.44296
3097920562634201,350,179.986,300,2555.82,0.548065,2524.72,0.445655
3098009028634104,355,179.986,300,2554.49,0.568741,2524.69,0.467809
3098098400634761,360,179.986,300,2553.63,0.571224,2524.75,0.458239
3098188838635338,365,179.986,300,2553.06,0.495962,2524.71,0.412785
3098280376633650,370,179.986,300,2552.28,0.532347,2524.53,0.429396
3098372774632555,375,179.986,300,2552,0.548019,2524.53,0.448183
3098466258634658,380,179.986,300,2552.15,0.538573,2524.4,0.431
3098560858635591,385,179.986,300,2552.01,0.555407,2524.33,0.473647
3098656522633176,390,179.986,300,2552.3,0.543632,2524.27,0.442649
3098753128635143,395,179.986,300,2552.91,0.578683,2524.29,0.464596
3098850802634550,400,179.986,300,2557.17,0.564178,2524.62,0.480383
3098949562635811,405,179.986,300,2557.84,0.5936,2524.63,0.478675
3099049188635700,410,179.986,300,2557.89,0.550417,2524.57,0.454004
3099149920633050,415,179.986,300,2557.67,0.502382,2524.57,0.404991
3099251730635127,420,179.986,300,2557.77,0.573401,2524.52,0.453612
3099354666635015,425,179.986,300,2557.85,0.508875,2524.51,0.409429
3099458456633993,430,179.986,300,2557.88,0.643699,2524.46,0.518836
3099563350634304,435,179.986,300,2558.96,1.22479,2524.67,0.867367
3099669310635544,440,179.986,300,2559.74,0.701775,2524.77,0.524064
3099776152633062,445,179.986,300,2560.46,0.596346,2524.95,0.482439
3099884106635257,450,179.986,300,2560.47,0.558763,2525.06,0.432582
