Sensys Flugate FL3-2
Time [ns],rho [mm],phi [mm],z [mm],Bx [nT],BxStdDev [nT],By [nT],ByStdDev [nT],Bz [nT],BzStdDev [nT]
200226073334320,767.998,0,250,-8.81761,0.0465954,-3.19973,0.0440411,-10.3424,0.0577602
200231093333656,767.998,19.9953,250,-9.11762,0.0430315,-3.17141,0.0630349,-11.3272,0.0504778
200236115331960,767.998,40,250,-8.06741,0.0529343,-3.06614,0.0589537,-11.8022,0.0552421
200241135333804,767.998,59.9953,250,-7.78724,0.0324868,-3.2394,0.0448457,-11.5776,0.0537647
200246155333188,767.998,80,250,-7.87294,0.03158,-3.18421,0.0430583,-11.335,0.0428996
200251179333207,767.998,99.9953,250,-7.60861,0.0421835,-3.20449,0.048141,-11.3771,0.0495268
200256275334141,767.998,120,250,-7.15016,0.0434916,-3.30374,0.0589773,-10.8655,0.0535299
200261307334049,767.998,139.995,250,-7.24744,0.0410675,-3.53265,0.0436429,-10.0671,0.0502128
200266333334632,767.998,160,250,-8.61108,0.0367222,-3.64987,0.0502543,-10.1058,0.0435224
200271355332839,767.998,162.485,250,-8.62577,0.0495639,-3.65274,0.0483301,-10.4279,0.0540525
200317343332159,767.998,200,250,-8.56204,0.0386835,-3.43131,0.0430065,-12.1029,0.0754335
200322365333450,767.998,202.406,250,-8.28757,0.0423276,-3.27276,0.037534,-12.338,0.0496495
200376353332224,767.998,240,250,-7.10796,0.0329085,-3.59217,0.0461927,-11.652,0.0618346
200381373332424,767.998,259.995,250,-7.05514,0.0344314,-3.12783,0.0476323,-10.9669,0.0452588
200386395334087,767.998,280,250,-6.94694,0.054986,-3.32052,0.0526912,-10.8422,0.0473269
200391415331972,767.998,299.995,250,-6.96675,0.0390204,-3.01169,0.0458381,-10.0612,0.0506235
200396435332196,767.998,320,250,-7.21932,0.04557,-3.45243,0.0562398,-9.88046,0.0553711
200401457334027,767.998,339.995,250,-8.54485,0.0427249,-3.37916,0.0572108,-9.43964,0.0544242
200406479333987,767.998,360,250,-8.84331,0.0358476,-3.18407,0.0425485,-10.4374,0.0592479
200434161335127,767.998,0,250,-8.88254,0.0483094,-3.21806,0.0521193,-10.4295,0.0801806
