Sensys Flugate FL3-2
Time [ns],rho [mm],phi [mm],z [mm],Bx [nT],BxStdDev [nT],By [nT],ByStdDev [nT],Bz [nT],BzStdDev [nT]
23936957238035,767.998,0,1000,186.491,0.0379538,-76.4051,0.0559541,-149.057,0.0593524
23941977238079,767.998,19.9953,1000,342.832,0.0323378,-124.943,0.061439,-100.728,0.0604448
23946997238411,767.998,40,1000,519.67,0.0470221,-214.27,0.0390296,111.112,0.0580979
23952017237459,767.998,59.9953,1000,528.881,0.0378069,-338.861,0.0438753,523.714,0.0877231
23957037236279,767.998,80,1000,212.389,0.0493395,-433.925,0.05529,871.26,0.0829481
23962057236527,767.998,99.9953,1000,-244.895,0.0341296,-425.928,0.0593484,863.748,0.0679727
23967077237016,767.998,120,1000,-547.576,0.0390402,-322.826,0.0480744,518.77,0.0694648
23972097239568,767.998,139.995,1000,-539.041,0.0371737,-199.764,0.0426115,116.752,0.0938473
23977117237476,767.998,160,1000,-367.543,0.0459112,-114.337,0.0413415,-96.7059,0.0857212
23982137239308,767.998,179.995,1000,-210.597,0.0413926,-69.3876,0.0484108,-152.241,0.0801251
23987157237624,767.998,200,1000,-115.485,0.0325592,-48.332,0.0422675,-146.426,0.0669148
23992177236829,767.998,219.995,1000,-62.0275,0.0367108,-37.1036,0.0601298,-126.223,0.0852642
23997197239669,767.998,240,1000,-34.1031,0.0365049,-31.5413,0.0519264,-113.439,0.0902597
24002217238345,767.998,259.995,1000,-13.3046,0.0403392,-30.2438,0.0367063,-107.96,0.0804767
24007237238281,767.998,280,1000,5.78859,0.0343927,-30.3423,0.050073,-107.149,0.0830172
24012257238421,767.998,299.995,1000,24.7563,0.0395275,-34.9273,0.0487586,-108.456,0.0634004
24017277238070,767.998,320,1000,50.7213,0.0394358,-41.6125,0.0476859,-118.388,0.0760938
24022387236239,767.998,339.995,1000,96.1419,0.0399912,-53.3863,0.0493261,-135.165,0.0630766
24028861239719,767.998,360,1000,188.732,0.0410432,-76.9151,0.0495377,-148.851,0.0577729
24057947238033,767.998,0,906,199.313,0.0463341,-61.9427,0.0429713,-155.366,0.0626582
24062967236433,767.998,19.9953,906,364.356,0.0694362,-101.51,0.0527355,-103.871,0.0646228
24067989237712,767.998,40,906,554.302,0.0542413,-174.628,0.0426914,122.677,0.0750995
24073011237876,767.998,59.9953,906,565.781,0.0491747,-276.226,0.0469946,565.48,0.0841346
24078033238124,767.998,80,906,226.925,0.0392669,-352.625,0.0560313,939.91,0.0713336
24083053237520,767.998,99.9953,906,-263.135,0.0364618,-343.809,0.0509792,930.071,0.0773026
24088073238872,767.998,120,906,-585.213,0.0410083,-257.552,0.0486168,555.786,0.0640589
24093093240476,767.998,139.995,906,-571.587,0.0550192,-157.579,0.0480151,125.216,0.0545995
24098159236379,767.998,160,906,-386.99,0.035292,-89.4009,0.0433569,-100.882,0.0777907
24103185239697,767.998,179.995,906,-220.055,0.0318393,-54.3581,0.0462833,-158.899,0.076594
24108205236417,767.998,200,906,-119.84,0.041209,-38.3157,0.0479178,-152.356,0.0463668
24113363238461,767.998,219.995,906,-64.9361,0.0350189,-29.787,0.042169,-131.505,0.0634477
24118495239072,767.998,240,906,-34.9108,0.037872,-24.7164,0.0449143,-118.562,0.0610722
24123521237602,767.998,259.995,906,-13.601,0.0413498,-24.7629,0.0534352,-111.734,0.0867066
24128541237479,767.998,280,906,6.40352,0.0370432,-24.1264,0.0511743,-111.792,0.058514
24133561238747,767.998,299.995,906,26.8264,0.0334543,-28.6873,0.0443836,-112.018,0.116096
24138581239055,767.998,320,906,53.4545,0.0381291,-33.2437,0.0426386,-123.125,0.0554855
24143601237107,767.998,339.995,906,101.843,0.0428203,-42.6875,0.0478703,-140.83,0.0616257
24148623238687,767.998,360,906,200.137,0.0440311,-62.0735,0.047324,-155.223,0.0613969
24176359238095,767.998,0,812,208.15,0.0446631,-46.04,0.0593514,-160.225,0.0879984
24181431238436,767.998,19.9953,812,381.021,0.0384096,-75.7954,0.0449166,-105.843,0.0953845
24186459239401,767.998,40,812,581.127,0.0373329,-130.861,0.0476833,131.311,0.0619261
24191489239047,767.998,59.9953,812,595.081,0.0392778,-207.325,0.0384138,598.564,0.0653805
24196551237626,767.998,80,812,237.508,0.0405052,-263.655,0.0453681,995.196,0.0765686
24201581236396,767.998,99.9953,812,-278.985,0.0408692,-253.661,0.0469413,982.532,0.0708969
24206601238984,767.998,120,812,-615.163,0.0462302,-186.631,0.0777123,585.502,0.0779873
24211623239927,767.998,139.995,812,-597.017,0.0373909,-111.493,0.0460484,131.914,0.0527628
24216645236875,767.998,160,812,-401.377,0.0389915,-62.4779,0.0450272,-104.44,0.0720911
24221665238839,767.998,179.995,812,-226.91,0.0423589,-38.3238,0.0440592,-163.91,0.0588889
24226685238487,767.998,200,812,-123.227,0.0404611,-27.8993,0.0469787,-156.512,0.120545
24231705238340,767.998,219.995,812,-67.1226,0.0365645,-22.4348,0.039504,-134.943,0.0573086
24236725239104,767.998,240,812,-35.4493,0.0357497,-18.2533,0.0400312,-122.736,0.0947272
24241745237936,767.998,259.995,812,-13.9176,0.0411844,-18.6952,0.0428027,-114.196,0.0511638
24246765237992,767.998,280,812,6.85242,0.0416581,-18.0897,0.0487528,-115.68,0.0617379
24251785237448,767.998,299.995,812,28.4561,0.0367199,-21.5222,0.0533835,-114.437,0.110518
24256805237324,767.998,320,812,55.569,0.0346879,-24.5897,0.0577515,-126.993,0.0717408
24261825238065,767.998,339.995,812,106.431,0.0441722,-31.403,0.0460856,-145.449,0.0766527
24266845239633,767.998,360,812,209.45,0.0495603,-46.2826,0.0407278,-160.049,0.0577334
24294527238997,767.998,0,718,214.399,0.0980041,-29.5476,0.0578743,-163.053,0.100203
24299547238969,767.998,19.9953,718,394.487,0.110087,-48.6367,0.0380309,-107.16,0.0706218
24304567237273,767.998,40,718,601.339,0.0788029,-84.1978,0.0439302,139.611,0.0609804
24309587236249,767.998,59.9953,718,615.576,0.0427039,-134.112,0.0405066,625.288,0.0551742
24314607236413,767.998,80,718,243.749,0.0482755,-168.87,0.0413151,1037.41,0.0746931
24319627236734,767.998,99.9953,718,-293.016,0.0450663,-157.6,0.0476995,1021.12,0.055527
24324647239310,767.998,120,718,-637.467,0.0365127,-110.113,0.0539376,605.606,0.0551328
