Sensys Flugate FL3-2
Time [ns],rho [mm],phi [mm],z [mm],Bphi [nT],BphiStdDev [nT],Bz [nT],BzStdDev [nT],Brho [nT],BrhoStdDev [nT]
287303199796744,0,129.993,450,-8.45289,0.0358626,-3.48729,0.0519525,-10.8721,0.0472816
287317859798807,0,129.993,150,-8.10024,0.0428687,-3.5954,0.0485136,-10.7993,0.0533592
287333119799012,0,134.999,450,-8.36425,0.0369743,-3.54318,0.0467337,-10.8853,0.0533252
287347777799155,0,134.999,150,-8.11246,0.0384471,-3.70541,0.0630296,-10.879,0.0424324
287363037799445,0,139.995,450,-8.3569,0.0365584,-3.47331,0.0542677,-10.9559,0.0408477
287377695798532,0,139.995,150,-8.11153,0.031064,-3.66293,0.0482183,-10.8154,0.0521747
287392955798234,0,144.992,450,-8.36045,0.0405516,-3.5173,0.0541679,-10.8356,0.0420717
287407613799997,0,144.992,150,-8.01808,0.0440138,-3.6855,0.0518416,-10.7169,0.056267
287422873797094,0,149.998,450,-8.33193,0.0542447,-3.46408,0.0513978,-10.7882,0.0565211
287437531797597,0,149.998,150,-8.01157,0.03993,-3.67893,0.0560499,-10.7387,0.0489821
287452791798307,0,154.994,450,-8.24258,0.0550233,-3.45586,0.0508139,-10.8022,0.0615805
287467451798221,0,154.994,150,-8.04717,0.0469934,-3.70296,0.0589299,-10.7144,0.0539901
287482711799927,0,160,450,-8.27489,0.049182,-3.47819,0.0516723,-10.8981,0.0639492
287497369798090,0,160,150,-8.05303,0.0359686,-3.75054,0.0510304,-10.7007,0.0533436
287512629796964,0,164.996,450,-8.27058,0.0396286,-3.4941,0.0580296,-10.8196,0.0479224
287527289798810,0,164.996,150,-7.99192,0.051243,-3.65261,0.0509411,-10.705,0.055555
287542549797276,0,169.993,450,-8.19018,0.0390815,-3.44837,0.0534816,-10.8398,0.0529278
287557207799147,0,169.993,150,-7.9755,0.0463413,-3.69483,0.0509873,-10.5597,0.0530685
287572467800120,0,174.999,450,-8.23886,0.0430808,-3.44808,0.0520047,-10.8572,0.0489214
287587125797395,0,174.999,150,-8.07541,0.044798,-3.66856,0.0553168,-10.626,0.0517327
287602385799161,0,179.995,450,-8.1666,0.0401495,-3.44405,0.0469777,-10.7972,0.0450893
287617045798811,0,179.995,150,-8.15481,0.0404942,-3.72858,0.0491677,-10.5441,0.0527177
287632305798441,0,184.992,450,-8.27535,0.0337272,-3.47835,0.0541096,-10.7836,0.0504813
287646963797048,0,184.992,150,-8.12625,0.0382185,-3.7026,0.0492099,-10.4983,0.0629506
287662223797746,0,189.998,450,-8.22275,0.0369577,-3.43175,0.0483002,-10.744,0.047093
287676881798009,0,189.998,150,-8.0326,0.0412603,-3.70101,0.0468094,-10.4624,0.0430659
287692141798646,0,194.994,450,-8.16596,0.0452193,-3.46014,0.0513812,-10.7717,0.0465067
287706799798837,0,194.994,150,-8.1072,0.0382674,-3.64932,0.0465152,-10.4256,0.0434732
287722059799571,0,200,450,-8.13222,0.0372222,-3.43314,0.0372781,-10.6708,0.0425674
287736717798934,0,200,150,-8.09544,0.0429796,-3.60011,0.0437394,-10.4401,0.0603437
287751977800220,0,204.996,450,-8.14222,0.0448155,-3.42564,0.0481773,-10.6535,0.0507811
287766635797147,0,204.996,150,-8.11543,0.0415036,-3.65271,0.0467997,-10.4358,0.0504338
287781895799452,0,209.993,450,-8.14162,0.039873,-3.48046,0.0483001,-10.5848,0.0441831
287796553798359,0,209.993,150,-8.08964,0.0420582,-3.6398,0.0531247,-10.3441,0.0534214
287811813798529,0,214.999,450,-8.19842,0.0401479,-3.46169,0.0419696,-10.646,0.0504071
287826471798132,0,214.999,150,-8.23184,0.0398182,-3.7145,0.0468646,-10.3409,0.0532359
287841731799490,0,219.995,450,-8.22598,0.0455469,-3.51482,0.0507809,-10.4992,0.0641942
287856389798121,0,219.995,150,-8.29593,0.0424481,-3.67504,0.0471373,-10.2584,0.0484871
287871649799286,0,224.992,450,-8.25706,0.0452777,-3.46453,0.050873,-10.5319,0.0553787
287886307798661,0,224.992,150,-8.29467,0.0384319,-3.70016,0.0488562,-10.2497,0.042333
287901567799191,0,229.998,450,-8.30312,0.0455419,-3.47935,0.0534969,-10.5333,0.0429105
287916225797270,0,229.998,150,-8.34096,0.0354638,-3.67719,0.0495811,-10.1833,0.0440499
287931485798003,0,234.994,450,-8.28308,0.0385815,-3.48059,0.049937,-10.4857,0.0593296
287946143798231,0,234.994,150,-8.38956,0.0317557,-3.74819,0.0481681,-10.2011,0.0635752
287961403799984,0,240,450,-8.31825,0.0405966,-3.5158,0.0444688,-10.4313,0.0725255
287976061799539,0,240,150,-8.36483,0.037774,-3.76269,0.050283,-10.2018,0.0467878
287991321799313,0,244.996,450,-8.36585,0.044265,-3.47218,0.0459107,-10.455,0.0443196
288005979798064,0,244.996,150,-8.4393,0.0413847,-3.7204,0.0404372,-10.1669,0.051884
288021239797261,0,249.993,450,-8.36129,0.0477612,-3.40041,0.0524928,-10.3492,0.0554896
288035897799564,0,249.993,150,-8.48702,0.0366434,-3.71138,0.0641288,-10.1861,0.046242
288051157798978,0,254.999,450,-8.34515,0.0378897,-3.38231,0.0470346,-10.3249,0.04395
288065815798041,0,254.999,150,-8.48338,0.044652,-3.67422,0.0579331,-10.2062,0.042066
288081075796963,0,259.995,450,-8.30634,0.0441555,-3.44617,0.0456274,-10.3592,0.0531229
288095733798534,0,259.995,150,-8.47542,0.039177,-3.62938,0.0426439,-10.2284,0.056128
288110993799003,0,264.992,450,-8.33098,0.0399196,-3.36267,0.0465009,-10.418,0.0445452
288125651798750,0,264.992,150,-8.47557,0.0359263,-3.61331,0.0479922,-10.1243,0.0592729
288140911797384,0,269.998,450,-8.37479,0.0357451,-3.42989,0.0549358,-10.24,0.0511573
288155569797767,0,269.998,150,-8.59903,0.039784,-3.62982,0.0503776,-10.1382,0.0470646
288170829797517,0,274.994,450,-8.47046,0.0377623,-3.43993,0.0424325,-10.3104,0.0535186
288185487797660,0,274.994,150,-8.5979,0.0382776,-3.58771,0.0483184,-10.1607,0.0501885
288200747797289,0,280,450,-8.49179,0.0386253,-3.33033,0.0586867,-10.2899,0.0405039
288215405798260,0,280,150,-8.64938,0.0404572,-3.51725,0.0589245,-10.2762,0.0504233
288230665796966,0,284.996,450,-8.52197,0.0399161,-3.38661,0.0551039,-10.2119,0.0463503
288245323799005,0,284.996,150,-8.70004,0.0453873,-3.5959,0.0445873,-10.2783,0.0443941
288260583799751,0,289.993,450,-8.59354,0.0350579,-3.25875,0.0575358,-10.2231,0.0513037
288275243797925,0,289.993,150,-8.72385,0.0401857,-3.50962,0.0441928,-10.2335,0.0533749
