Sensys Flugate FL3-2
Time [ns],rho [mm],phi [mm],z [mm],Bx [nT],BxStdDev [nT],By [nT],ByStdDev [nT],Bz [nT],BzStdDev [nT]
12741985774395,250,0,350,0,0,0,0,0,0
12747407775327,250,40,350,0,0,0,0,0,0
12752829774675,250,80,350,0,0,0,0,0,0
12758251775450,250,120,350,0,0,0,0,0,0
12763673775026,250,160,350,0,0,0,0,0,0
12769095775550,250,200,350,0,0,0,0,0,0
12774517774586,250,240,350,0,0,0,0,0,0
12779939773622,250,280,350,0,0,0,0,0,0
12785361772765,250,320,350,0,0,0,0,0,0
12790783772989,250,360,350,0,0,0,0,0,0
