Sensys Flugate FL3-2
Time [ns],rho [mm],phi [mm],z [mm],Bx [nT],BxStdDev [nT],By [nT],ByStdDev [nT],Bz [nT],BzStdDev [nT]
1345630217373820,0,0,0,-191.641,0.19491,-524.603,1.34967,-270.817,0.730925
1345638221372334,0,0,0,-191.425,0.180288,-523.507,0.621909,-269.705,0.336578
1345646225374112,0,0,0,-191.617,0.199131,-525.057,2.19306,-270.529,1.18871
1345654227372886,0,0,0,-191.914,0.18513,-523.411,0.375479,-269.711,0.297557
1345662231374988,0,0,0,-191.831,0.17406,-522.922,0.373863,-269.483,0.288888
1345670235374654,0,0,0,-192.109,0.18625,-526.176,1.59789,-271.434,0.934326
1345678239373216,0,0,0,-192.598,0.194481,-523.632,0.313096,-271.308,0.283455
1345686243374562,0,0,0,-192.509,0.177954,-523.561,0.322983,-271.194,0.324098
1345694245375219,0,0,0,-192.77,0.21713,-527.125,1.25494,-272.972,0.716061
1345702247373584,0,0,0,-192.935,0.14586,-523.982,0.233002,-271.151,0.229546
