Sensys Flugate FL3-2
Time [ns],rho [mm],phi [mm],z [mm],Bx [nT],BxStdDev [nT],By [nT],ByStdDev [nT],Bz [nT],BzStdDev [nT]
1023553234026577,0,0,0,-159.924,0.0430952,-215.708,0.0101902,-264.775,0.0118252
1023556254028159,0,0,0,-159.924,0.0430952,-215.708,0.0101902,-264.775,0.0118252
1023559256034761,0,0,0,-159.924,0.0430952,-215.708,0.0101902,-264.775,0.0118252
1023562258028415,0,0,0,-159.924,0.0430952,-215.708,0.0101902,-264.775,0.0118252
1023565260043333,0,0,0,-159.924,0.0430952,-215.708,0.0101902,-264.775,0.0118252
1023568262028827,0,0,0,-159.924,0.0430952,-215.708,0.0101902,-264.775,0.0118252
1023571264039989,0,0,0,-159.924,0.0430952,-215.708,0.0101902,-264.775,0.0118252
1023574266028699,0,0,0,-159.924,0.0430952,-215.708,0.0101902,-264.775,0.0118252
1023577268039801,0,0,0,-159.924,0.0430952,-215.708,0.0101902,-264.775,0.0118252
1023580270028919,0,0,0,-159.924,0.0430952,-215.708,0.0101902,-264.775,0.0118252
1023583272051697,0,0,0,-159.924,0.0430952,-215.708,0.0101902,-264.775,0.0118252
1023586274038391,0,0,0,-159.924,0.0430952,-215.708,0.0101902,-264.775,0.0118252
1023589276035309,0,0,0,-159.924,0.0430952,-215.708,0.0101902,-264.775,0.0118252
1023592278028195,0,0,0,-159.924,0.0430952,-215.708,0.0101902,-264.775,0.0118252
1023595280032985,0,0,0,-159.924,0.0430952,-215.708,0.0101902,-264.775,0.0118252
1023598282027287,0,0,0,-159.924,0.0430952,-215.708,0.0101902,-264.775,0.0118252
1023601284030925,0,0,0,-159.924,0.0430952,-215.708,0.0101902,-264.775,0.0118252
1023604286053343,0,0,0,-159.924,0.0430952,-215.708,0.0101902,-264.775,0.0118252
1023607288049325,0,0,0,-159.924,0.0430952,-215.708,0.0101902,-264.775,0.0118252
1023610290026359,0,0,0,-159.924,0.0430952,-215.708,0.0101902,-264.775,0.0118252
1023613292040137,0,0,0,-159.924,0.0430952,-215.708,0.0101902,-264.775,0.0118252
1023616294026987,0,0,0,-159.924,0.0430952,-215.708,0.0101902,-264.775,0.0118252
1023619296048757,0,0,0,-159.924,0.0430952,-215.708,0.0101902,-264.775,0.0118252
1023622298027195,0,0,0,-159.924,0.0430952,-215.708,0.0101902,-264.775,0.0118252
