Sensys Flugate FL3-2
Time [ns],rho [mm],phi [mm],z [mm],Bx [nT],BxStdDev [nT],By [nT],ByStdDev [nT],Bz [nT],BzStdDev [nT]
202875586116608,608.995,0,1000,-8.6048,0.0411457,-3.30285,0.0521495,-10.2133,0.0468962
202880608116976,608.995,19.9953,1000,-8.68862,0.0371989,-3.19089,0.0501402,-10.8145,0.044984
202885630114991,608.995,40,1000,-8.25252,0.032654,-3.29105,0.0483375,-11.1063,0.0466883
202890688116116,608.995,59.9953,1000,-7.92141,0.0410836,-3.2392,0.0466719,-11.0954,0.0501671
202895710117096,608.995,80,1000,-7.78126,0.038062,-3.09663,0.0412856,-11.0089,0.0526495
202900754114685,608.995,99.9953,1000,-7.71426,0.0464974,-2.95333,0.0422433,-10.8016,0.0474079
202905830115289,608.995,120,1000,-7.66477,0.0399089,-2.93783,0.0540751,-10.5597,0.0538114
202910852115728,608.995,139.995,1000,-8.02979,0.0366236,-3.06474,0.0522211,-10.2416,0.0620613
202915874114908,608.995,160,1000,-8.57679,0.0385528,-3.29308,0.0463626,-10.3963,0.0477636
202920896115683,608.995,179.995,1000,-8.69352,0.0367344,-3.44922,0.0511626,-11.0152,0.0541941
202925918117191,608.995,200,1000,-8.34708,0.0486706,-3.51614,0.0454829,-11.6582,0.0435692
202930940116286,608.995,219.995,1000,-7.55749,0.0394693,-3.55295,0.049772,-11.6893,0.0504829
202935962117482,608.995,240,1000,-7.11805,0.0351229,-3.40242,0.0570028,-11.3199,0.0384482
202940984117742,608.995,259.995,1000,-6.98531,0.0362982,-3.28984,0.0564894,-10.8907,0.0588161
202946006114257,608.995,280,1000,-7.03401,0.0399468,-3.19098,0.0464939,-10.4141,0.0506977
202951028116029,608.995,299.995,1000,-7.2758,0.0436714,-3.20962,0.0498043,-10.072,0.0394267
202956050116672,608.995,320,1000,-7.66658,0.0356112,-3.26012,0.0559756,-9.80013,0.0531698
202961072114436,608.995,339.995,1000,-8.22795,0.0383338,-3.24189,0.0466819,-9.68781,0.0500937
202966092116940,608.995,360,1000,-8.6974,0.0362126,-3.24863,0.0429556,-10.2588,0.0503855
202993774115188,608.995,0,1000,-8.64922,0.038632,-3.22207,0.041967,-10.1719,0.0557825
203001010116031,660.996,0,1000,-8.72665,0.0454551,-3.17409,0.0479637,-10.2044,0.0526172
203006030114899,660.996,19.9953,1000,-8.80538,0.0461735,-3.23546,0.0499368,-10.868,0.0564994
203011050116887,660.996,40,1000,-8.28235,0.0450448,-3.31123,0.0384976,-11.1757,0.0440524
203016072116487,660.996,59.9953,1000,-7.91802,0.0370876,-3.22513,0.0538992,-11.0288,0.0456393
203021092117107,660.996,80,1000,-7.79349,0.0407983,-3.09711,0.0532055,-10.8595,0.0491784
203026114116563,660.996,99.9953,1000,-7.74802,0.0408319,-2.94791,0.0443285,-10.7882,0.0519468
203031134114819,660.996,120,1000,-7.65437,0.0353851,-2.91759,0.0542732,-10.5496,0.0477003
203036154115511,660.996,139.995,1000,-7.98191,0.0361123,-2.9122,0.0531381,-10.148,0.0541339
203041174116527,660.996,160,1000,-8.69019,0.0547325,-3.18086,0.0517418,-10.2553,0.0513936
