Sensys Flugate FL3-2
Time [ns],rho [mm],phi [mm],z [mm],Bx [nT],BxStdDev [nT],By [nT],ByStdDev [nT],Bz [nT],BzStdDev [nT]
1361440657016806,0,0,0,80.7469,0.954418,-770.914,4.1232,-406.859,2.1439
1361441761017744,0,0,0,81.2736,0.229847,-773.319,0.664768,-408.084,0.356994
1361442863015677,0,0,0,81.1882,0.23257,-773.135,0.578056,-408.005,0.353427
1361443965014665,0,0,0,81.1951,0.271539,-773.244,0.645249,-407.95,0.325501
1361445069016143,0,0,0,81.3361,0.202862,-773.149,0.55846,-408.164,0.337956
1361446171016919,0,0,0,81.205,0.213373,-772.891,0.609167,-408.053,0.403606
1361447275016897,0,0,0,81.2765,0.252628,-773.162,0.639899,-408.179,0.320638
1361448377015453,0,0,0,81.178,0.235545,-772.857,0.581745,-408.129,0.349213
1361449479017190,0,0,0,81.1029,0.208319,-772.651,0.652125,-407.874,0.366884
1361450583015488,0,0,0,81.2158,0.196579,-772.822,0.638602,-407.886,0.427793
1361451685015496,0,0,0,81.2382,0.264545,-772.888,0.68752,-407.605,0.398595
1361452787015565,0,0,0,81.289,0.200298,-772.599,0.660774,-407.503,0.401374
1361453889016222,0,0,0,81.4144,0.199036,-772.627,0.566862,-407.57,0.306225
1361454993016595,0,0,0,81.4073,0.230317,-772.692,0.6458,-407.741,0.418477
1361456095016760,0,0,0,81.3864,0.22083,-772.55,0.632945,-407.781,0.337831
1361457199015009,0,0,0,81.2138,0.205621,-772.566,0.637335,-407.587,0.335466
1361458301017838,0,0,0,81.2044,0.211463,-773.237,0.682158,-407.844,0.367079
1361459403017114,0,0,0,81.5467,0.238872,-773.303,0.670911,-407.873,0.300085
1361460505016943,0,0,0,81.5157,0.233938,-773.485,0.541844,-407.942,0.34628
1361461607014660,0,0,0,81.2925,0.224902,-773.271,0.637456,-407.625,0.381234
1361462711016905,0,0,0,81.4092,0.195649,-773.51,0.641767,-407.587,0.30355
1361463815017963,0,0,0,81.4038,0.223895,-773.758,0.700405,-407.837,0.373797
1361464917016783,0,0,0,81.5135,0.228332,-773.865,0.580227,-407.826,0.365135
