Inclinometer Kelag KQS901-51Q
Time [ns],rho [mm],phi [mm],z [mm],Along X [mDegree],Along X StdDev [mDegree],Along Y [mDegree],Along Y StdDev [mDegree]
615250877568570,53.9945,99.9953,250,41.7361,7.69835,-42.8389,3.82572
615253897567848,53.9945,120,250,43.3825,9.03825,-44.7142,6.61972
615256917567282,53.9945,139.995,250,45.2041,8.19674,-45.6867,6.23513
615259937567748,53.9945,160,250,45.9161,6.81504,-46.4987,5.32505
615262957566702,53.9945,179.995,250,45.8528,1.96445,-46.2484,3.16791
615265977568752,53.9945,200,250,44.6401,7.54789,-45.2501,3.31655
615268997568390,53.9945,219.995,250,42.975,4.89342,-43.7017,3.0754
615272017566312,53.9945,240,250,40.5205,2.70623,-41.4348,2.33385
615275037569022,53.9945,259.995,250,37.4738,3.62776,-38.6396,2.14173
615278057567628,53.9945,280,250,35.0502,6.69481,-35.7557,4.43071
615281077566570,53.9945,299.995,250,32.498,6.37071,-33.3137,4.08246
615284097567588,53.9945,320,250,30.2992,4.59685,-31.0411,3.76613
615287117569159,53.9945,339.995,250,29.646,3.31591,-30.1623,3.74681
615290137567993,53.9945,360,250,30.5519,2.20436,-31.1163,2.48421
615315813566575,30.9963,0,250,30.8419,1.45672,-30.3824,1.081
615318833568241,30.9963,19.9953,250,32.5985,2.2664,-33.3843,1.58369
615321853565959,30.9963,40,250,35.1237,4.25295,-35.9987,3.26794
615324873568417,30.9963,59.9953,250,37.4878,3.87045,-38.556,3.88408
615327893568931,30.9963,80,250,39.9836,4.33268,-41.0327,2.59303
615330913566505,30.9963,99.9953,250,41.9093,7.7407,-43.0864,4.86826
615333933567895,30.9963,120,250,43.5532,8.82564,-45.0128,6.71613
615336953568757,30.9963,139.995,250,45.4225,9.13832,-46.0388,6.27596
615339973566823,30.9963,160,250,46.1593,5.93738,-46.6415,5.79339
615342993567709,30.9963,179.995,250,46.1018,2.39058,-46.5082,3.40735
615346013566771,30.9963,200,250,44.9676,4.8026,-45.6117,2.50506
615349033568125,30.9963,219.995,250,43.2624,5.82383,-43.9908,3.11853
615352053568351,30.9963,240,250,40.6135,5.24985,-41.7636,3.08756
615355073569069,30.9963,259.995,250,37.6747,3.71243,-39.0154,1.54951
615358093568767,30.9963,280,250,34.9542,5.71297,-35.8388,3.53357
615361113566053,30.9963,299.995,250,31.7498,7.36665,-32.7216,4.74748
615364133566015,30.9963,320,250,29.1515,5.94527,-30.1246,4.78927
615367153567141,30.9963,339.995,250,28.4044,3.6814,-29.1424,4.44164
615370173567007,30.9963,360,250,29.2015,1.60484,-30.1008,2.32498
