Inclinometer Kelag KQS901-51Q
Time [ns],rho [mm],phi [mm],z [mm],Along X [mDegree],Along X StdDev [mDegree],Along Y [mDegree],Along Y StdDev [mDegree]
615075703567161,100,0,250,28.3732,1.45778,-28.3205,1.07391
615078723568863,100,19.9953,250,30.8983,3.93842,-31.3558,1.69438
615081743567949,100,40,250,32.8168,2.63903,-33.48,2.35488
615084763568811,100,59.9953,250,35.0227,2.97738,-35.9008,1.67992
615087783568341,100,80,250,37.7966,3.77314,-38.6205,3.74604
615090803565987,100,99.9953,250,39.8056,6.04316,-40.85,5.03654
615093823567209,100,120,250,41.3898,10.685,-42.397,9.80077
615096843567051,100,139.995,250,43.3852,6.47075,-43.6701,5.56203
615099863568034,100,160,250,43.6657,5.54417,-44.3401,5.2843
615102883567144,100,179.995,250,43.6432,2.46455,-44.1719,2.26501
615105903566914,100,200,250,42.766,4.65159,-43.1138,2.55726
615108923569288,100,219.995,250,40.6899,5.46069,-41.4303,2.45689
615111943566634,100,240,250,38.3406,2.02305,-39.0507,1.6333
615114963567400,100,259.995,250,35.159,5.66736,-36.0923,4.16074
615117983568958,100,280,250,32.786,3.83203,-33.5325,2.97247
615121003567312,100,299.995,250,29.9222,4.34033,-30.5458,2.97168
615124023566254,100,320,250,27.7149,3.36175,-28.2949,2.79221
615127043566984,100,339.995,250,27.1044,2.44668,-27.541,3.01307
615130063566970,100,360,250,28.1847,1.74621,-28.776,1.63511
615155741566841,76.9927,0,250,29.0717,1.60364,-28.9775,1.0599
615158761566047,76.9927,19.9953,250,31.7516,8.18396,-32.0889,3.99899
615161781568241,76.9927,40,250,33.3621,2.70551,-34.1353,2.38624
615164801567099,76.9927,59.9953,250,35.5306,3.05775,-36.5037,1.85369
615167821568921,76.9927,80,250,38.3508,5.27883,-39.2614,6.5284
615170841566279,76.9927,99.9953,250,40.2391,6.1302,-41.3475,4.43332
615173861568257,76.9927,120,250,41.9366,10.6955,-43.1304,8.86222
615176881569227,76.9927,139.995,250,43.8326,7.42016,-44.1913,6.05915
615179901567485,76.9927,160,250,44.246,6.75423,-44.8102,5.11736
615182921566259,76.9927,179.995,250,44.2508,2.04982,-44.7177,2.56675
615185941566629,76.9927,200,250,43.3198,5.78709,-43.6914,2.61353
615188961566735,76.9927,219.995,250,41.2315,4.39158,-42.0355,2.32171
615191981567873,76.9927,240,250,38.9569,2.67143,-39.811,2.24274
615195001566731,76.9927,259.995,250,35.6678,5.77859,-36.7749,3.33787
615198021568242,76.9927,280,250,33.1519,4.5136,-33.9821,2.85426
615201041568636,76.9927,299.995,250,29.9726,5.59331,-30.7591,3.46859
615204061568118,76.9927,320,250,27.877,4.40494,-28.6204,3.62557
615207081566832,76.9927,339.995,250,27.3593,3.04307,-27.9191,3.46964
615210101568042,76.9927,360,250,28.527,1.828,-29.1421,2.13013
615235777568988,53.9945,0,250,30.8803,1.42495,-30.6098,1.13323
615238797567966,53.9945,19.9953,250,32.9543,4.13724,-33.4507,1.93513
615241817569368,53.9945,40,250,35.0274,2.6821,-35.8063,2.2199
615244837569294,53.9945,59.9953,250,37.2161,2.86949,-38.2275,2.04486
615247857566892,53.9945,80,250,39.7043,4.30655,-40.6936,3.59025
