Sensys Flugate FL3-2
Time [ns],rho [mm],phi [mm],z [mm],Bphi [nT],BphiStdDev [nT],Bz [nT],BzStdDev [nT],Brho [nT],BrhoStdDev [nT]
67299495023406,0,0,575,-8.39288,0.0316754,-3.42059,0.0469936,-9.1335,0.0533859
67303915025007,0,9.99298,575,-8.63604,0.0387671,-3.42534,0.0428284,-9.00207,0.0402766
67308335025636,0,19.9953,575,-8.94121,0.0425062,-3.4177,0.0395915,-9.06477,0.0483692
67312755022917,0,29.9977,575,-9.31827,0.0350993,-3.45737,0.0395738,-9.04427,0.0526014
67317175024278,0,40,575,-9.61295,0.0417258,-3.37905,0.0537246,-9.11077,0.0410714
67321595025543,0,49.993,575,-9.88551,0.038461,-3.43114,0.0614558,-9.27346,0.042007
67326015025296,0,59.9953,575,-10.1486,0.0442125,-3.43663,0.048076,-9.46715,0.0481191
67330435024029,0,69.9977,575,-10.3796,0.0353475,-3.3655,0.0420388,-9.72012,0.0399059
67334855025306,0,80,575,-10.5858,0.0410556,-3.44151,0.0447957,-9.98653,0.0417084
67339275022743,0,89.993,575,-10.6889,0.042007,-3.42409,0.0461028,-10.3047,0.0446479
67343695023756,0,99.9953,575,-10.7425,0.0323772,-3.42739,0.0476145,-10.5776,0.0546472
67348115024877,0,109.998,575,-10.7739,0.0383163,-3.50828,0.0531167,-10.8809,0.0613735
67352535024402,0,120,575,-10.6921,0.0379161,-3.52253,0.0609983,-11.1988,0.0464886
67356955023927,0,129.993,575,-10.5827,0.0392701,-3.46721,0.0490657,-11.4947,0.0480666
67361375025636,0,139.995,575,-10.4387,0.0369235,-3.49153,0.0451922,-11.7681,0.051622
67365795025977,0,149.998,575,-10.21,0.0353991,-3.45644,0.0496782,-12.0539,0.0544716
67370215024098,0,160,575,-10.0071,0.0347024,-3.48921,0.0396096,-12.2799,0.0603884
67374635024524,0,169.993,575,-9.78302,0.0412958,-3.39402,0.0731972,-12.403,0.0495521
67379055026209,0,179.995,575,-9.47701,0.0444333,-3.35935,0.0443756,-12.534,0.0528573
67383475023634,0,189.998,575,-9.18164,0.0440659,-3.42675,0.0450816,-12.6571,0.0512643
67387895024035,0,200,575,-8.87325,0.0322777,-3.41052,0.0495312,-12.6142,0.040812
67392315023164,0,209.993,575,-8.57486,0.0391312,-3.38591,0.0443859,-12.5531,0.046823
67396735025521,0,219.995,575,-8.2896,0.0455658,-3.39521,0.0463534,-12.496,0.0547634
67401155023138,0,229.998,575,-7.98014,0.0444583,-3.41568,0.0415424,-12.3761,0.0484015
67405575024835,0,240,575,-7.79708,0.0409584,-3.33361,0.0448601,-12.1757,0.0454356
67409995024612,0,249.993,575,-7.60384,0.0339232,-3.33058,0.0479793,-11.9653,0.0393508
67414415023285,0,259.995,575,-7.40673,0.0460471,-3.37375,0.0394634,-11.754,0.0481157
67418835025102,0,269.998,575,-7.27325,0.0304577,-3.36729,0.0503728,-11.4262,0.0428154
67423255026103,0,280,575,-7.16225,0.0299304,-3.43145,0.0489444,-11.1286,0.0418674
67427675023312,0,289.993,575,-7.14945,0.0371895,-3.39018,0.0445162,-10.9415,0.047996
67432095023401,0,299.995,575,-7.15115,0.0408885,-3.34156,0.0490099,-10.6181,0.059536
67436515025998,0,309.998,575,-7.22794,0.0332062,-3.33557,0.0414791,-10.2312,0.0495557
67440935025055,0,320,575,-7.35614,0.0411323,-3.40459,0.0444478,-9.95325,0.0494189
67445355025864,0,329.993,575,-7.53131,0.0363132,-3.41709,0.0460499,-9.71116,0.0474362
67449775025713,0,339.995,575,-7.76859,0.045022,-3.38973,0.0499454,-9.48386,0.0488272
67454195022983,0,349.998,575,-8.01647,0.0347369,-3.39671,0.043873,-9.29846,0.0457485
67458615024572,0,360,575,-8.30384,0.0318849,-3.41376,0.051916,-9.23259,0.04781
67486297023647,0,0,575,-8.32876,0.0409746,-3.46009,0.0474671,-9.23589,0.043673
67524199024198,500,0,575,-9.14782,0.0341825,-3.86002,0.0519726,-9.33049,0.0544465
67528619024839,500,9.99298,575,-9.31839,0.0361221,-3.84228,0.0649364,-9.57042,0.0475627
67533039025745,500,19.9953,575,-9.39935,0.0387791,-3.72891,0.0460197,-9.81532,0.0485941
67537459024082,500,29.9977,575,-9.4091,0.0349575,-3.71896,0.0508988,-9.99349,0.0539202
