Sensys Flugate FL3-2
Time [ns],rho [mm],phi [mm],z [mm],Bx [nT],BxStdDev [nT],By [nT],ByStdDev [nT],Bz [nT],BzStdDev [nT]
2854266318015350,0,0,0,98.3155,0.242401,107.08,0.191491,-349.337,0.356276
2854269320029464,0,0,0,98.3153,0.228393,106.932,0.302627,-348.798,0.35147
2854272322013806,0,0,0,98.2891,0.247248,106.876,0.285801,-348.854,0.208894
2854275324027896,0,0,0,98.5637,0.214311,107.125,0.24568,-349.223,0.285653
2854278326014470,0,0,0,98.6157,0.192013,107.147,0.254064,-348.823,0.25017
2854281328037524,0,0,0,98.7189,0.197429,107.118,0.285152,-348.972,0.31318
2854284330015662,0,0,0,98.2638,0.226917,106.785,0.250986,-348.765,0.266255
2854287332035944,0,0,0,98.4905,0.302711,107.073,0.23377,-348.754,0.308536
2854290334014634,0,0,0,98.6292,0.298771,107.265,0.237208,-348.834,0.259695
2854293336027404,0,0,0,98.7441,0.194423,107.427,0.311422,-348.91,0.241372
