Sensys Flugate FL3-2
Time [ns],rho [mm],phi [mm],z [mm],Bx [nT],BxStdDev [nT],By [nT],ByStdDev [nT],Bz [nT],BzStdDev [nT]
1363577850550614,0,0,0,69.8981,0.183162,-745.71,0.34952,-396.617,0.32007
1363578954550387,0,0,0,73.7604,0.193532,-763.688,0.468698,-405.935,0.360994
1363580058551205,0,0,0,73.7367,0.219943,-763.434,0.289999,-406.408,0.24991
1363581160551322,0,0,0,73.7791,0.212518,-763.243,0.362356,-406.366,0.239874
1363582262552818,0,0,0,73.6585,0.182546,-763.092,0.349741,-406.451,0.231691
1363583364551159,0,0,0,73.8627,0.174305,-763.754,0.304261,-406.59,0.290023
1363584466552931,0,0,0,73.8233,0.213487,-763.767,0.337832,-406.962,0.192075
1363585568549796,0,0,0,74.0081,0.232957,-764.439,0.336771,-406.904,0.320835
1363586670549685,0,0,0,73.9847,0.216464,-764.891,0.340031,-406.864,0.228337
1363587772551733,0,0,0,74.142,0.199814,-765.052,0.312324,-407.175,0.252004
1363588874552306,0,0,0,74.067,0.154623,-764.024,0.417242,-406.942,0.219611
1363589976551043,0,0,0,74.0368,0.169732,-763.805,0.287998,-406.781,0.26173
1363591078551483,0,0,0,74.1622,0.174155,-764.128,0.315155,-406.977,0.244896
1363592180549860,0,0,0,73.8532,0.1791,-763.859,0.308509,-406.781,0.288712
1363593282552953,0,0,0,73.841,0.17021,-763.461,0.296652,-406.385,0.216274
1363594384551845,0,0,0,73.8648,0.206247,-763.515,0.315043,-406.379,0.275566
1363595486549562,0,0,0,73.8197,0.170006,-763.269,0.37655,-406.207,0.265239
1363596588550770,0,0,0,73.7305,0.362488,-762.863,1.40787,-406.153,0.714236
1363597690552567,0,0,0,69.8862,0.201549,-745.383,0.331532,-397.083,0.219826
1363598792551268,0,0,0,69.8251,0.170543,-745.743,0.346822,-396.959,0.278277
1363599894552452,0,0,0,69.993,0.236693,-745.614,0.33665,-396.97,0.235335
1363600996550421,0,0,0,69.623,0.1915,-745.403,0.286726,-396.936,0.287943
1363602098551678,0,0,0,69.8813,0.169801,-746.35,0.344064,-397.217,0.274959
1363603200551326,0,0,0,69.9582,0.186892,-746.006,0.357337,-396.949,0.251475
1363604302550291,0,0,0,69.9122,0.242566,-746.063,0.388727,-397.177,0.20351
1363605404551991,0,0,0,69.7202,0.250177,-745.886,0.332208,-396.747,0.334917
1363606506550260,0,0,0,69.5357,0.238259,-745.971,0.338736,-396.854,0.308208
1363607608549621,0,0,0,69.7544,0.19843,-746.602,0.284595,-396.809,0.201434
1363608710552749,0,0,0,69.7893,0.170295,-746.501,0.330928,-396.728,0.272475
1363609812549494,0,0,0,69.807,0.181158,-746.13,0.331835,-396.675,0.272594
1363610914550607,0,0,0,69.728,0.195968,-745.909,0.316821,-396.691,0.248554
1363612016550375,0,0,0,69.8077,0.18152,-745.484,0.437185,-396.576,0.285394
1363613118549544,0,0,0,69.9159,0.167787,-746.339,0.335572,-397.01,0.259737
1363614220549553,0,0,0,69.9833,0.185501,-746.752,0.310228,-397.524,0.269105
1363615322552429,0,0,0,70.1068,0.202527,-746.563,0.359037,-397.21,0.217951
1363616424550542,0,0,0,69.8454,0.164014,-746.02,0.321593,-396.971,0.259701
1363617526549770,0,0,0,69.6176,0.180384,-745.265,0.5679,-396.417,0.285017
1363618628552419,0,0,0,69.6161,0.177158,-744.89,0.275083,-396.076,0.28888
1363619730550244,0,0,0,69.6352,0.189063,-744.802,0.366883,-396.346,0.257762
1363620832550624,0,0,0,69.8353,0.322567,-745.406,1.2338,-396.615,0.624324
1363621934551593,0,0,0,73.562,0.196707,-763.198,0.360969,-405.698,0.25757
1363623036551626,0,0,0,73.6527,0.179937,-763.218,0.31216,-405.939,0.263385
1363624138552582,0,0,0,73.7135,0.198363,-763.097,0.372487,-405.858,0.290054
1363625240550203,0,0,0,73.7604,0.193941,-762.865,0.367051,-405.659,0.248415
1363626342551051,0,0,0,73.6121,0.191896,-762.965,0.312281,-405.413,0.216077
1363627444551468,0,0,0,73.693,0.151811,-762.857,0.41321,-405.653,0.246208
1363628546552701,0,0,0,73.6572,0.196747,-763.087,0.347759,-405.911,0.27491
1363629648550021,0,0,0,73.7728,0.234212,-762.936,0.29866,-406.02,0.3101
1363630750550930,0,0,0,73.6394,0.20955,-763.233,0.344915,-406.034,0.271425
1363631852551695,0,0,0,73.5219,0.194776,-763.734,0.30316,-406.105,0.263926
1363632954551343,0,0,0,73.5608,0.186716,-763.416,0.349215,-406.176,0.235402
1363634056552156,0,0,0,73.6304,0.204382,-763.684,0.34461,-405.979,0.200125
1363635158552993,0,0,0,73.7226,0.195602,-763.06,0.341496,-405.812,0.227228
1363636260550085,0,0,0,73.4223,0.163803,-763.196,0.316617,-405.683,0.257013
1363637362552242,0,0,0,73.3137,0.185224,-762.85,0.441498,-405.887,0.260064
1363638464549478,0,0,0,73.3762,0.201084,-762.623,0.353624,-405.593,0.283592
1363639566550915,0,0,0,72.9577,1.22072,-760.548,5.19719,-404.65,2.6959
1363640668552340,0,0,0,69.3005,0.17556,-744.432,0.308344,-396.053,0.307941
1363641770552564,0,0,0,69.2589,0.206098,-745.243,0.295769,-396.2,0.319246
1363642872550041,0,0,0,69.4046,0.178852,-745.424,0.373221,-396.411,0.286207
1363643974551262,0,0,0,69.4241,0.146366,-745.231,0.286571,-396.179,0.305024
1363645076549506,0,0,0,69.3137,0.209003,-745.369,0.360517,-396.401,0.278374
1363646178549875,0,0,0,69.4441,0.150963,-745.14,0.301688,-396.745,0.260121
1363647280550087,0,0,0,69.5097,0.18097,-745.089,0.290224,-396.855,0.269552
1363648382550876,0,0,0,69.478,0.215482,-744.672,0.310088,-396.496,0.266284
1363649484551269,0,0,0,69.1705,0.172261,-744.928,0.28344,-396.347,0.235348
1363650586550125,0,0,0,69.2482,0.176374,-744.365,0.360517,-396.506,0.257893
1363651688550074,0,0,0,69.1476,0.150667,-744.363,0.293849,-396.462,0.261339
1363652790550035,0,0,0,69.1236,0.192353,-744.473,0.326476,-396.186,0.235577
1363653894551968,0,0,0,69.217,0.165504,-744.558,0.291068,-396.235,0.188214
1363654996552325,0,0,0,69.1866,0.160541,-744.573,0.312364,-396.357,0.24939
1363656098551637,0,0,0,69.2773,0.166597,-744.852,0.330771,-396.397,0.2954
1363657200550170,0,0,0,69.3989,0.184794,-744.936,0.347529,-396.308,0.269281
1363658302551019,0,0,0,69.345,0.162062,-745.032,0.385074,-396.047,0.20195
1363659404550967,0,0,0,69.4774,0.154041,-744.92,0.383743,-396.251,0.22797
1363660506550064,0,0,0,69.3659,0.17947,-744.79,0.31465,-396.315,0.25472
1363661608551561,0,0,0,69.4554,0.218344,-744.804,0.343499,-396.441,0.218787
1363662710551845,0,0,0,69.5501,0.18681,-745.081,0.401276,-396.642,0.256923
1363663812552334,0,0,0,69.413,0.221092,-745.185,0.518353,-396.824,0.365729
1363664914550063,0,0,0,73.4757,0.167081,-763.313,0.366002,-406.278,0.247228
1363666016552423,0,0,0,73.5109,0.211693,-763.547,0.298272,-406.196,0.232433
1363667118550656,0,0,0,73.4818,0.191763,-763.849,0.341078,-406.54,0.268937
1363668220551732,0,0,0,73.4826,0.165451,-763.462,0.357883,-406.51,0.226511
1363669322552089,0,0,0,73.5033,0.18613,-763.431,0.303488,-406.121,0.202032
1363670424550874,0,0,0,73.2983,0.181732,-763.204,0.353357,-406.027,0.256183
1363671526550006,0,0,0,73.5607,0.237919,-763.204,0.309752,-405.846,0.294586
1363672628551299,0,0,0,73.6085,0.212653,-762.976,0.32302,-406.138,0.275004
1363673730552772,0,0,0,73.3238,0.192324,-762.877,0.357882,-405.954,0.259698
1363674834549485,0,0,0,73.2806,0.191381,-763.025,0.263071,-405.751,0.248073
1363675938550819,0,0,0,73.2295,0.184769,-763.274,0.302339,-405.534,0.267411
1363677040551175,0,0,0,73.2718,0.175954,-762.981,0.382273,-405.832,0.271253
1363678142552324,0,0,0,73.2868,0.199666,-763.215,0.297873,-405.777,0.296436
1363679244551913,0,0,0,73.0701,0.224654,-763.292,0.351682,-405.581,0.212218
1363680346550349,0,0,0,73.0669,0.180174,-763.25,0.329394,-405.579,0.23747
1363681448550970,0,0,0,73.1708,0.197571,-763.068,0.310562,-405.619,0.20389
1363682550551746,0,0,0,72.2838,1.58754,-759.266,6.82388,-403.987,3.65429
1363683654551424,0,0,0,69.2945,0.196569,-745.728,0.358648,-396.598,0.222574
1363684758549901,0,0,0,69.394,0.176392,-745.838,0.304697,-396.364,0.221356
1363685860549946,0,0,0,69.4151,0.157031,-745.667,0.365093,-396.529,0.212069
1363686962550027,0,0,0,69.4334,0.153567,-745.834,0.354419,-396.644,0.238755
1363688064551799,0,0,0,69.4785,0.165058,-745.891,0.376493,-396.613,0.284538
1363689166550980,0,0,0,69.5395,0.191922,-745.448,0.3228,-396.85,0.217093
1363690270549998,0,0,0,69.2537,0.188285,-745.194,0.325722,-396.454,0.256024
1363691374550035,0,0,0,69.2782,0.152927,-745.321,0.289106,-396.733,0.282802
1363692476551568,0,0,0,69.3194,0.168937,-745.36,0.366236,-396.562,0.342832
1363693578551108,0,0,0,69.4501,0.178275,-745.26,0.316152,-396.792,0.231029
1363694680550709,0,0,0,69.5733,0.201998,-745.55,0.361255,-396.612,0.212235
1363695782551786,0,0,0,69.3119,0.197589,-745.277,0.348367,-396.356,0.251835
1363696886551355,0,0,0,69.2575,0.207328,-745.248,0.379594,-396.433,0.256565
1363697990551225,0,0,0,69.382,0.223051,-745.993,0.30622,-396.687,0.225634
1363699094552186,0,0,0,69.4618,0.197384,-745.717,0.369935,-396.725,0.271958
1363700198551300,0,0,0,69.3585,0.185615,-745.522,0.277521,-396.434,0.278051
1363701300552760,0,0,0,69.5213,0.189505,-745.948,0.437941,-396.322,0.242662
1363702404551382,0,0,0,69.3709,0.168455,-745.992,0.26942,-396.475,0.21035
1363703508551323,0,0,0,69.3426,0.168439,-745.912,0.421981,-396.843,0.253964
1363704610550732,0,0,0,69.3521,0.188167,-746.075,0.347968,-397.048,0.237579
1363705714552414,0,0,0,69.3155,0.217174,-746.024,0.389868,-396.835,0.255804
1363706818550867,0,0,0,69.8086,1.10271,-747.71,5.13958,-397.951,2.92798
1363707920549604,0,0,0,73.3012,0.19988,-762.606,0.42223,-406.141,0.29194
1363709022549648,0,0,0,73.1699,0.219685,-762.443,0.371577,-405.719,0.244954
1363710126551630,0,0,0,73.1359,0.188323,-762.306,0.541693,-405.343,0.29953
1363711230550767,0,0,0,73.0907,0.203945,-761.849,0.536902,-405.553,0.277608
1363712332550068,0,0,0,73.1038,0.226174,-762.41,0.534534,-405.553,0.336914
1363713434550281,0,0,0,73.3579,0.199242,-763.036,0.749474,-405.773,0.395271
1363714538550726,0,0,0,73.5556,0.183618,-763.842,0.476726,-406.351,0.291711
