Sensys Flugate FL3-2
Time [ns],rho [mm],phi [mm],z [mm],Bx [nT],BxStdDev [nT],By [nT],ByStdDev [nT],Bz [nT],BzStdDev [nT]
85049542055069,250,0,350,0,0,0,0,0,0
85056464057847,250,40,350,0,0,0,0,0,0
85063386055490,250,80,350,0,0,0,0,0,0
85070308058532,250,120,350,0,0,0,0,0,0
85077230055958,250,160,350,0,0,0,0,0,0
85084152055569,250,200,350,0,0,0,0,0,0
85091074057399,250,240,350,0,0,0,0,0,0
85097996056182,250,280,350,0,0,0,0,0,0
85104918056428,250,320,350,0,0,0,0,0,0
85111840057598,250,360,350,0,0,0,0,0,0
85142516057424,250,0,350,0,0,0,0,0,0
