Sensys Flugate FL3-2
Time [ns],rho [mm],phi [mm],z [mm],Bx [nT],BxStdDev [nT],By [nT],ByStdDev [nT],Bz [nT],BzStdDev [nT]
2568919253666781,210,219.986,200,2574.02,0.410902,2493.37,0.34014
2568975139668932,215,219.986,200,2573.93,0.40025,2493.46,0.351936
2569031935668066,220,219.986,200,2573.54,0.460359,2493.64,0.387641
2569089797666856,225,219.986,200,2573.2,2.10589,2493.87,1.53979
2569148725667043,230,219.986,200,2571.76,0.419904,2494.06,0.383862
2569208561669824,235,219.986,200,2568.38,0.414051,2493.89,0.370401
2569269467667471,240,219.986,200,2568.88,0.448595,2494.12,0.454132
2569331481668453,245,219.986,200,2569.93,0.46523,2494.18,0.445532
2569394559669855,250,219.986,200,2570.78,0.477773,2494.03,0.411113
2569458503667533,255,219.986,200,2571.79,0.464526,2494.05,0.396079
2569523557667518,260,219.986,200,2572.7,0.608213,2494.28,0.432561
2569589723669193,265,219.986,200,2572.9,0.729349,2494.26,0.564234
2569656757666739,270,219.986,200,2571.91,0.525718,2494.22,0.437107
2569724901669342,275,219.986,200,2571.12,0.573689,2494.09,0.459562
2569794071669283,280,219.986,200,2570.85,0.483841,2494.03,0.417985
2569864351667933,285,219.986,200,2571.03,0.426123,2493.94,0.361019
2569935497668258,290,219.986,200,2571.49,0.414105,2493.98,0.351586
2570007749669105,295,219.986,200,2571.69,0.393139,2493.79,0.366623
2570081073669215,300,219.986,200,2572.23,0.41692,2493.55,0.356738
2570155301669018,305,219.986,200,2572.43,0.423919,2493.42,0.377128
2570230639669184,310,219.986,200,2573.04,0.448046,2493.35,0.358978
2570307045667716,315,219.986,200,2572.78,0.403188,2493.72,0.368157
2570384317669208,320,219.986,200,2572.67,0.440782,2494.01,0.331502
2570462699668411,325,219.986,200,2574.08,0.377182,2494.02,0.333865
2570542153669914,330,219.986,200,2575.45,0.418813,2494.46,0.344371
2570622673669657,335,219.986,200,2575.47,0.383598,2494.63,0.32769
2570704101668898,340,219.986,200,2575.46,0.441289,2494.81,0.375757
2570786593669171,345,219.986,200,2573.07,0.420289,2495.32,0.354514
2570870191669870,350,219.986,200,2572.1,0.424989,2495.56,0.35588
2570954657668313,355,219.986,200,2572.94,0.387308,2495.44,0.333007
2571040229668575,360,219.986,200,2575.61,0.388325,2495.37,0.340154
2571126869666686,365,219.986,200,2577.17,0.429064,2495.25,0.357123
2571214619667009,370,219.986,200,2577.89,0.403916,2495.24,0.332958
2571303243667959,375,219.986,200,2579.46,0.430128,2495.19,0.334221
2571392935668427,380,219.986,200,2580.42,0.42379,2495.13,0.360242
2571483733668157,385,219.986,200,2580.87,0.505518,2495.14,0.405099
2571575393667440,390,219.986,200,2581.25,0.723609,2495.22,0.550684
2571668167669941,395,219.986,200,2581.21,0.524833,2495.12,0.412187
2571762041669554,400,219.986,200,2581.58,0.711366,2495.35,0.552187
2571856997669007,405,219.986,200,2581.22,0.478372,2495.44,0.42602
2571952857667071,410,219.986,200,2580.96,0.454138,2495.4,0.378781
2572049781668904,415,219.986,200,2579.66,0.401824,2495.46,0.338475
2572147781669721,420,219.986,200,2577.1,0.452218,2495.22,0.3763
2572246675667974,425,219.986,200,2577.22,0.432466,2495.38,0.36336
2572346679669339,430,219.986,200,2577.36,0.442704,2495.4,0.363397
2572447757669457,435,219.986,200,2577.28,0.446144,2495.4,0.352125
2572549937667015,440,219.986,200,2577.33,0.436201,2495.37,0.355494
2572652985669949,445,219.986,200,2577.26,0.423668,2495.39,0.353586
2572757099669395,450,219.986,200,2577.02,0.371472,2495.35,0.349344
