Sensys Flugate FL3-2
Time [ns],rho [mm],phi [mm],z [mm],Bx [nT],BxStdDev [nT],By [nT],ByStdDev [nT],Bz [nT],BzStdDev [nT]
2567500731669417,0,219.986,200,2577.09,0.650977,2488.24,0.455529
2567513379668171,5,219.986,200,2578.43,0.774123,2488.54,0.771549
2567527177669187,10,219.986,200,2578.34,0.600103,2488.85,0.434648
2567541885666802,15,219.986,200,2578.6,0.551933,2489.19,0.41103
2567557659668070,20,219.986,200,2578.77,1.69625,2489.47,1.03417
2567574545668578,25,219.986,200,2578.69,2.61146,2489.38,1.57709
2567592541668323,30,219.986,200,2579.62,5.78746,2490.11,3.93107
2567611403668915,35,219.986,200,2577.94,2.65335,2489.49,1.61882
2567631333667020,40,219.986,200,2577.02,1.33876,2489.46,0.846869
2567652373667638,45,219.986,200,2573.87,0.537411,2488.78,0.375888
2567674281667344,50,219.986,200,2573.16,0.622694,2488.2,0.435267
2567697259667880,55,219.986,200,2572.77,0.706524,2487.93,0.495028
2567721345669075,60,219.986,200,2572.81,0.393132,2487.72,0.329264
2567746497669699,65,219.986,200,2573.1,0.599125,2487.78,0.422762
2567772563667183,70,219.986,200,2572.88,0.716823,2487.86,0.600831
2567799715669749,75,219.986,200,2572.09,3.46327,2487.7,10.3633
2567827935669504,80,219.986,200,2571.21,0.837315,2487.8,1.35476
2567857021667215,85,219.986,200,2570.89,2.12318,2488.24,2.8738
2567887217669057,90,219.986,200,2570.72,1.79871,2488.8,10.9997
2567918479668577,95,219.986,200,2570.43,1.94024,2488.66,1.25243
2567950649667126,100,219.986,200,2570.12,4.04446,2488.49,2.14328
2567983889668449,105,219.986,200,2570.22,2.14275,2488.95,2.55028
2568018235667331,110,219.986,200,2570.12,1.47344,2489.61,6.43606
2568053647669217,115,219.986,200,2569.49,3.03405,2489.3,7.06456
2568089927667168,120,219.986,200,2569.32,1.44876,2489.8,1.90048
2568127317667162,125,219.986,200,2569.54,2.41879,2490.12,2.01709
2568165771669461,130,219.986,200,2568.48,2.20669,2490.74,2.87209
2568205095668224,135,219.986,200,2567.48,0.902391,2490.71,1.79648
2568245535667546,140,219.986,200,2570.29,1.40093,2491.1,1.63436
2568287051668385,145,219.986,200,2570.8,6.96671,2491.3,4.7083
2568329433669507,150,219.986,200,2570.43,3.74166,2491.49,4.06217
2568372885668196,155,219.986,200,2569.91,7.45327,2491.58,4.09816
2568417439667469,160,219.986,200,2566.17,2.37508,2491.7,3.9497
2568463091669813,165,219.986,200,2565.18,0.724231,2491.48,0.744627
2568509607667635,170,219.986,200,2566.18,0.580448,2491.64,0.461605
2568557239667648,175,219.986,200,2569.6,0.430243,2492,0.359703
2568605911668431,180,219.986,200,2571.42,1.4447,2491.8,1.37439
2568655493668487,185,219.986,200,2572.08,0.675447,2491.95,0.57682
2568706177666681,190,219.986,200,2573.25,0.407529,2492.28,0.371489
2568757951667674,195,219.986,200,2573.55,0.411874,2492.36,0.382788
2568810759669385,200,219.986,200,2573.97,2.42683,2492.84,1.76096
2568864471667296,205,219.986,200,2573.97,0.739351,2493.12,0.423727
