Sensys Flugate FL3-2
Time [ns],rho [mm],phi [mm],z [mm],Bx [nT],BxStdDev [nT],By [nT],ByStdDev [nT],Bz [nT],BzStdDev [nT]
12839727773837,350,0,450,0,0,0,0,0,0
12845149775813,350,40,450,0,0,0,0,0,0
12850571773589,350,80,450,0,0,0,0,0,0
12855993774880,350,120,450,0,0,0,0,0,0
12861415773592,350,160,450,0,0,0,0,0,0
12866837773396,350,200,450,0,0,0,0,0,0
12872259772480,350,240,450,0,0,0,0,0,0
12877681772440,350,280,450,0,0,0,0,0,0
12883103773048,350,320,450,0,0,0,0,0,0
12888525775215,350,360,450,0,0,0,0,0,0
