Inclinometer Kelag KQS901-51Q
Time [ns],rho [mm],phi [mm],z [mm],Along X [mDegree],Along X StdDev [mDegree],Along Y [mDegree],Along Y StdDev [mDegree]
4386181470808663,-15,229.998,300,0.0119765,0.000145252,-0.00691835,0.000110442
4386185488810407,-10,229.998,300,0.0119684,0.00013122,-0.00692881,0.000115696
4386189506809295,-5,229.998,300,0.0119789,0.000139903,-0.00695125,0.000117723
4386193526809268,0,229.998,300,0.0120518,0.000139188,-0.00692182,0.000114323
4386197544809237,5,229.998,300,0.0120358,0.000151248,-0.00690719,0.000127771
4386201562810285,10,229.998,300,0.0119909,0.000137873,-0.00693271,0.000113074
4386205580808405,15,229.998,300,0.0119127,0.000131062,-0.00695763,0.00012192
4386209598811481,20,229.998,300,0.011908,0.000140052,-0.00695009,0.000112593
4386213616811281,25,229.998,300,0.0118197,0.000136878,-0.0069507,0.00012181
4386217634809462,30,229.998,300,0.0118113,0.000128857,-0.00692054,0.000103714
4386221652810114,35,229.998,300,0.0118132,0.000126522,-0.00692482,0.000110549
4386225670808906,40,229.998,300,0.0119495,0.000145679,-0.00687124,0.000119006
4386229688811418,45,229.998,300,0.012011,0.000134344,-0.00683889,0.000115899
4386233706809934,50,229.998,300,0.011925,0.000141656,-0.00679831,0.000114915
4386237724808978,55,229.998,300,0.011974,0.000144204,-0.00675065,0.000118695
4386241742811227,60,229.998,300,0.0120229,0.000138392,-0.00668842,0.000110703
4386245760810535,65,229.998,300,0.0120658,0.000119359,-0.00661705,0.000108067
4386249778810443,70,229.998,300,0.0120957,0.000135157,-0.00651739,0.000117294
4386253796811659,75,229.998,300,0.0120927,0.000128549,-0.00648454,0.000102004
4386257814811147,80,229.998,300,0.0121196,0.000137761,-0.00641533,0.000120416
4386261832809364,85,229.998,300,0.0121594,0.000129445,-0.00634912,0.000138066
4386265850808552,90,229.998,300,0.0122449,0.000139268,-0.00627766,0.000119872
4386269868810560,95,229.998,300,0.0123527,0.000150808,-0.00619746,0.000129102
4386273888810593,100,229.998,300,0.0124258,0.000136116,-0.00618723,0.000126391
4386277906811521,105,229.998,300,0.0124209,0.00012642,-0.00613727,0.000127793
4386281924810109,110,229.998,300,0.0124059,0.000124265,-0.00608043,0.000112016
4386285942811122,115,229.998,300,0.012395,0.000122355,-0.00607088,0.000103422
4386289960811714,120,229.998,300,0.0124298,0.000130919,-0.00602639,0.000105157
4386293978809618,125,229.998,300,0.0124854,0.000144212,-0.00597222,0.000111075
4386297996810054,130,229.998,300,0.0125321,0.000143243,-0.00592869,0.000120524
4386302014810094,135,229.998,300,0.0125226,0.000125208,-0.00587814,0.000119433
4386306032810902,140,229.998,300,0.0125852,0.000136043,-0.00584118,0.000127549
4386310050809059,145,229.998,300,0.012646,0.000127518,-0.00582848,0.000109315
4386314068810707,150,229.998,300,0.0127172,0.000142462,-0.00579871,0.000119443
4386318086808983,155,229.998,300,0.0128173,0.000135465,-0.00575636,0.000122375
4386322104811411,160,229.998,300,0.0129235,0.00013673,-0.00570367,0.000142873
4386326122810503,165,229.998,300,0.0129482,0.0001417,-0.00565071,0.00010992
4386330140810820,170,229.998,300,0.0129896,0.000139384,-0.00563951,0.000110433
4386334158809528,175,229.998,300,0.0130267,0.000521261,-0.00558649,0.000692258
4386338176808620,180,229.998,300,0.0130528,0.000214618,-0.00556531,0.000229529
4386342194810364,185,229.998,300,0.0130826,0.000152691,-0.00555009,0.000255323
4386346212811376,190,229.998,300,0.0130826,0.000191848,-0.00552513,0.000219697
4386350230811201,195,229.998,300,0.0131495,0.000282789,-0.00549184,0.000419437
4386354248808373,200,229.998,300,0.0132668,0.00018032,-0.00544924,0.000218023
4386358266808881,205,229.998,300,0.0132363,0.000158668,-0.00544293,0.000180523
4386362284810037,210,229.998,300,0.0132918,0.000141928,-0.00544998,0.000170892
4386366302811433,215,229.998,300,0.0133394,0.000136948,-0.00546635,0.000161765
