Inclinometer Kelag KQS901-51Q
Time [ns],rho [mm],phi [mm],z [mm],Along X [mDegree],Along X StdDev [mDegree],Along Y [mDegree],Along Y StdDev [mDegree]
3695995201443107,175,0,300,2578.64,0.504451,2502.74,0.414885
3696004221442572,175,19.9953,300,2574.62,0.825208,2501.4,1.01603
3696013241445336,175,40,300,2570.37,0.489884,2500.39,0.445984
3696022261442568,175,59.9953,300,2565.91,0.436934,2500.82,0.348968
3696031281445932,175,80,300,2561.21,0.52072,2502.9,0.402687
3696040301444365,175,99.9953,300,2557.67,0.50028,2506.37,0.406973
3696049321442917,175,120,300,2555.59,0.484747,2510.42,0.524145
3696058341444349,175,139.995,300,2554.99,0.623284,2514.69,0.832295
3696067361444977,175,160,300,2555.83,0.627984,2518.56,0.917845
3696076381443998,175,179.995,300,2558.31,0.533456,2522.27,0.554856
3696085401443414,175,200,300,2562.16,0.431015,2525.33,0.350712
3696094421445302,175,219.995,300,2566.68,0.473177,2526.83,0.385444
3696103441443926,175,240,300,2571.56,0.433966,2526.82,0.343471
3696112461445623,175,259.995,300,2576.11,0.379413,2525.19,0.340375
3696121481444907,175,280,300,2579.75,0.431435,2522.04,0.429647
3696130501442655,175,299.995,300,2581.73,0.402148,2517.62,0.363621
3696139521443079,175,320,300,2582.07,0.47252,2512.93,0.379433
3696148541445820,175,339.995,300,2581.39,0.444257,2508.65,0.37743
3696157561445332,175,360,300,2579.01,0.480723,2504.73,0.417761
3696189247445757,175,0,355,2579.12,0.528966,2502.73,0.450402
3696198267444621,175,19.9953,355,2574.52,0.785349,2501.17,0.727911
3696207287444085,175,40,355,2570.07,0.42516,2500.44,0.404007
3696216307443465,175,59.9953,355,2565.57,0.397797,2500.91,0.327613
3696225327444430,175,80,355,2561.11,0.447946,2502.64,0.40645
3696234347445298,175,99.9953,355,2557.57,0.456986,2506.12,0.415457
3696243367443286,175,120,355,2555.34,0.506638,2510.18,0.445788
3696252387442990,175,139.995,355,2554.79,0.523278,2514.6,1.21776
3696261407445047,175,160,355,2555.72,0.568762,2518.79,0.881894
3696270427444943,175,179.995,355,2558.25,0.479285,2522.56,0.534954
3696279447445367,175,200,355,2562.13,0.414751,2525.71,0.353746
3696288467445263,175,219.995,355,2566.7,0.418,2527.28,0.336583
3696297487444272,175,240,355,2571.7,0.425363,2527.38,0.345632
3696306507442908,175,259.995,355,2576.41,0.382198,2525.81,0.331626
3696315527445468,175,280,355,2579.95,0.442636,2522.41,0.434018
3696324547445592,175,299.995,355,2582.21,0.416232,2518.14,0.453182
3696333567442465,175,320,355,2582.3,0.466185,2513.36,0.366547
3696342587443201,175,339.995,355,2581.73,0.427133,2508.78,0.388662
3696351607445581,175,360,355,2579.25,0.441247,2504.87,0.386758
3696383287445355,175,0,410,2579.31,0.464446,2502.6,0.398542
3696392307445407,175,19.9953,410,2575.05,0.421306,2500.02,0.376125
3696401327443168,175,40,410,2569.95,0.431619,2499.07,0.391748
3696410347444600,175,59.9953,410,2565.05,0.415901,2500.09,0.347419
3696419367444424,175,80,410,2560.72,0.39157,2502.56,0.349014
3696428387445484,175,99.9953,410,2557.23,0.542011,2506,0.464392
3696437407445105,175,120,410,2554.99,0.511346,2509.93,0.636093
3696446427445709,175,139.995,410,2554.41,0.524678,2514.46,0.632485
3696455447445317,175,160,410,2555.49,0.439118,2518.93,0.693697
3696464467444865,175,179.995,410,2558.16,0.469257,2523.18,0.448678
3696473487443526,175,200,410,2562.22,0.431563,2526.37,0.384235
3696482507443794,175,219.995,410,2567.03,0.556815,2528.05,0.471668
3696491527445538,175,240,410,2572.28,0.523255,2528.14,0.44531
3696500547444390,175,259.995,410,2576.95,0.534185,2526.21,0.483694
3696509567442823,175,280,410,2580.33,0.544194,2522.53,0.465733
3696518587445143,175,299.995,410,2582.56,0.539724,2518.19,0.51804
3696527607443767,175,320,410,2583.34,0.605828,2513.49,0.514612
3696536627445787,175,339.995,410,2581.79,0.589003,2508.4,0.477372
3696545647442708,175,360,410,2579.44,0.601933,2504.69,0.459997
3696577327445398,175,0,465,2579.48,0.48136,2502.58,0.396749
3696586347443506,175,19.9953,465,2574.85,0.519542,2500.71,0.508059
3696595367445166,175,40,465,2570.23,0.508417,2500.24,0.391466
3696604387443047,175,59.9953,465,2565.42,0.470817,2500.16,0.420236
3696613407444899,175,80,465,2560.83,0.470586,2502.4,0.425859
3696622427445803,175,99.9953,465,2556.9,0.568903,2505.65,0.474652
3696631447444607,175,120,465,2554.66,0.45883,2509.8,0.443018
3696640467445548,175,139.995,465,2554.11,0.550252,2514.47,0.58873
3696649487444832,175,160,465,2555.06,0.509648,2519.06,0.632825
3696658507443792,175,179.995,465,2557.91,0.519984,2523.65,0.441553
