Sensys Flugate FL3-2
Time [ns],rho [mm],phi [mm],z [mm],Bx [nT],BxStdDev [nT],By [nT],ByStdDev [nT],Bz [nT],BzStdDev [nT]
371924524614165,1.99269,0,575,-8.58331,0.0420642,-3.19925,0.0488455,-10.5064,0.0516865
371928944615347,1.99269,9.99298,575,-8.61496,0.0360922,-3.21091,0.0509979,-10.4527,0.0615475
371933364615604,1.99269,19.9953,575,-8.62175,0.0413155,-3.24881,0.0512689,-10.5429,0.048153
371937784613269,1.99269,29.9977,575,-8.63618,0.0406019,-3.24926,0.0442289,-10.5339,0.0509955
371942204613382,1.99269,40,575,-8.68149,0.0453374,-3.19889,0.04939,-10.6227,0.0547301
371946624614131,1.99269,49.993,575,-8.7338,0.0448693,-3.24644,0.0463743,-10.7542,0.0465642
371951044613752,1.99269,59.9953,575,-8.6898,0.0443409,-3.20755,0.0589695,-10.7788,0.0544227
371955464613109,1.99269,69.9977,575,-8.66696,0.0340179,-3.24283,0.0681527,-10.802,0.0660457
371959884613846,1.99269,80,575,-8.66599,0.0388038,-3.25238,0.0518568,-10.7716,0.0425991
371964304612783,1.99269,89.993,575,-8.63637,0.0361525,-3.22309,0.0499409,-10.9529,0.0433061
371968724615212,1.99269,99.9953,575,-8.58225,0.0379975,-3.13752,0.0486343,-10.8946,0.042969
371973144615241,1.99269,109.998,575,-8.53346,0.0401655,-3.15002,0.0463818,-10.9924,0.0427629
371977564612954,1.99269,120,575,-8.51007,0.0413658,-3.17142,0.0535275,-10.9945,0.0517169
371981984614027,1.99269,129.993,575,-8.502,0.0372435,-3.18397,0.0414137,-11.0717,0.0503392
371986404613048,1.99269,139.995,575,-8.43715,0.0393037,-3.22378,0.0394826,-11.0307,0.0426868
371990824614541,1.99269,149.998,575,-8.34128,0.0420298,-3.19219,0.0486672,-11.0118,0.0530689
371995244613214,1.99269,160,575,-8.34065,0.0409469,-3.25375,0.0423334,-11.0404,0.0571123
371999664612727,1.99269,169.993,575,-8.28716,0.038779,-3.23398,0.0611224,-10.9462,0.0614063
372004084614316,1.99269,179.995,575,-8.2197,0.0378234,-3.22009,0.0611883,-10.9966,0.0520854
372008504614994,1.99269,189.998,575,-8.14143,0.038565,-3.23935,0.0458852,-10.9237,0.0479657
372012924614099,1.99269,200,575,-8.08757,0.0341396,-3.2555,0.0428597,-10.8793,0.0441082
372017344614068,1.99269,209.993,575,-8.0929,0.0391441,-3.18961,0.0493185,-10.8586,0.0547824
372021764612765,1.99269,219.995,575,-8.09583,0.0447887,-3.20468,0.046039,-10.8017,0.0462001
372026184615002,1.99269,229.998,575,-8.0715,0.0460549,-3.19845,0.0392218,-10.6471,0.0422118
372030604613219,1.99269,240,575,-8.09266,0.048756,-3.19162,0.0621621,-10.6424,0.0604418
372035024615360,1.99269,249.993,575,-8.09356,0.0472018,-3.19614,0.0523029,-10.583,0.0675691
372039444615401,1.99269,259.995,575,-8.12472,0.0379042,-3.26414,0.0532545,-10.5821,0.0498351
372043864615742,1.99269,269.998,575,-8.2177,0.0391427,-3.24455,0.0499911,-10.6142,0.0523138
372048284613887,1.99269,280,575,-8.21973,0.0418356,-3.3008,0.0589257,-10.5612,0.0473154
372052704616076,1.99269,289.993,575,-8.24218,0.0336743,-3.3075,0.0655852,-10.5265,0.0420996
372057124614461,1.99269,299.995,575,-8.30331,0.040425,-3.28058,0.0512826,-10.4627,0.0493907
372061544613674,1.99269,309.998,575,-8.32704,0.0397367,-3.27958,0.0488496,-10.4734,0.0375054
372065964613355,1.99269,320,575,-8.32161,0.0376301,-3.25993,0.0497632,-10.4595,0.0563309
372070384615220,1.99269,329.993,575,-8.35677,0.0345226,-3.3172,0.0581998,-10.4964,0.0489182
372074804615741,1.99269,339.995,575,-8.39469,0.0415545,-3.26777,0.0524745,-10.5142,0.0463213
372079224614174,1.99269,349.998,575,-8.50058,0.0460571,-3.34212,0.0561669,-10.4707,0.0499735
372083644613891,1.99269,360,575,-8.49334,0.0410717,-3.26662,0.0484923,-10.5323,0.0527496
372111348612985,0,0,575,-8.44659,0.0384576,-3.22286,0.0506872,-10.5383,0.0506138
372118584615064,50.9963,0,575,-8.51403,0.0475379,-3.18202,0.0482605,-10.5487,0.052982
372123004615921,50.9963,9.99298,575,-8.49696,0.0398089,-3.14443,0.0500274,-10.5661,0.0480499
372127424615926,50.9963,19.9953,575,-8.52598,0.0404435,-3.16587,0.0448584,-10.5968,0.0473631
372131844613567,50.9963,29.9977,575,-8.57499,0.0405632,-3.17307,0.054772,-10.6582,0.0450963
372136264613824,50.9963,40,575,-8.59343,0.0433701,-3.15194,0.0608994,-10.7454,0.0480864
372140684613505,50.9963,49.993,575,-8.64395,0.0369376,-3.14937,0.0592278,-10.7901,0.0502487
372145104615298,50.9963,59.9953,575,-8.63317,0.0415091,-3.13442,0.0550837,-10.7501,0.0428785
372149524615747,50.9963,69.9977,575,-8.59478,0.0361912,-3.15024,0.059558,-10.8202,0.05739
372153944615296,50.9963,80,575,-8.61998,0.0534851,-3.134,0.0524463,-10.8839,0.0510398
372158364616021,50.9963,89.993,575,-8.54871,0.0429509,-3.22953,0.0493541,-10.9522,0.0491492
372162784615918,50.9963,99.9953,575,-8.58036,0.0316746,-3.22792,0.0562468,-10.9581,0.0596486
372167204616031,50.9963,109.998,575,-8.49367,0.0426594,-3.29061,0.0533742,-10.9556,0.0685581
372171624614824,50.9963,120,575,-8.46491,0.0447105,-3.2083,0.0459127,-10.9308,0.0581996
372176044615297,50.9963,129.993,575,-8.38836,0.0370154,-3.22512,0.0495099,-10.9245,0.0516387
