Sensys Flugate FL3-2
Time [ns],rho [mm],phi [mm],z [mm],Bphi [nT],BphiStdDev [nT],Bz [nT],BzStdDev [nT],Brho [nT],BrhoStdDev [nT]
426719837438986,100,269.998,150,-9.07955,0.0366825,-3.54466,0.0477385,-10.0029,0.0526286
426726873436756,150,269.998,150,-9.06381,0.0305758,-3.6829,0.0430777,-10.0635,0.0557975
426733909437790,200,269.998,150,-9.06227,0.045633,-3.87627,0.0496135,-10.0987,0.0622592
426740945436508,250,269.998,150,-9.09159,0.0319005,-3.98619,0.0540451,-10.2857,0.0500713
426747981439402,300,269.998,150,-9.1089,0.0393692,-4.04288,0.058615,-10.4523,0.0513215
426755017437160,350,269.998,150,-9.19392,0.0392892,-3.99392,0.0485983,-10.6809,0.0425985
426762053438302,400,269.998,150,-9.24056,0.0330974,-3.80066,0.0468429,-10.9583,0.0514522
426769089439672,450,269.998,150,-9.36956,0.0323057,-3.41612,0.0578633,-11.1269,0.0497857
426776125438689,500,269.998,150,-9.37408,0.0417135,-3.13497,0.0497345,-11.0308,0.0512707
426783161438043,550,269.998,150,-9.28564,0.0406741,-2.89024,0.0462882,-10.885,0.0534077
426790197437973,600,269.998,150,-9.1692,0.0332301,-2.67151,0.057156,-10.7045,0.0438004
426797233437387,650,269.998,150,-9.05783,0.0370385,-2.73325,0.043862,-10.5294,0.0455331
426804269437665,700,269.998,150,-8.97827,0.0368485,-2.74578,0.0499986,-10.4595,0.0495852
426811305439443,750,269.998,150,-8.89239,0.0445528,-2.83604,0.0482218,-10.3628,0.049806
426811305439443,750,269.998,150,-8.89239,0.0445528,-2.83604,0.0482218,-10.3628,0.049806
