Inclinometer Kelag KQS901-51Q
Time [ns],rho [mm],phi [mm],z [mm],Along X [mDegree],Along X StdDev [mDegree],Along Y [mDegree],Along Y StdDev [mDegree]
342670984345425,50,0,250,0,0,0,0
342672410346514,50,0,250,0,0,0,0
342675428345763,50,18.9474,250,0,0,0,0
342678446347496,50,37.8854,250,0,0,0,0
342681466344938,50,56.8327,250,0,0,0,0
342684484346108,50,75.7895,250,0,0,0,0
342687502346269,50,94.7275,250,0,0,0,0
342690520346862,50,113.675,250,0,0,0,0
342693538347551,50,132.632,250,0,0,0,0
342696556345696,50,151.579,250,0,0,0,0
342699576346186,50,170.517,250,0,0,0,0
342702596347960,50,189.474,250,0,0,0,0
342705616344982,50,208.412,250,0,0,0,0
342708636346132,50,227.359,250,0,0,0,0
342711654345406,50,246.316,250,0,0,0,0
342714674346076,50,265.254,250,0,0,0,0
342717694345474,50,284.211,250,0,0,0,0
342720714346144,50,303.158,250,0,0,0,0
342723732345693,50,322.096,250,0,0,0,0
342726752347455,50,341.053,250,0,0,0,0
342729770348276,50,360,250,0,0,0,0
342755448347391,100,0,250,0,0,0,0
342758468345505,100,18.9474,250,0,0,0,0
342761488347039,100,37.8854,250,0,0,0,0
342764508346545,100,56.8327,250,0,0,0,0
342767528347623,100,75.7895,250,0,0,0,0
342770546345588,100,94.7275,250,0,0,0,0
342773566347194,100,113.675,250,0,0,0,0
342776586346796,100,132.632,250,0,0,0,0
342779604345458,100,151.579,250,0,0,0,0
342782622346291,100,170.517,250,0,0,0,0
342785642347921,100,189.474,250,0,0,0,0
342788662345591,100,208.412,250,0,0,0,0
342791682345745,100,227.359,250,0,0,0,0
342794700346290,100,246.316,250,0,0,0,0
342797718346643,100,265.254,250,0,0,0,0
342800736347824,100,284.211,250,0,0,0,0
342803754347145,100,303.158,250,0,0,0,0
342806772347295,100,322.096,250,0,0,0,0
342809790346148,100,341.053,250,0,0,0,0
342812810346386,100,360,250,0,0,0,0
342838486345244,150,0,250,0,0,0,0
342841504348213,150,18.9474,250,0,0,0,0
342844522345614,150,37.8854,250,0,0,0,0
342847540347551,150,56.8327,250,0,0,0,0
342850558345576,150,75.7895,250,0,0,0,0
342853576345390,150,94.7275,250,0,0,0,0
342856594346391,150,113.675,250,0,0,0,0
342859612345112,150,132.632,250,0,0,0,0
342862630347733,150,151.579,250,0,0,0,0
342865648345518,150,170.517,250,0,0,0,0
342868666347875,150,189.474,250,0,0,0,0
342871684346081,150,208.412,250,0,0,0,0
342874702345690,150,227.359,250,0,0,0,0
342877722346204,150,246.316,250,0,0,0,0
342880742347942,150,265.254,250,0,0,0,0
342883762348000,150,284.211,250,0,0,0,0
342886782348106,150,303.158,250,0,0,0,0
342889802346016,150,322.096,250,0,0,0,0
342892822346986,150,341.053,250,0,0,0,0
342895842345976,150,360,250,0,0,0,0
342921520346375,200,0,250,0,0,0,0
342924538345792,200,18.9474,250,0,0,0,0
342927556346745,200,37.8854,250,0,0,0,0
342930576347163,200,56.8327,250,0,0,0,0
342933596347413,200,75.7895,250,0,0,0,0
342936616347783,200,94.7275,250,0,0,0,0
342939636346305,200,113.675,250,0,0,0,0
342942656345163,200,132.632,250,0,0,0,0
342945676345665,200,151.579,250,0,0,0,0
342948696347092,200,170.517,250,0,0,0,0
342951716345686,200,189.474,250,0,0,0,0
342954736347136,200,208.412,250,0,0,0,0
342957756347938,200,227.359,250,0,0,0,0
342960776345956,200,246.316,250,0,0,0,0
342963796346470,200,265.254,250,0,0,0,0
342966816347032,200,284.211,250,0,0,0,0
342969836345170,200,303.158,250,0,0,0,0
342972856347148,200,322.096,250,0,0,0,0
342975876347482,200,341.053,250,0,0,0,0
342978896347756,200,360,250,0,0,0,0
343004574347219,250,0,250,0,0,0,0
343007594347133,250,18.9474,250,0,0,0,0
343010614345091,250,37.8854,250,0,0,0,0
343013634345377,250,56.8327,250,0,0,0,0
343016654346347,250,75.7895,250,0,0,0,0
343019674346813,250,94.7275,250,0,0,0,0
343022694346583,250,113.675,250,0,0,0,0
343025714346413,250,132.632,250,0,0,0,0
343028734345727,250,151.579,250,0,0,0,0
343031754346373,250,170.517,250,0,0,0,0
343034774346251,250,189.474,250,0,0,0,0
343037794347941,250,208.412,250,0,0,0,0
343040814345119,250,227.359,250,0,0,0,0
343043834347902,250,246.316,250,0,0,0,0
343046854347240,250,265.254,250,0,0,0,0
343049872347029,250,284.211,250,0,0,0,0
343052890346230,250,303.158,250,0,0,0,0
343055908345599,250,322.096,250,0,0,0,0
343058926346000,250,341.053,250,0,0,0,0
343061944346497,250,360,250,0,0,0,0
343087620345031,300,0,250,0,0,0,0
343090638348073,300,18.9474,250,0,0,0,0
343093658348311,300,37.8854,250,0,0,0,0
343096678347457,300,56.8327,250,0,0,0,0
343099698346399,300,75.7895,250,0,0,0,0
343102718345593,300,94.7275,250,0,0,0,0
343105738348003,300,113.675,250,0,0,0,0
343108756345008,300,132.632,250,0,0,0,0
343111774348025,300,151.579,250,0,0,0,0
343114792346038,300,170.517,250,0,0,0,0
343117810348095,300,189.474,250,0,0,0,0
343120828345185,300,208.412,250,0,0,0,0
343123846346666,300,227.359,250,0,0,0,0
343126866346616,300,246.316,250,0,0,0,0
343129884345253,300,265.254,250,0,0,0,0
343132902346890,300,284.211,250,0,0,0,0
343135920347651,300,303.158,250,0,0,0,0
343138938345352,300,322.096,250,0,0,0,0
343141958344966,300,341.053,250,0,0,0,0
343144976347372,300,360,250,0,0,0,0
343170654346102,350,0,250,0,0,0,0
343173674346940,350,18.9474,250,0,0,0,0
343176694345535,350,37.8854,250,0,0,0,0
343179714347489,350,56.8327,250,0,0,0,0
343182732346726,350,75.7895,250,0,0,0,0
343185750345819,350,94.7275,250,0,0,0,0
343188768344960,350,113.675,250,0,0,0,0
343191786347761,350,132.632,250,0,0,0,0
343194806348035,350,151.579,250,0,0,0,0
343197826346533,350,170.517,250,0,0,0,0
343200846346819,350,189.474,250,0,0,0,0
343203866346469,350,208.412,250,0,0,0,0
343206884347447,350,227.359,250,0,0,0,0
343209902345328,350,246.316,250,0,0,0,0
343212922347630,350,265.254,250,0,0,0,0
343215942347652,350,284.211,250,0,0,0,0
343218960345221,350,303.158,250,0,0,0,0
343221978345202,350,322.096,250,0,0,0,0
343224998345008,350,341.053,250,0,0,0,0
343228018347238,350,360,250,0,0,0,0
343253694347596,400,0,250,0,0,0,0
343256714348026,400,18.9474,250,0,0,0,0
343259734345888,400,37.8854,250,0,0,0,0
343262752345737,400,56.8327,250,0,0,0,0
343265770345731,400,75.7895,250,0,0,0,0
343268790346893,400,94.7275,250,0,0,0,0
343271810345751,400,113.675,250,0,0,0,0
343274828347724,400,132.632,250,0,0,0,0
343277846345269,400,151.579,250,0,0,0,0
343280866346623,400,170.517,250,0,0,0,0
343283886345457,400,189.474,250,0,0,0,0
343286906348323,400,208.412,250,0,0,0,0
343289924346816,400,227.359,250,0,0,0,0
343292942347073,400,246.316,250,0,0,0,0
343295960347499,400,265.254,250,0,0,0,0
343298978345164,400,284.211,250,0,0,0,0
343301996347293,400,303.158,250,0,0,0,0
343305014347406,400,322.096,250,0,0,0,0
343308032347111,400,341.053,250,0,0,0,0
343311052345477,400,360,250,0,0,0,0
343336728345523,450,0,250,0,0,0,0
343339746347316,450,18.9474,250,0,0,0,0
343342764345270,450,37.8854,250,0,0,0,0
343345782347651,450,56.8327,250,0,0,0,0
343348800345976,450,75.7895,250,0,0,0,0
343351818346125,450,94.7275,250,0,0,0,0
343354836345254,450,113.675,250,0,0,0,0
343357854347779,450,132.632,250,0,0,0,0
