Sensys Flugate FL3-2
Time [ns],rho [mm],phi [mm],z [mm],Bx [nT],BxStdDev [nT],By [nT],ByStdDev [nT],Bz [nT],BzStdDev [nT]
25305567237670,767.998,0,1000,-204.654,0.0435605,64.5331,0.0468281,-148.358,0.0530091
25310587237750,767.998,19.9953,1000,-361.114,0.0426107,108.551,0.0679224,-100.399,0.0638327
25315607238382,767.998,40,1000,-540.324,0.0441004,191.615,0.0481103,110.745,0.0578251
25320627239003,767.998,59.9953,1000,-553.576,0.0511999,311.873,0.0429143,522.869,0.058441
25325647236203,767.998,80,1000,-241.184,0.047135,411.041,0.0723691,870.659,0.0717366
25330667236715,767.998,99.9953,1000,216.45,0.0416681,415.09,0.0501282,864.081,0.0579488
25335687238715,767.998,120,1000,522.517,0.0494014,322.262,0.0441292,519.811,0.0720257
25340707236851,767.998,139.995,1000,517.674,0.0434345,201.744,0.0569137,116.351,0.0553007
25345727238288,767.998,160,1000,348.461,0.0393091,114.295,0.0406102,-97.3271,0.0498899
25350747238716,767.998,179.995,1000,192.23,0.0497878,66.3096,0.0447171,-152.947,0.0548156
25355767239468,767.998,200,1000,97.2854,0.0450961,43.0751,0.0406326,-147.139,0.0554123
25360787237808,767.998,219.995,1000,43.8094,0.0441024,30.4165,0.0508988,-126.669,0.0582408
25365807238464,767.998,240,1000,16.0322,0.0386066,24.1774,0.0426155,-113.764,0.0561769
25370827238977,767.998,259.995,1000,-4.64997,0.0492588,22.5112,0.0411321,-108.095,0.0525777
25375847236933,767.998,280,1000,-23.6811,0.0467152,22.3512,0.0532432,-107.222,0.0583074
25380867237397,767.998,299.995,1000,-42.7107,0.0506736,26.6391,0.0550233,-108.462,0.0585178
25385887238701,767.998,320,1000,-68.9248,0.0450528,33.0667,0.0398598,-118.42,0.074532
25390907238637,767.998,339.995,1000,-114.331,0.0390864,43.7843,0.0392992,-134.862,0.0590794
25395927237877,767.998,360,1000,-207.31,0.0424435,65.3241,0.046886,-148.313,0.0496718
25423609236293,767.998,0,906,-217.255,0.0486869,50.0021,0.0586738,-154.705,0.0580121
25428629237117,767.998,19.9953,906,-382.867,0.0602256,85.2206,0.0614965,-103.131,0.0686147
25433649236970,767.998,40,906,-574.397,0.185606,151.778,0.104368,123.179,0.06216
25438669236654,767.998,59.9953,906,-588.847,0.155463,248.484,0.158163,564.606,0.0766062
25443689237046,767.998,80,906,-252.92,0.071792,329.361,0.122245,939.347,0.120805
25448709237966,767.998,99.9953,906,237.652,0.0497735,332.66,0.067278,929.138,0.0674071
25453729238730,767.998,120,906,561.433,0.0376688,257.343,0.0469084,555.824,0.0720148
25458749237155,767.998,139.995,906,551.047,0.0520522,160.368,0.0502152,125.001,0.0557555
25463769237475,767.998,160,906,368.219,0.0359715,89.8224,0.0470768,-101.731,0.0564135
