Inclinometer Kelag KQS901-51Q
Time [ns],rho [mm],phi [mm],z [mm],Along X [mDegree],Along X StdDev [mDegree],Along Y [mDegree],Along Y StdDev [mDegree]
1201511870014603,30,0,800,2560.1,0.409506,2494.76,0.612293
1201519296036219,30,72,800,2576.34,11.918,2492.74,7.97745
1201526722012115,30,144,800,2580.29,12.7685,2479.95,6.72665
1201534148031042,30,216,800,2567.54,7.05705,2470.31,5.04822
1201541574011330,30,288,800,2554.76,3.53131,2480.05,2.22132
1201549000031554,30,360,800,2561.45,6.40187,2495.1,2.28294
1201575680046813,71.9927,0,800,2557.6,5.82054,2496.55,2.18654
1201583108033777,71.9927,72,800,2573.65,8.59553,2494.84,7.1096
1201590536044274,71.9927,144,800,2578.32,9.59915,2482.05,5.30577
1201597968026820,71.9927,216,800,2565.4,6.61579,2472.71,4.64556
1201605394013108,71.9927,288,800,2552.64,2.52875,2482.08,1.56013
1201612822013104,71.9927,360,800,2558.87,5.2616,2497.26,1.5978
1201639502013639,113.995,0,800,2556.01,4.00246,2496.38,1.88139
1201646930011620,113.995,72,800,2572.34,7.3658,2494.73,7.50453
1201654358014244,113.995,144,800,2576.77,8.42158,2481.6,5.2293
1201661786013725,113.995,216,800,2563.76,5.30409,2472.31,4.00953
1201669214012522,113.995,288,800,2551.02,2.16643,2481.84,2.40246
1201676640030117,113.995,360,800,2557.22,5.45316,2497.2,1.36163
1201703320036136,155.996,0,800,2557.22,2.33918,2500.84,0.846423
1201710750013458,155.996,72,800,2572.95,4.72838,2499.57,4.18459
1201718178012038,155.996,144,800,2577.67,3.56524,2485.4,2.53649
1201725606014435,155.996,216,800,2564.89,1.93172,2476.63,2.71736
1201733034013903,155.996,288,800,2552.05,1.34468,2486.07,1.27829
1201740462012544,155.996,360,800,2557.68,3.04334,2501.44,1.24514
1201767142014111,197.998,0,800,2565.73,1.29191,2504.84,0.46975
1201774570012943,197.998,72,800,2581.48,2.73477,2503.88,4.20444
1201781996028967,197.998,144,800,2586.11,1.16515,2489.88,1.47886
1201789422012327,197.998,216,800,2573.48,2.3015,2480.78,2.22073
1201796848039894,197.998,288,800,2560.5,0.821462,2490.17,0.968736
1201804274014338,197.998,360,800,2566.08,1.76719,2505.52,0.741335
1201830952041988,240,0,800,2570.51,1.43432,2503.69,0.425137
1201838380037029,240,72,800,2586.47,3.03631,2502.55,4.56472
1201845806011256,240,144,800,2590.96,1.21062,2488.8,0.733124
1201853232036772,240,216,800,2578.44,1.32636,2479.36,0.883804
1201860658013448,240,288,800,2565.41,0.785739,2488.92,0.787152
1201868084035951,240,360,800,2570.71,1.1451,2504.16,1.044
1201894762014041,281.993,0,800,2561.04,2.33371,2505.7,0.834124
1201902188028493,281.993,72,800,2577.24,4.63255,2505.08,2.7306
1201909614011589,281.993,144,800,2581.78,3.03856,2490.8,1.70001
1201917040029100,281.993,216,800,2569.15,4.96,2481.12,1.83245
1201924466014584,281.993,288,800,2556,1.11539,2491.1,0.409581
1201931892029588,281.993,360,800,2560.97,2.90148,2506.03,1.86893
1201958570013522,323.995,0,800,2555.78,5.29844,2506.21,1.84911
1201965996043297,323.995,72,800,2571.63,5.63357,2506.02,4.02471
1201973422013325,323.995,144,800,2576.38,3.42112,2491.48,2.92888
1201980848028617,323.995,216,800,2564.82,8.17541,2481.41,3.40475
1201988274014304,323.995,288,800,2550.95,2.07855,2490.91,2.54972
1201995700029224,323.995,360,800,2555.07,4.1737,2505.87,2.63951
1202022380039767,365.996,0,800,2556.6,7.01048,2507.14,2.25283
1202029806013083,365.996,72,800,2571.97,4.63441,2506.45,2.27535
1202037232036270,365.996,144,800,2577.35,4.4848,2491.95,3.17884
1202044658012154,365.996,216,800,2564.83,10.0986,2482.69,3.72488
1202052084038330,365.996,288,800,2551.89,4.26476,2491.69,1.5238
1202059510011945,365.996,360,800,2555.14,7.26417,2506.69,3.75562
1202086186012662,407.998,0,800,2561.41,8.98327,2510.66,3.14318
1202093612028230,407.998,72,800,2576.6,4.82396,2510.45,1.74056
1202101038014506,407.998,144,800,2581.76,5.5795,2494.98,4.85198
1202108464036518,407.998,216,800,2569.74,9.21111,2486.2,4.01332
1202115890013049,407.998,288,800,2556.79,5.9584,2495.63,3.64005
1202123316029313,407.998,360,800,2560.54,11.1579,2510.42,5.86533
1202149992032106,450,0,800,2560.53,10.2024,2509.85,4.12838
1202157418012022,450,72,800,2575.61,4.06581,2510.28,3.81231
1202164844035965,450,144,800,2581,5.69228,2494.21,5.26875
1202172270013109,450,216,800,2568.61,11.3522,2485.85,4.26605
1202179696036105,450,288,800,2555.94,6.91443,2496.34,5.61745
1202187122012084,450,360,800,2560.9,12.3686,2510.37,5.77321
1202213798011709,491.993,0,800,2553.94,12.2348,2510.2,4.8357
1202221224028477,491.993,72,800,2569.92,4.97256,2509.4,5.51423
1202228650012965,491.993,144,800,2574.5,6.17522,2494.66,5.02405
1202236076027033,491.993,216,800,2561.84,12.486,2486.37,4.76002
1202243502012720,491.993,288,800,2549.38,9.83734,2495.68,2.94925
1202250928041380,491.993,360,800,2555.54,18.3033,2510.58,5.54091
