Sensys Flugate FL3-2
Time [ns],rho [mm],phi [mm],z [mm],Bphi [nT],BphiStdDev [nT],Bz [nT],BzStdDev [nT],Brho [nT],BrhoStdDev [nT]
1821259236113792,756.993,0,342,-13.3611,0.0385143,-2.26257,0.0564962,-11.5123,0.0621635
1821264264110960,756.993,19.9953,342,-13.6067,0.0339425,-2.23186,0.0428765,-12.8379,0.04157
1821269292113553,756.993,40,342,-13.3272,0.038641,-2.20519,0.0515584,-14.6649,0.0478724
1821274320110721,756.993,59.9953,342,-12.0002,0.0393071,-2.21287,0.0509741,-16.6219,0.0554824
1821279348113398,756.993,80,342,-9.3473,0.0356862,-2.08868,0.0480278,-17.4172,0.0516827
1821284376113435,756.993,99.9953,342,-6.89362,0.0350787,-2.11641,0.0404873,-16.1962,0.058892
1821289404112163,756.993,120,342,-5.84408,0.040402,-2.25473,0.0436188,-13.9896,0.0720713
1821294432112091,756.993,139.995,342,-5.93844,0.0319567,-2.35469,0.0508839,-12.1883,0.0543287
1821299460111672,756.993,160,342,-6.41976,0.0366599,-2.5284,0.0428183,-10.9591,0.0677153
1821304488110569,756.993,179.995,342,-6.94825,0.0397138,-2.61574,0.0458065,-10.1257,0.0520044
1821309516112753,756.993,200,342,-7.65511,0.0476576,-2.67079,0.0667022,-9.4198,0.059133
1821314544112730,756.993,219.995,342,-8.38587,0.0344983,-2.64584,0.0570273,-8.91381,0.0483505
1821319572112431,756.993,240,342,-9.15541,0.033941,-2.60569,0.0414132,-8.58857,0.0498768
1821324600113187,756.993,259.995,342,-9.99609,0.0355654,-2.52294,0.0398622,-8.44298,0.0418283
1821329628112791,756.993,280,342,-10.893,0.043289,-2.36292,0.0517152,-8.51259,0.0489742
1821334656110620,756.993,299.995,342,-12.1682,0.0394645,-2.26968,0.0503733,-8.93975,0.063513
1821339684112361,756.993,320,342,-12.6755,0.0395337,-2.63181,0.0475529,-10.5975,0.0613449
1821344712113381,756.993,339.995,342,-12.7661,0.0315292,-2.44309,0.0483514,-10.6542,0.044175
1821349740112374,756.993,360,342,-13.3585,0.041106,-2.30219,0.0444181,-11.5539,0.0517791
