Sensys Flugate FL3-2
Time [ns],rho [mm],phi [mm],z [mm],Bphi [nT],BphiStdDev [nT],Bz [nT],BzStdDev [nT],Brho [nT],BrhoStdDev [nT]
279735590602061,0,309.998,700,-8.88715,0.043807,-3.27806,0.0481396,-10.359,0.048685
279750248602276,0,309.998,1000,-8.80956,0.0338578,-3.16243,0.0406803,-10.3007,0.052156
279765506602591,0,314.994,700,-8.91629,0.0431721,-3.33031,0.0449937,-10.2819,0.0472518
279780164603214,0,314.994,1000,-8.79387,0.0382691,-3.20655,0.0472643,-10.2684,0.0473088
279795422602460,0,320,700,-8.90163,0.0400997,-3.25058,0.0603881,-10.3153,0.0465557
279810080602351,0,320,1000,-8.82185,0.0363072,-3.2514,0.0471424,-10.2887,0.050671
279825338603433,0,324.996,700,-8.92156,0.0391537,-3.28895,0.0449092,-10.3272,0.0533207
279839996600492,0,324.996,1000,-8.87762,0.0360379,-3.15804,0.04719,-10.3073,0.0456229
279855256601778,0,329.993,700,-8.99039,0.0450559,-3.32788,0.0448582,-10.3356,0.0524763
279869914600745,0,329.993,1000,-8.86899,0.0422636,-3.18651,0.0471327,-10.2095,0.0450593
279885174602198,0,334.999,700,-8.9529,0.0397583,-3.29259,0.0443458,-10.2432,0.0483087
279899832602749,0,334.999,1000,-8.90107,0.0369312,-3.15025,0.0529288,-10.3245,0.0454514
279915092603483,0,339.995,700,-8.9635,0.0415231,-3.24364,0.0510122,-10.2782,0.0455878
279929750603254,0,339.995,1000,-8.94296,0.039794,-3.14068,0.0508687,-10.2613,0.0641975
279945010601588,0,344.992,700,-9.06554,0.0345621,-3.25706,0.0553168,-10.3454,0.0461512
279959668601287,0,344.992,1000,-9.05751,0.0381487,-3.25095,0.0530842,-10.2753,0.0510313
279974926603473,0,349.998,700,-9.07832,0.0421214,-3.33177,0.0506112,-10.2489,0.0573131
279989584603532,0,349.998,1000,-9.05798,0.0396968,-3.29601,0.0573665,-10.2366,0.0439395
280004844600714,0,354.994,700,-9.08877,0.0398881,-3.30159,0.0429873,-10.255,0.0500287
280019502600281,0,354.994,1000,-9.08106,0.0348599,-3.20105,0.0505851,-10.3095,0.0443003
280034760601447,0,360,700,-9.14061,0.0387038,-3.25412,0.0456594,-10.3337,0.0537287
280049418602238,0,360,1000,-9.10996,0.0347996,-3.18994,0.0551241,-10.3254,0.0449299
