Sensys Flugate FL3-2
Time [ns],rho [mm],phi [mm],z [mm],Bx [nT],BxStdDev [nT],By [nT],ByStdDev [nT],Bz [nT],BzStdDev [nT]
377434491025846,750,0,900,-9.65895,0.0508552,-3.13612,0.0504685,-10.3481,0.0512264
377439513025926,750,19.9953,900,-9.74574,0.0516254,-3.15288,0.0486142,-11.2231,0.0512526
377444535026881,750,40,900,-8.93866,0.0376193,-3.07417,0.0485586,-11.4793,0.0470047
377449557025077,750,59.9953,900,-8.67405,0.0496215,-2.9565,0.0488967,-11.2532,0.0591451
377454579026321,750,80,900,-8.60905,0.0451823,-2.92013,0.0601424,-11.22,0.0502813
377459601026496,750,99.9953,900,-8.42096,0.0467789,-2.63054,0.0517902,-11.3746,0.0440297
377464623024104,750,120,900,-8.14361,0.0368655,-2.65765,0.058519,-11.0701,0.0583084
377469645026595,750,139.995,900,-8.31419,0.034683,-2.75918,0.0517928,-10.3666,0.0500448
377474667025787,750,160,900,-9.37175,0.0439225,-2.95515,0.0592951,-10.1956,0.048176
377479689026791,750,179.995,900,-9.51709,0.0478925,-3.18339,0.0434549,-11.0911,0.0522254
377484711026198,750,182.387,900,-9.4979,0.0351305,-3.25522,0.0537635,-11.1711,0.045323
377534497025226,750,219.995,900,-8.1621,0.0393419,-3.41275,0.0455869,-11.7636,0.0458077
377539519024622,750,219.832,900,-8.1443,0.041821,-3.34356,0.0601155,-11.7616,0.0431112
377606329026419,750,215.986,900,-8.25569,0.0340966,-3.51548,0.0535329,-11.9522,0.0443691
377665333024434,750,280,900,-7.5876,0.0335471,-2.79688,0.0556163,-10.8058,0.0554099
377670353024838,750,299.995,900,-7.80218,0.0432044,-3.06357,0.0648112,-10.1069,0.048765
377675373024606,750,320,900,-8.19906,0.0494893,-2.89567,0.0491129,-9.98288,0.0456759
377680393025670,750,339.995,900,-8.99292,0.0417127,-3.10085,0.0547672,-9.49965,0.041956
377685413025474,750,360,900,-9.48306,0.0401002,-3.13893,0.0438545,-10.3895,0.0555762
377713095026146,750,0,900,-9.45468,0.0401225,-3.1027,0.0653737,-10.2536,0.0610179
377718929026346,750,0,850,-9.45589,0.0394593,-3.06669,0.0509479,-10.2337,0.0461995
377723949023847,750,19.9953,850,-9.66288,0.0374581,-3.16241,0.0628031,-11.1699,0.0486579
377728969024227,750,40,850,-8.85765,0.044625,-3.04872,0.0437467,-11.3879,0.0374141
377733989023791,750,59.9953,850,-8.60222,0.0388072,-2.9648,0.0451692,-11.2646,0.0525713
377739009026439,750,80,850,-8.49634,0.0595354,-2.88469,0.0494088,-11.0934,0.0466778
377744031025127,750,99.9953,850,-8.26958,0.0379536,-2.65978,0.0580787,-11.3939,0.051435
377749051026659,750,120,850,-7.98519,0.0422743,-2.70968,0.0456726,-10.9944,0.0546527
377754071024723,750,139.995,850,-8.10969,0.0371032,-2.81679,0.0493441,-10.2039,0.0434096
377759091023999,750,160,850,-9.26,0.0477053,-3.03927,0.0563672,-10.192,0.0542043
377764111023864,750,179.995,850,-9.37428,0.0376714,-3.18408,0.0512651,-11.0569,0.0406574
377769133024855,750,182.446,850,-9.36865,0.0369898,-3.25226,0.0410464,-11.0644,0.0484638
377818919025635,750,219.995,850,-8.22964,0.044155,-3.41475,0.0591422,-11.8261,0.0482346
377823941026579,750,219.832,850,-8.24378,0.0398075,-3.37725,0.0438692,-11.73,0.0504988
377881739024793,750,259.995,850,-7.5411,0.0495338,-3.21401,0.0502522,-10.7066,0.0536342
377886759024657,750,280,850,-7.56379,0.043406,-2.82634,0.0621677,-10.7733,0.0468547
377891781025324,750,299.995,850,-7.76163,0.0387296,-3.16759,0.0509185,-9.89206,0.0454539
377896801024445,750,320,850,-8.18004,0.0426311,-3.01777,0.0461498,-9.90933,0.0546298
377901821023793,750,339.995,850,-8.93599,0.0604771,-3.0895,0.0566966,-9.34196,0.0449718
377906841024221,750,360,850,-9.37219,0.0573316,-3.08344,0.0470426,-10.2303,0.0364155
377934525024484,750,0,850,-9.26669,0.0400262,-3.11109,0.0433938,-10.3406,0.0506835
377940359024096,750,0,800,-9.27253,0.036952,-3.12489,0.0568193,-10.3499,0.0467339
377945381026888,750,19.9953,800,-9.45898,0.0343781,-3.19338,0.0494511,-11.2177,0.0484887
377950403027184,750,40,800,-8.71261,0.058785,-3.08196,0.0596325,-11.4505,0.0402319
377955427026207,750,59.9953,800,-8.3118,0.0427761,-2.9566,0.0570878,-11.3104,0.0633027
377960449024366,750,80,800,-8.35229,0.0416097,-3.00176,0.0633149,-11.2025,0.0509511
377965471024674,750,99.9953,800,-8.09828,0.0410944,-2.76008,0.0525209,-11.5113,0.0533429
377970493024297,750,120,800,-7.79948,0.041384,-2.84557,0.0520416,-11.0495,0.0492214
377975515027605,750,139.995,800,-7.94426,0.0413285,-2.95352,0.0517447,-10.4026,0.0507212
377980537024553,750,160,800,-9.01764,0.0464089,-3.04703,0.0568731,-10.2809,0.0532062
377985559026888,750,179.995,800,-9.09853,0.0440689,-3.32009,0.0462209,-11.1087,0.045989
377990581026896,750,200,800,-8.90572,0.0400457,-3.50232,0.0536822,-12.0959,0.0576564
377995603025991,750,199.9,800,-8.81636,0.0435077,-3.58467,0.0445104,-12.0792,0.0627246
378049195024233,750,240,800,-7.37486,0.0404649,-3.14512,0.0613483,-11.8655,0.0510264
378054217026809,750,239.88,800,-7.27438,0.0433318,-3.1686,0.0461408,-11.8443,0.0446983
378115621025688,750,280,800,-7.33025,0.0380079,-3.01066,0.0575144,-11.0708,0.0512207
