Sensys Flugate FL3-2
Time [ns],rho [mm],phi [mm],z [mm],Bphi [nT],BphiStdDev [nT],Bz [nT],BzStdDev [nT],Brho [nT],BrhoStdDev [nT]
182540559629809,0,0,575,-9.73877,0.0329121,-2.50658,0.046513,-10.8357,0.059662
182550193628702,0,89.993,575,-10.4456,0.0422727,-2.54774,0.0570159,-11.1587,0.0589276
182559827631687,0,179.995,575,-10.0986,0.0407605,-2.53727,0.0483792,-11.7456,0.0604991
182569459628372,0,269.998,575,-9.47347,0.0431168,-2.47406,0.0507598,-11.4646,0.0514546
182625017630759,756.993,0,575,-9.88813,0.0345692,-2.9687,0.054862,-10.8498,0.057789
182629437632157,756.993,9.99298,575,-9.97014,0.0332324,-2.97564,0.0454423,-10.888,0.0505758
182633857628769,756.993,19.9953,575,-10.047,0.0384748,-2.9149,0.0448079,-11.041,0.0595265
182638277628225,756.993,29.9977,575,-10.1097,0.0402547,-2.88535,0.0560715,-11.1233,0.0621381
182642697631606,756.993,40,575,-10.1096,0.0381424,-2.89155,0.0545022,-11.2432,0.0515972
182647117628986,756.993,49.993,575,-10.0171,0.0339549,-2.86754,0.0745616,-11.4154,0.0512231
182651537628406,756.993,59.9953,575,-9.79937,0.0361583,-2.88238,0.0467212,-11.4883,0.0468391
182655959629029,756.993,69.9977,575,-9.52139,0.0463884,-2.86988,0.0511743,-11.2809,0.0517891
182660379632121,756.993,80,575,-9.36832,0.0380963,-2.88968,0.0412031,-10.9466,0.0480436
182664799630053,756.993,89.993,575,-9.41257,0.0366888,-2.85964,0.0539591,-10.5396,0.0621726
182669219629162,756.993,99.9953,575,-9.75443,0.0400308,-2.81633,0.05012,-10.1285,0.0494724
182673639631570,756.993,109.998,575,-10.2828,0.0413138,-2.73146,0.0476905,-10.0388,0.0657478
182678059631889,756.993,120,575,-10.7631,0.0388081,-2.6121,0.0513748,-10.2759,0.0456895
182682479629519,756.993,129.993,575,-11.0581,0.0381466,-2.45325,0.0593194,-10.7589,0.0531272
182686899631342,756.993,139.995,575,-11.0778,0.039823,-2.39845,0.0467481,-11.2903,0.0864507
182691319628209,756.993,149.998,575,-10.8638,0.0406536,-2.25801,0.0447651,-11.7505,0.0433302
182695739629649,756.993,160,575,-10.5582,0.0403923,-2.18042,0.0438076,-12.0457,0.0583595
