Sensys Flugate FL3-2
Time [ns],rho [mm],phi [mm],z [mm],Bx [nT],BxStdDev [nT],By [nT],ByStdDev [nT],Bz [nT],BzStdDev [nT]
3781430537131941,450,0,685,2578.18,0.427118,2498.35,0.364087,-0.0165725,0.0183772
3781439557129930,450,19.9953,685,2574.16,0.996763,2494.94,1.4672,-0.0144768,0.0178212
3781448577131266,450,40,685,2568.85,0.925524,2493.38,0.981544,-0.0138888,0.0176923
3781457597131282,450,59.9953,685,2563.58,0.782077,2493.76,0.588867,-0.0135927,0.0166998
3781466617130014,450,80,685,2558.52,1.07631,2496.15,1.19807,-0.0128603,0.0179291
3781475637130235,450,99.9953,685,2555.54,1.11633,2500.22,0.808926,-0.0127501,0.0174438
3781484657132171,450,120,685,2553.93,1.55222,2504.81,0.665308,-0.0169988,0.0172661
3781493677131395,450,139.995,685,2553.55,1.36643,2509.85,0.424278,-0.012866,0.0164967
3781502697129851,450,160,685,2554.53,1.35603,2513.94,0.761014,-0.0133982,0.0171794
3781511717131704,450,179.995,685,2557.31,1.29107,2518.88,0.835474,-0.0143809,0.018358
3781520737131120,450,200,685,2561.71,1.01436,2522.79,0.812293,-0.0136056,0.0170728
3781529757130104,450,219.995,685,2567.2,0.895773,2524.79,0.730392,-0.0159245,0.0183091
3781538777129736,450,240,685,2572.58,0.98693,2523.49,0.623964,-0.0149217,0.0167899
3781547797130953,450,259.995,685,2576.35,1.19097,2519.98,0.660658,-0.0139861,0.017312
3781556817128821,450,280,685,2579.49,1.48395,2516.67,0.73721,-0.0145168,0.0181316
3781565837131777,450,299.995,685,2581.96,1.34577,2512.66,0.546049,-0.0149016,0.017793
3781574857130450,450,320,685,2582.84,1.87273,2508.03,0.414978,-0.0137701,0.0191755
3781583877132266,450,339.995,685,2581.39,1.41918,2502.34,0.873219,-0.0129919,0.0181265
3781592897131238,450,360,685,2577.93,1.03697,2497.96,0.848764,-0.0155439,0.0175233
3781624577131396,450,0,740,2577.98,17.2891,2496.97,16.6757,-0.0120063,0.0175344
3781633597130692,450,19.9953,740,2574.16,7.41918,2494.77,4.8422,-0.0113339,0.0173289
3781642617129341,450,40,740,2569.28,1.47109,2493.5,1.53785,-0.0161018,0.0168286
