Inclinometer Kelag KQS901-51Q
Time [ns],rho [mm],phi [mm],z [mm],Along X [mDegree],Along X StdDev [mDegree],Along Y [mDegree],Along Y StdDev [mDegree]
2476400189908807,-15,249.993,300,835.874,0.198075,2508.4,0.387119
2476413039908128,-10,249.993,300,835.885,0.219622,2508.43,0.389897
2476427039907454,-5,249.993,300,835.898,0.237729,2508.46,0.39295
2476441947908847,0,249.993,300,835.942,0.287641,2508.59,0.401964
2476457963908294,5,249.993,300,836.024,0.335617,2508.82,0.418259
2476475047908183,10,249.993,300,836.066,0.290161,2508.97,0.443402
2476493239907172,15,249.993,300,836.084,0.42629,2509.03,0.418765
2476512301907917,20,249.993,300,836.119,0.367555,2509.12,0.449183
2476532431909092,25,249.993,300,836.155,0.350574,2509.23,0.422347
2476553669909486,30,249.993,300,835.964,0.321869,2508.67,0.401842
2476575777909297,35,249.993,300,835.864,0.35449,2508.37,0.372918
2476598999909206,40,249.993,300,835.766,0.302966,2508.07,0.389494
2476623277907907,45,249.993,300,835.761,0.345068,2508.06,0.388351
2476648625909935,50,249.993,300,835.705,0.279412,2507.9,0.434721
2476674883907877,55,249.993,300,835.706,0.25375,2507.9,0.447916
2476702209909453,60,249.993,300,835.712,0.228928,2507.92,0.412531
2476730639907814,65,249.993,300,835.779,0.27888,2508.14,0.421218
2476759935908546,70,249.993,300,835.835,0.26191,2508.29,0.382633
2476790337907545,75,249.993,300,835.932,0.278702,2508.58,0.374692
2476821779907289,80,249.993,300,836.022,0.217388,2508.85,0.402259
2476854117910089,85,249.993,300,836.018,0.337533,2508.85,0.425363
2476887521907182,90,249.993,300,836.157,0.323524,2509.27,0.408598
2476922033909206,95,249.993,300,836.243,0.280883,2509.54,0.40696
2476957613910435,100,249.993,300,836.292,0.216469,2509.68,0.366379
2476994063909438,105,249.993,300,836.393,0.249313,2509.99,0.369968
2477031621909723,110,249.993,300,836.465,0.172604,2510.2,0.347822
2477070245907314,115,249.993,300,836.638,0.119953,2510.74,0.385619
2477109753907175,120,249.993,300,836.727,0.163215,2511,0.472298
2477150361908480,125,249.993,300,836.779,0.1204,2511.15,0.380937
2477192039907100,130,249.993,300,836.923,0.134872,2511.59,0.392405
2477234787907437,135,249.993,300,836.931,0.162879,2511.62,0.382761
2477278431908408,140,249.993,300,837.026,0.157239,2511.89,0.40206
2477323137910465,145,249.993,300,837.202,0.137918,2512.44,0.402349
2477368953909682,150,249.993,300,837.129,0.121972,2512.22,0.372668
2477415643907522,155,249.993,300,837.179,0.141752,2512.36,0.415979
2477463437910260,160,249.993,300,837.218,0.170539,2512.47,0.374252
2477512295910453,165,249.993,300,837.22,0.168473,2512.48,0.41412
2477562061908656,170,249.993,300,837.253,0.16209,2512.58,0.426259
2477612897908770,175,249.993,300,837.294,0.141599,2512.71,0.463209
2477664801907837,180,249.993,300,837.304,0.310907,2512.69,0.454925
2477717791909957,185,249.993,300,837.341,0.31582,2512.86,0.382002
2477771669910110,190,249.993,300,837.401,0.164749,2513.02,0.459526
2477826623910521,195,249.993,300,837.462,0.148709,2513.23,0.393353
2477882669909187,200,249.993,300,837.587,0.163712,2513.6,0.366447
2477939581908725,205,249.993,300,837.673,0.158824,2513.86,0.413877
2477997571907792,210,249.993,300,837.795,0.136927,2514.24,0.388036
2478056665910293,215,249.993,300,837.772,3.75108,2514.14,11.9328
2478116625907918,220,249.993,300,837.816,0.169058,2514.26,0.453886
2478177671907467,225,249.993,300,837.913,0.837471,2514.6,2.73196
2478239807907320,230,249.993,300,838.018,0.216465,2514.88,0.403602
2478303013906995,235,249.993,300,838.065,0.15288,2515.02,0.399033
2478367085907134,240,249.993,300,838.115,0.1733,2515.17,0.376066
2478432263907531,245,249.993,300,838.174,0.176034,2515.33,0.414247
2478498517908281,250,249.993,300,838.189,0.128945,2515.38,0.391896
2478565675909947,255,249.993,300,838.128,0.114694,2515.2,0.381811
2478633899908281,260,249.993,300,838.056,0.171806,2514.98,0.451055
2478703191908413,265,249.993,300,838.096,0.158544,2515.11,0.39772
2478773591908928,270,249.993,300,838.025,0.135582,2514.89,0.402499
2478844861909760,275,249.993,300,837.997,0.150178,2514.81,0.412369
2478917255910187,280,249.993,300,837.923,0.154395,2514.6,0.40736
2478990705910090,285,249.993,300,837.861,0.156281,2514.42,0.390706
2479065013910520,290,249.993,300,837.844,0.114499,2514.38,0.377217
2479140431910390,295,249.993,300,837.912,0.150136,2514.58,0.393162
2479216919908343,300,249.993,300,838.065,0.20958,2515.05,0.457241
2479294287909205,305,249.993,300,838.05,0.414478,2515.02,1.29683
2479372725908594,310,249.993,300,838.14,0.19282,2515.3,0.439394
2479452233909629,315,249.993,300,838.251,0.188918,2515.62,0.414444
2479532871909085,320,249.993,300,838.257,0.12783,2515.64,0.370581
2479614375908032,325,249.993,300,838.306,0.136244,2515.79,0.368171
2479696945908747,330,249.993,300,838.43,0.241338,2516.16,0.463147
2479780625907103,335,249.993,300,838.434,0.126132,2516.19,0.354262
2479865169908701,340,249.993,300,838.394,0.147186,2516.05,0.373838
2479950817908789,345,249.993,300,838.256,0.240437,2515.66,0.755916
2480037519908480,350,249.993,300,838.227,0.158007,2515.58,0.404731
