Sensys Flugate FL3-2
Time [ns],rho [mm],phi [mm],z [mm],Bx [nT],BxStdDev [nT],By [nT],ByStdDev [nT],Bz [nT],BzStdDev [nT]
194032103593735,767.998,0,900,-9.59222,0.0373392,-3.2886,0.0457404,-10.1325,0.042536
194037123593983,767.998,19.9953,900,-9.78423,0.0375712,-3.15451,0.0537993,-11.1941,0.0477247
194042143593943,767.998,40,900,-8.84658,0.0384063,-3.19816,0.0471392,-11.4688,0.0470143
194047163593760,767.998,59.9953,900,-8.57649,0.0411544,-3.06685,0.0422211,-11.3033,0.0369456
194052183594128,767.998,80,900,-8.52811,0.0406718,-3.08947,0.0430249,-11.0683,0.0564329
194057203594052,767.998,80.5138,900,-8.48763,0.0451939,-3.07038,0.0499676,-10.9732,0.0486012
194062223595500,767.998,100.416,900,-8.35255,0.0447082,-2.82524,0.043499,-11.1491,0.0501953
194067243595760,767.998,120.348,900,-8.21034,0.0372185,-2.85901,0.0472155,-10.8231,0.0503431
194072263595096,767.998,140.251,900,-8.41864,0.0371087,-3.00103,0.0539445,-10.1763,0.0554261
194077283595969,767.998,160.124,900,-9.56584,0.0379278,-3.18155,0.0567777,-10.2223,0.0655837
194082303596433,767.998,180.143,900,-9.5382,0.0477914,-3.36668,0.0502102,-11.0992,0.049019
194087323593837,767.998,200.075,900,-9.25175,0.0396669,-3.56295,0.0556834,-12.1551,0.0521668
194092343594325,767.998,219.978,900,-8.21649,0.0418114,-3.49105,0.0481377,-11.8183,0.0422493
194097363594261,767.998,220.823,900,-8.17305,0.046475,-3.38,0.0404733,-11.8109,0.0518465
194102383594258,767.998,240.784,900,-7.70992,0.0500345,-3.15259,0.0488504,-11.5435,0.0581987
194107405594385,767.998,260.657,900,-7.67253,0.040451,-3.42167,0.042189,-10.8486,0.0589033
194112427593697,767.998,280.676,900,-7.57644,0.0420754,-3.1259,0.0468709,-10.7789,0.0592251
194117449593716,767.998,300.579,900,-7.81972,0.046764,-3.5609,0.0449349,-10.0057,0.0671747
194122471593592,767.998,320.453,900,-8.12354,0.0365868,-3.32776,0.0506954,-9.87494,0.0561533
194122471593592,767.998,320.453,900,-8.12354,0.0365868,-3.32776,0.0506954,-9.87494,0.0561533
