Sensys Flugate FL3-2
Time [ns],rho [mm],phi [mm],z [mm],Bphi [nT],BphiStdDev [nT],Bz [nT],BzStdDev [nT],Brho [nT],BrhoStdDev [nT]
286269645797579,0,0,450,-8.34551,0.038265,-3.36362,0.053001,-10.4087,0.0522309
286284303800074,0,0,150,-8.48995,0.0419008,-3.62217,0.0448151,-10.6012,0.0639219
286299561799189,0,4.99649,450,-8.29531,0.0420325,-3.45847,0.0450778,-10.4308,0.0494066
286314219797652,0,4.99649,150,-8.53346,0.0387656,-3.67621,0.0410095,-10.5697,0.0511794
286329479800077,0,9.99298,450,-8.39012,0.0406224,-3.44081,0.0639009,-10.4821,0.0451198
286344137797196,0,9.99298,150,-8.47234,0.0359893,-3.67148,0.0423933,-10.6694,0.0516972
286359395799887,0,14.9988,450,-8.33106,0.0409125,-3.51233,0.0528859,-10.5319,0.0482108
286374053799262,0,14.9988,150,-8.3637,0.0361748,-3.66912,0.0492184,-10.7543,0.0547011
286389313798531,0,19.9953,450,-8.29199,0.038884,-3.45828,0.0599251,-10.4584,0.0607104
286403971797402,0,19.9953,150,-8.37101,0.0460041,-3.6584,0.0523674,-10.7941,0.0638847
286419229797920,0,24.9918,450,-8.27578,0.0522578,-3.45322,0.0576614,-10.5434,0.0590086
286433887800008,0,24.9918,150,-8.43772,0.0363166,-3.75034,0.0407499,-10.7727,0.0511949
286449147797741,0,29.9977,450,-8.31447,0.040438,-3.48625,0.0543873,-10.4755,0.0448966
286463805799792,0,29.9977,150,-8.41125,0.0403219,-3.70778,0.0507062,-10.7698,0.0486511
286479065797790,0,34.9942,450,-8.34494,0.0358495,-3.58038,0.0460083,-10.543,0.0467475
286493725797980,0,34.9942,150,-8.4507,0.0593057,-3.79624,0.0576082,-10.8344,0.0440188
286508983798666,0,40,450,-8.32856,0.0426935,-3.50487,0.0573954,-10.5906,0.0626551
286523641796985,0,40,150,-8.4285,0.0498816,-3.76079,0.0495815,-10.8918,0.0543253
286538901799195,0,44.9965,450,-8.41854,0.0507232,-3.54198,0.0539629,-10.6068,0.046538
286553559799074,0,44.9965,150,-8.45373,0.0473656,-3.76531,0.0516118,-10.8257,0.0538681
286568817797180,0,49.993,450,-8.4607,0.0455535,-3.49759,0.0572493,-10.5522,0.0670841
286583475797959,0,49.993,150,-8.39539,0.0504733,-3.66849,0.0453857,-10.8519,0.0573882
286598733796714,0,54.9988,450,-8.38377,0.0430412,-3.5317,0.045672,-10.6041,0.0526113
286613391800457,0,54.9988,150,-8.32213,0.0475994,-3.75135,0.0529143,-10.8897,0.0575196
286628649797075,0,59.9953,450,-8.31424,0.0579452,-3.49438,0.0567626,-10.6137,0.0471574
286643307797566,0,59.9953,150,-8.34767,0.0506315,-3.70921,0.0485356,-10.8847,0.0524721
286658565798192,0,64.9918,450,-8.48496,0.0529186,-3.49971,0.0527098,-10.6616,0.0527425
286673223798791,0,64.9918,150,-8.39663,0.0423385,-3.69264,0.0468471,-10.9413,0.0452477
