Inclinometer Kelag KQS901-51Q
Time [ns],rho [mm],phi [mm],z [mm],Along X [mDegree],Along X StdDev [mDegree],Along Y [mDegree],Along Y StdDev [mDegree]
4627119719545449,-15,229.998,300,0.0238665,0.000751883,0.00872894,0.00152704
4627123737547421,-10,229.998,300,0.0238608,0.000213729,0.00881989,0.000667648
4627127755547942,-5,229.998,300,0.0238587,0.000128126,0.00880946,0.000316436
4627131773545918,0,229.998,300,0.0238042,0.000143926,0.00878163,0.000165916
4627135791547326,5,229.998,300,0.0238414,0.000125222,0.00879244,0.000125989
4627139809547234,10,229.998,300,0.0238835,0.00013625,0.0088009,0.000107809
4627143827547262,15,229.998,300,0.0238868,0.000142119,0.00879889,0.00011324
4627147845547375,20,229.998,300,0.0238669,0.000127724,0.0087961,0.000104178
4627151863545939,25,229.998,300,0.0239512,9.985e-5,0.00879429,0.000103414
4627155881547275,30,229.998,300,0.0240029,0.000125766,0.00878408,0.000103951
4627159899547303,35,229.998,300,0.0240029,0.000106926,0.00877656,7.99533e-5
4627163917546671,40,229.998,300,0.0238456,0.000126794,0.00872199,0.000113819
4627167935547948,45,229.998,300,0.023776,0.00013502,0.00866673,0.000126574
4627171953544904,50,229.998,300,0.0239019,0.000126237,0.00865233,0.000120037
4627175973546641,55,229.998,300,0.0238057,0.000120102,0.00854841,0.000113244
4627179993546890,60,229.998,300,0.0237723,0.000120042,0.0085008,0.000106299
4627184011547026,65,229.998,300,0.023741,0.000122635,0.00843537,0.000105486
4627188029548218,70,229.998,300,0.0236909,0.000122215,0.00833952,0.000104612
4627192047548162,75,229.998,300,0.0237394,0.000120445,0.00830124,0.000103866
4627196065545059,80,229.998,300,0.0237274,0.000134829,0.00823116,0.00011747
4627200083545795,85,229.998,300,0.0236871,0.00012114,0.00814125,0.000110129
4627204101545727,90,229.998,300,0.0235735,0.000128305,0.00805416,0.000120252
4627208119546427,95,229.998,300,0.0235134,0.000140218,0.00801097,0.000123157
4627212137544931,100,229.998,300,0.0233866,0.000128924,0.00796542,0.000112937
4627216155547396,105,229.998,300,0.0233673,0.000123734,0.00791786,0.000123584
4627220173545828,110,229.998,300,0.0234275,0.000128133,0.00785486,0.000112753
4627224191546984,115,229.998,300,0.0233846,0.000126864,0.00782864,0.000129078
4627228209547288,120,229.998,300,0.0233892,0.000143053,0.0077621,0.0001184
4627232227546200,125,229.998,300,0.023307,0.000134061,0.00772257,0.000109487
4627236245547008,130,229.998,300,0.0233788,0.000140155,0.00771317,0.000119446
4627240263544937,135,229.998,300,0.0232902,0.000122318,0.00761254,0.000130758
4627244281546141,140,229.998,300,0.0232153,0.000117671,0.00757904,0.000121508
4627248299545605,145,229.998,300,0.0231681,0.000123613,0.0075334,0.00010883
4627252317546893,150,229.998,300,0.0230958,0.000128148,0.00749653,0.000105956
4627256335545541,155,229.998,300,0.0230473,0.000134127,0.00747902,0.000105226
4627260353547046,160,229.998,300,0.0228745,0.00015185,0.00737877,0.000131237
4627264371545502,165,229.998,300,0.0228535,0.00013735,0.00734578,0.000110374
4627268389547966,170,229.998,300,0.0228232,0.000135738,0.00733447,0.000117991
4627272407545222,175,229.998,300,0.0227566,0.000132264,0.00727997,0.000126023
4627276425545250,180,229.998,300,0.0226934,0.000132094,0.00722031,0.000122239
4627280443546550,185,229.998,300,0.0226723,0.000134056,0.00720025,0.00012165
4627284461545619,190,229.998,300,0.0226051,0.000122077,0.00716317,0.000117978
4627288479545407,195,229.998,300,0.0225236,0.000139196,0.00712233,0.00012543
4627292497545195,200,229.998,300,0.022459,0.000125048,0.00707448,0.000125394
4627296515546663,205,229.998,300,0.022449,0.00013703,0.0070402,0.000118808
4627300533546955,210,229.998,300,0.0224225,0.000132023,0.00700762,0.000132397
4627304551545076,215,229.998,300,0.0223722,0.000125052,0.00701227,0.000117159
4627308571548097,220,229.998,300,0.0223455,0.000113064,0.00696474,0.000101009
4627312589546337,225,229.998,300,0.0222104,0.000134927,0.00695033,0.000125666
4627316607547169,230,229.998,300,0.0221398,0.000138287,0.00697407,0.00011628
