Inclinometer Kelag KQS901-51Q
Time [ns],rho [mm],phi [mm],z [mm],Along X [mDegree],Along X StdDev [mDegree],Along Y [mDegree],Along Y StdDev [mDegree]
4625367081811092,-15,229.998,300,0.0239278,0.000245982,0.00878441,0.000208303
4625371099810460,-10,229.998,300,0.0239271,0.000416307,0.0087797,0.000304121
4625375117809000,-5,229.998,300,0.0239067,0.000719787,0.00879374,0.000517903
4625379135810036,0,229.998,300,0.0239939,0.000920814,0.00888707,0.000611083
4625383153809836,5,229.998,300,0.024054,0.000899427,0.00890865,0.000667268
4625387171809444,10,229.998,300,0.0239016,0.000850854,0.00881219,0.000634511
4625391189811189,15,229.998,300,0.0238657,0.000677728,0.00877068,0.000501645
4625395207810125,20,229.998,300,0.0238752,0.000616255,0.00873998,0.000638374
4625399225809277,25,229.998,300,0.0239393,0.000404596,0.00877015,0.000396781
4625403243809965,30,229.998,300,0.0239969,0.000142879,0.00875505,0.000177295
4625407261810749,35,229.998,300,0.0239985,0.000184194,0.00875468,0.000151305
4625411279810178,40,229.998,300,0.0238436,0.000192374,0.00868665,0.000159801
4625415297811970,45,229.998,300,0.0237875,0.00022191,0.00865046,0.000186086
4625419315809886,50,229.998,300,0.0238934,0.000161224,0.00862698,0.000141095
4625423333809098,55,229.998,300,0.0238395,0.000146923,0.0085526,0.000128507
4625427351808910,60,229.998,300,0.0237792,0.000123453,0.00848144,0.000109276
4625431369811638,65,229.998,300,0.0237402,0.000466482,0.00840397,0.000366298
4625435387811883,70,229.998,300,0.0237257,0.000168539,0.00834259,0.000135024
4625439405810843,75,229.998,300,0.0237345,0.000159882,0.00827236,0.00013283
4625443423808807,80,229.998,300,0.0237001,0.000163445,0.00818522,0.000136933
4625447441809975,85,229.998,300,0.0237121,0.000125942,0.00813648,0.000119241
4625451459809355,90,229.998,300,0.0236236,0.000131405,0.00806084,0.000117216
4625455477811796,95,229.998,300,0.0235292,0.000207905,0.00798885,0.000130497
4625459495810264,100,229.998,300,0.0234327,0.000203149,0.00797261,0.000157964
4625463513809140,105,229.998,300,0.0233702,0.000273558,0.00789967,0.000165392
4625467531810872,110,229.998,300,0.0234471,0.000168012,0.0078377,0.000122489
4625471549809448,115,229.998,300,0.0234221,0.000133449,0.00781189,0.00011377
4625475567811553,120,229.998,300,0.0234456,0.000140987,0.00776198,0.000125192
4625479585811857,125,229.998,300,0.023383,0.000135005,0.00772764,0.00011459
4625483603809725,130,229.998,300,0.0234005,0.000146368,0.00769124,0.000116176
4625487621809021,135,229.998,300,0.0233411,0.000125987,0.00762585,0.000107702
4625491639809361,140,229.998,300,0.023251,0.000119418,0.00757274,0.000113303
4625495657809989,145,229.998,300,0.0232219,0.000108749,0.00754199,0.000100675
4625499675809046,150,229.998,300,0.0231494,0.000121011,0.00750114,0.000102457
4625503693811450,155,229.998,300,0.0230516,0.000137115,0.00744816,0.000106372
4625507711811166,160,229.998,300,0.0229389,0.00013965,0.00740369,0.000109063
4625511729811170,165,229.998,300,0.0229079,0.000129725,0.00735492,0.000111195
4625515747811246,170,229.998,300,0.0228522,0.00012609,0.00733229,0.000103276
4625519765809595,175,229.998,300,0.0227969,0.000124723,0.00728553,0.000116988
4625523783811459,180,229.998,300,0.0227497,0.00012829,0.00723226,0.000113264
4625527801810539,185,229.998,300,0.022712,0.000135044,0.00721561,0.000116611
4625531819809379,190,229.998,300,0.0226342,0.000126877,0.0071667,0.000115571
4625535837809707,195,229.998,300,0.0225611,0.00011874,0.00713023,0.000125702
4625539855811619,200,229.998,300,0.0224756,0.000116476,0.00707562,0.000105838
4625543873809848,205,229.998,300,0.0224846,0.000144102,0.00704937,0.000126109
4625547891811076,210,229.998,300,0.0224479,0.000121955,0.00701843,0.000124945
4625551909811860,215,229.998,300,0.0223673,0.000128485,0.00699125,0.000125583
4625555927811024,220,229.998,300,0.0223891,0.000114124,0.00698636,0.000108442
4625559945811760,225,229.998,300,0.0222465,0.000128747,0.00696667,0.000108606
4625563963809305,230,229.998,300,0.0221671,0.000140005,0.00699555,0.00012018
4625567981809777,235,229.998,300,0.0221624,0.000133189,0.00698939,0.000120138
4625571999810345,240,229.998,300,0.0221791,0.000136436,0.00700768,0.000116842
4625576017812065,245,229.998,300,0.0221547,0.000117074,0.00699103,0.000108044
4625580035810449,250,229.998,300,0.0222517,0.000122237,0.0070638,0.000114467
4625584053808978,255,229.998,300,0.0223452,0.000119677,0.00703434,0.000113893
4625588071811214,260,229.998,300,0.0223372,0.000103468,0.00700193,9.82101e-5
4625592089810954,265,229.998,300,0.022451,0.000137509,0.0069574,0.000124073
4625596107809926,270,229.998,300,0.0224756,0.000129387,0.0069223,0.00012059
4625600125809306,275,229.998,300,0.0225009,0.000125166,0.00693149,0.000114908
4625604143810030,280,229.998,300,0.0225248,0.000120041,0.00690718,0.00011329
4625608161809819,285,229.998,300,0.0226055,0.0001141,0.00690053,9.54971e-5
4625612179809691,290,229.998,300,0.0227144,0.000117125,0.00686146,8.99819e-5
4625612179809691,290,229.998,300,0.0227144,0.000117125,0.00686146,8.99819e-5
