Sensys Flugate FL3-2
Time [ns],rho [mm],phi [mm],z [mm],Bx [nT],BxStdDev [nT],By [nT],ByStdDev [nT],Bz [nT],BzStdDev [nT]
2852962211666418,0,0,0,96.8491,0.213362,107.654,0.262434,-350.187,0.320521
2852965215666413,0,0,0,97.0634,0.220141,107.657,0.247886,-349.645,0.256532
2852968217665095,0,0,0,96.8075,0.214051,107.386,0.308448,-349.695,0.26453
2852971219665817,0,0,0,97.3763,0.190833,107.389,0.217499,-350.042,0.266682
2852974221664163,0,0,0,97.0074,0.259171,107.568,0.244242,-349.993,0.235002
2852977223664369,0,0,0,96.6911,0.187829,107.48,0.250565,-350.161,0.291246
2852980225664803,0,0,0,96.8971,0.186375,107.356,0.231736,-349.68,0.232757
2852983227665309,0,0,0,96.7622,0.194165,107.068,0.232623,-349.696,0.254258
2852986229665095,0,0,0,96.5601,0.242337,107.35,0.247405,-349.89,0.241132
2852989231667005,0,0,0,96.8495,0.202617,107.36,0.236257,-350.156,0.247346
