Sensys Flugate FL3-2
Time [ns],rho [mm],phi [mm],z [mm],Bx [nT],BxStdDev [nT],By [nT],ByStdDev [nT],Bz [nT],BzStdDev [nT]
1358999521950774,0,0,0,89.4515,0.195788,-780.666,0.29151,-406.195,0.224017
1359000693952706,0,0,0,89.4112,0.176294,-780.976,0.347074,-406.052,0.273246
1359001887950468,0,0,0,89.3999,0.188455,-780.872,0.554254,-405.486,0.392562
1359003071952645,0,0,0,89.1926,0.16957,-779.876,0.335741,-405.002,0.301289
1359004237950963,0,0,0,89.285,0.187169,-780.126,0.355829,-405.448,0.276806
1359005405951289,0,0,0,89.4543,0.268209,-781.456,0.864983,-406.484,0.565518
1359006569952397,0,0,0,89.2937,0.22607,-780.211,0.514006,-405.645,0.320059
1359007801951308,0,0,0,88.9713,0.173824,-779.361,0.401071,-405.249,0.228869
1359009489950590,0,0,0,89.8178,0.778321,-782.592,3.24611,-407.264,1.83482
1359010653950259,0,0,0,90.5318,0.247756,-787.027,0.703269,-409.49,0.540945
