Inclinometer Kelag KQS901-51Q
Time [ns],rho [mm],phi [mm],z [mm],Along X [mDegree],Along X StdDev [mDegree],Along Y [mDegree],Along Y StdDev [mDegree]
1199870078013289,30,0,450,2560.52,0.480088,2496.05,0.387618
1199877504037089,30,72,450,2573.79,2.88294,2493.88,1.91803
1199884930011341,30,144,450,2576.65,1.61265,2479.29,1.93536
1199892356048965,30,216,450,2565.45,1.55478,2472.82,0.503101
1199899782014120,30,288,450,2554.26,1.3342,2482.37,0.703208
1199907208026688,30,360,450,2560.21,2.43416,2495.85,1.87998
1199933886012614,71.9927,0,450,2558.02,1.29833,2497.12,0.512635
1199941312027318,71.9927,72,450,2571.29,2.30961,2495.55,2.01281
1199948738012489,71.9927,144,450,2574.16,1.26667,2481.31,1.15538
1199956164039829,71.9927,216,450,2562.7,1.54396,2474.67,0.580965
1199963590012893,71.9927,288,450,2551.49,0.883334,2484.38,0.53911
1199971016034724,71.9927,360,450,2557.86,1.7865,2497.41,1.47227
1199997694014134,113.995,0,450,2555.67,1.78985,2496.76,0.605046
1200005120028958,113.995,72,450,2569.42,1.5427,2495.33,1.53182
1200012546012270,113.995,144,450,2572.2,0.990999,2480.71,2.67519
1200019972047829,113.995,216,450,2560.8,1.32953,2474.31,0.594199
1200027398013873,113.995,288,450,2549.54,0.676542,2483.87,0.525425
1200034824038969,113.995,360,450,2555.94,1.58031,2496.86,0.781499
1200061500027230,155.996,0,450,2556.35,1.41027,2500.3,0.572115
1200068926014465,155.996,72,450,2570.14,1.25228,2499.1,1.3757
1200076354014018,155.996,144,450,2573.26,1.43735,2484.93,2.74288
1200083780031122,155.996,216,450,2561.88,1.10394,2478.34,0.576252
1200091206011853,155.996,288,450,2550.91,0.475512,2487.93,0.667733
1200098632028045,155.996,360,450,2557.14,1.1374,2500.74,0.43994
1200125310013671,197.998,0,450,2564.38,1.34424,2504.04,0.508331
1200132736031819,197.998,72,450,2578.65,3.16689,2502.09,2.81449
1200140162011434,197.998,144,450,2581.4,1.30358,2488.82,3.2237
1200147588027830,197.998,216,450,2569.87,0.656279,2482.12,0.413112
1200155014013026,197.998,288,450,2558.73,0.351663,2491.73,0.426384
1200162440027141,197.998,360,450,2565.4,1.09318,2504.49,0.48418
1200189116028590,240,0,450,2569.71,1.61474,2503.15,0.579946
1200196542013390,240,72,450,2583.27,0.871362,2501.63,1.14316
1200203968027314,240,144,450,2586.51,1.40018,2487.52,2.75962
1200211394011622,240,216,450,2574.9,0.767077,2480.98,0.474816
1200218820030189,240,288,450,2564.04,0.516526,2490.55,0.934481
1200226246013345,240,360,450,2570.5,1.25142,2503.29,0.42348
1200252922011122,281.993,0,450,2560.09,1.25024,2504.44,0.590274
1200260348026678,281.993,72,450,2573.96,0.562817,2503.19,0.665392
1200267774014477,281.993,144,450,2577.22,1.03551,2489.33,1.13613
1200275200028737,281.993,216,450,2565.7,0.846285,2482.71,0.57989
1200282626013297,281.993,288,450,2555.04,0.848192,2492.19,0.852283
1200290052031036,281.993,360,450,2561.25,1.77054,2504.89,0.522236
1200316728030049,323.995,0,450,2554.36,1.87005,2504.85,1.10242
1200324154013445,323.995,72,450,2569.16,4.19322,2503,3.32851
1200331580039333,323.995,144,450,2571.73,0.642568,2490.49,0.928744
1200339006011197,323.995,216,450,2560.05,1.07916,2483.02,0.442553
1200346432027388,323.995,288,450,2549.25,0.873683,2492.67,1.1824
1200353858013556,323.995,360,450,2555.57,1.78895,2505.07,0.66454
1200380534013949,365.996,0,450,2554.94,2.3736,2505.74,0.976558
1200387960056037,365.996,72,450,2569.1,1.34528,2504.2,1.42663
1200395386014400,365.996,144,450,2572.33,1.08508,2491.37,0.940285
1200402812044596,365.996,216,450,2560.55,1.25163,2483.97,0.925947
1200410238013832,365.996,288,450,2550.01,1.7913,2493.44,1.36692
1200417664037679,365.996,360,450,2556.19,2.45028,2505.97,0.587272
1200444342012853,407.998,0,450,2560.16,2.81342,2509.06,1.26559
1200451768030245,407.998,72,450,2574.68,4.19491,2507.31,1.60827
1200459194011445,407.998,144,450,2577.54,1.27817,2494.72,1.67486
1200466620028296,407.998,216,450,2565.86,1.90198,2487.56,1.02298
1200474046014164,407.998,288,450,2555.44,2.32885,2496.9,2.12211
1200481472044636,407.998,360,450,2561.42,1.85616,2509.19,0.85861
1200508148034925,450,0,450,2559.28,3.14408,2508.3,1.16789
1200515574011397,450,72,450,2573.92,4.58388,2506.35,2.47281
1200523000037176,450,144,450,2576.95,1.22708,2493.91,1.38242
1200530428040737,450,216,450,2565.12,2.07031,2486.83,1.2718
1200537854011700,450,288,450,2554.74,2.26449,2496.41,1.90806
1200545280026860,450,360,450,2560.85,1.45896,2508.46,1.35985
1200571956027709,491.993,0,450,2553.22,2.72392,2508.47,1.44111
1200579382011585,491.993,72,450,2567.38,5.40169,2506.75,2.53949
1200586808029481,491.993,144,450,2570.83,1.58439,2493.91,2.08202
1200594234012672,491.993,216,450,2558.86,3.00154,2486.88,1.84325
1200601660027256,491.993,288,450,2548.67,2.43698,2496.42,1.87075
1200609086011708,491.993,360,450,2554.59,1.70954,2508.54,0.751414
