Sensys Flugate FL3-2
Time [ns],rho [mm],phi [mm],z [mm],Bx [nT],BxStdDev [nT],By [nT],ByStdDev [nT],Bz [nT],BzStdDev [nT]
1362089510513886,0,0,0,78.5222,0.233096,-766.281,0.39023,-405.755,0.228231
1362090614514704,0,0,0,78.5663,0.167734,-766.148,0.303332,-405.894,0.257137
1362091718513637,0,0,0,78.4538,0.18004,-765.953,0.333107,-405.863,0.295862
1362092820515278,0,0,0,78.4062,0.201947,-765.973,0.319057,-405.853,0.240017
1362093922513763,0,0,0,78.5734,0.148879,-765.72,0.411903,-405.472,0.319543
1362095026514988,0,0,0,77.9797,0.482271,-764.663,1.68533,-404.878,0.755727
1362096130513682,0,0,0,77.1531,0.182639,-761.099,0.350027,-402.896,0.245063
1362097234515351,0,0,0,77.2991,0.243321,-760.932,0.311835,-403.094,0.231478
1362098338512977,0,0,0,77.3095,0.191751,-761.394,0.382395,-403.185,0.240842
1362099442513434,0,0,0,77.4662,0.216589,-761.822,0.293779,-403.583,0.21865
1362100546513040,0,0,0,77.3836,0.172898,-761.734,0.313977,-403.19,0.240169
1362101650515129,0,0,0,77.2833,0.163729,-761.576,0.284908,-403.253,0.250663
1362102754514159,0,0,0,77.1673,0.185302,-761.118,0.327096,-403.296,0.297755
1362103858512984,0,0,0,77.2443,0.198978,-760.979,0.299661,-403.316,0.331029
1362104962512566,0,0,0,77.3379,0.172898,-761.376,0.365574,-403.266,0.298632
1362106066513923,0,0,0,77.5184,0.225309,-761.312,0.383322,-403.307,0.29754
1362107170513145,0,0,0,77.4357,0.227025,-762.262,0.436405,-403.542,0.283703
1362108274512966,0,0,0,77.5733,0.18175,-762.503,0.361875,-403.673,0.240906
1362109378513316,0,0,0,77.394,0.188049,-762.589,0.304571,-403.589,0.225421
