Sensys Flugate FL3-2
Time [ns],rho [mm],phi [mm],z [mm],Bx [nT],BxStdDev [nT],By [nT],ByStdDev [nT],Bz [nT],BzStdDev [nT]
26765387602770,0,0,0,-291.62,0.0481908,90.8389,0.0468304,-82.7979,0.0535329
26769389603870,0,0,0,-291.623,0.0468117,90.8198,0.0505402,-82.7675,0.0591515
26773391601394,0,0,0,-291.623,0.0475431,90.8374,0.0544221,-82.8018,0.0478747
26777393602626,0,0,0,-291.639,0.0426226,90.8442,0.052325,-82.7955,0.0541845
26781395603475,0,0,0,-291.604,0.150203,90.7873,0.0834508,-82.7775,0.0808491
26785397603351,0,0,0,-290.9,0.0475531,90.4899,0.0512733,-82.5216,0.0417151
26789399603947,0,0,0,-290.939,0.0519358,90.4989,0.0493252,-82.5715,0.0477765
26793401601351,0,0,0,-290.93,0.0496536,90.5011,0.0442002,-82.5778,0.0603036
26797403600880,0,0,0,-290.925,0.0486057,90.532,0.0528114,-82.4907,0.0570622
26801405602448,0,0,0,-291.031,0.054727,90.5752,0.0509271,-82.5109,0.0534955
26805407602768,0,0,0,-291.061,0.0722386,90.563,0.0662596,-82.5698,0.0470241
26809409603449,0,0,0,-291.005,0.0478399,90.5593,0.0588537,-82.582,0.0498956
26813411601729,0,0,0,-291.07,0.0426165,90.5919,0.0459116,-82.5912,0.0556059
26817413600933,0,0,0,-291.043,0.0513405,90.5478,0.0454507,-82.5741,0.0509661
26821415602393,0,0,0,-291.061,0.0455014,90.5821,0.0443277,-82.5708,0.0581838
26825417600914,0,0,0,-291.065,0.0527667,90.559,0.052614,-82.5396,0.0423428
26829419602050,0,0,0,-291.015,0.0458411,90.5717,0.0432687,-82.5495,0.0596407
26833421602010,0,0,0,-291,0.0463199,90.5999,0.0527437,-82.5534,0.0549362
26837423602667,0,0,0,-291.014,0.047469,90.573,0.0416662,-82.5286,0.052156
26841425601835,0,0,0,-291.013,0.0603245,90.5861,0.0531115,-82.5084,0.0566769
26845427601651,0,0,0,-291.057,0.0492611,90.6124,0.0536089,-82.4906,0.0578136
26849429601539,0,0,0,-291.031,0.0481407,90.5789,0.0443352,-82.5224,0.0650104
26853431601308,0,0,0,-291.075,0.0516483,90.5738,0.0574556,-82.5558,0.0493716
26857433602144,0,0,0,-291.074,0.0469081,90.5603,0.0494646,-82.5198,0.0473571
26861435600652,0,0,0,-291.125,0.0519521,90.6613,0.062749,-82.5155,0.0534116
26865437602268,0,0,0,-291.066,0.0546901,90.5674,0.0553435,-82.513,0.0493086
26869439602205,0,0,0,-291.104,0.0532324,90.6453,0.0547772,-82.5214,0.0513502
26873441603713,0,0,0,-291.096,0.0430118,90.6188,0.0497637,-82.5196,0.0472874
26877443603805,0,0,0,-291.054,0.0511386,90.6668,0.0457871,-82.5689,0.070078
26881445603118,0,0,0,-291.102,0.0563073,90.7174,0.0418632,-82.574,0.048423
26885447602010,0,0,0,-291.088,0.0513556,90.6622,0.055653,-82.5588,0.0586257
26889449600938,0,0,0,-291.107,0.0511178,90.6639,0.0455845,-82.5159,0.0478227
26893451601870,0,0,0,-291.059,0.0515591,90.6881,0.0492553,-82.571,0.0531011
26897453603367,0,0,0,-291.038,0.0496163,90.6481,0.0481357,-82.5999,0.0520144
26901455603459,0,0,0,-291.072,0.0397267,90.6908,0.0471141,-82.6244,0.0463716
26905457600743,0,0,0,-291.005,0.047163,90.5649,0.0508644,-82.5882,0.0403063
26909459601735,0,0,0,-291.054,0.0511805,90.5963,0.0522344,-82.6208,0.0577585
26913461600796,0,0,0,-291.084,0.0516364,90.6143,0.0448722,-82.612,0.0424996
26917463603948,0,0,0,-291.076,0.0501464,90.5997,0.0509703,-82.6363,0.0510507
26921465602672,0,0,0,-291.113,0.0497822,90.5835,0.0470535,-82.6509,0.0555848
26925467602993,0,0,0,-291.077,0.0451079,90.5941,0.0437653,-82.5836,0.0503736
26929469601525,0,0,0,-291.084,0.0433405,90.6185,0.0493168,-82.5368,0.0517999
26933471602001,0,0,0,-291.093,0.0497544,90.6171,0.0413116,-82.5583,0.0480696
26937473602189,0,0,0,-291.094,0.0461509,90.6096,0.0520349,-82.5707,0.0526394
26941475600770,0,0,0,-291.102,0.0554816,90.6637,0.0517208,-82.5774,0.0577144
26945477601234,0,0,0,-291.107,0.04965,90.6536,0.0533959,-82.5237,0.0528315
26949479603450,0,0,0,-291.131,0.0490458,90.6292,0.0465368,-82.5278,0.0574952
26953481601190,0,0,0,-291.121,0.0476362,90.6753,0.0480668,-82.5719,0.0405023
26957483602735,0,0,0,-291.049,0.0444626,90.6077,0.046705,-82.5232,0.0491569
26961485603067,0,0,0,-291.108,0.0452821,90.6868,0.0496482,-82.5538,0.0558863
26965487602787,0,0,0,-291.079,0.0568544,90.6467,0.0439786,-82.5255,0.0516936
26969489603624,0,0,0,-291.093,0.0470473,90.674,0.0484559,-82.5002,0.0529121
26973491602336,0,0,0,-291.143,0.0592999,90.652,0.0457809,-82.5024,0.0584814
26977493600664,0,0,0,-291.145,0.0446914,90.5734,0.0391245,-82.4771,0.0537222
26981495601740,0,0,0,-291.112,0.043497,90.5372,0.0399239,-82.5165,0.0494481
26985497601305,0,0,0,-291.088,0.0396046,90.6179,0.0575537,-82.5766,0.0508055
26989499603485,0,0,0,-291.158,0.0456603,90.5953,0.0478079,-82.5748,0.0548196
26993501601117,0,0,0,-291.161,0.0391807,90.5826,0.0442306,-82.5442,0.0568518
26997503600897,0,0,0,-291.136,0.0461094,90.6159,0.0535669,-82.5017,0.0549317
27001505603702,0,0,0,-291.104,0.0500731,90.599,0.055501,-82.5269,0.0481287
27005507602186,0,0,0,-291.154,0.0389593,90.6048,0.05638,-82.5452,0.0455857
27009509602110,0,0,0,-291.167,0.0527634,90.5674,0.0439841,-82.4823,0.0527997
27013511601015,0,0,0,-291.172,0.0445041,90.5968,0.0423008,-82.4617,0.0506043
27017513601899,0,0,0,-291.167,0.0387763,90.6276,0.0451641,-82.4863,0.0543288
27021515603635,0,0,0,-291.155,0.0431095,90.6365,0.0693535,-82.5053,0.0618397
27025517603067,0,0,0,-291.114,0.0501499,90.6807,0.050862,-82.4891,0.0511818
27029519603124,0,0,0,-291.138,0.0443505,90.6491,0.0465454,-82.4935,0.0448215
27033521601704,0,0,0,-291.183,0.0585204,90.6861,0.0594156,-82.5056,0.0504129
27037523601604,0,0,0,-291.132,0.0654669,90.6491,0.0488714,-82.5058,0.0453848
27041525603652,0,0,0,-291.169,0.0509452,90.6541,0.0438851,-82.4942,0.0422939
27045527601573,0,0,0,-291.133,0.0449651,90.6773,0.0568878,-82.4713,0.046979
27049529603969,0,0,0,-291.127,0.0442312,90.6505,0.0407562,-82.5108,0.0484732
27053531604013,0,0,0,-291.165,0.0449877,90.6862,0.0374576,-82.4622,0.0527767
27057533603098,0,0,0,-291.106,0.0478786,90.6609,0.0475936,-82.4477,0.0477545
27061535603706,0,0,0,-291.064,0.0470237,90.7086,0.0554804,-82.4501,0.0498035
27065537602454,0,0,0,-291.13,0.0477329,90.7392,0.0508913,-82.4769,0.0496065
27069539601418,0,0,0,-291.088,0.0474611,90.7,0.0367474,-82.5443,0.0500685
27073541602111,0,0,0,-291.137,0.0525059,90.692,0.0568358,-82.5283,0.0575385
27077543601639,0,0,0,-291.157,0.0478211,90.6756,0.0555314,-82.5026,0.0573251
27081545603315,0,0,0,-291.135,0.052445,90.6947,0.0390237,-82.4405,0.0618105
27085547602436,0,0,0,-291.121,0.061299,90.7508,0.0566451,-82.4924,0.0508725
27089549600872,0,0,0,-291.114,0.0429235,90.6156,0.0478265,-82.5015,0.0506003
27093551601396,0,0,0,-291.129,0.0658483,90.6409,0.0512317,-82.4561,0.0583875
27097553601032,0,0,0,-291.139,0.0411572,90.6602,0.0493306,-82.3884,0.0513079
27101555602013,0,0,0,-291.16,0.0501548,90.5859,0.0459749,-82.4531,0.0515258
27105557603809,0,0,0,-291.104,0.0504228,90.6482,0.0446298,-82.4604,0.0487411
27109559603013,0,0,0,-291.14,0.0474181,90.6111,0.0582029,-82.4617,0.0512058
27113561602841,0,0,0,-291.144,0.0435817,90.6522,0.0438186,-82.4672,0.0461844
27117563601794,0,0,0,-291.158,0.0501016,90.6488,0.0523312,-82.4034,0.0518072
27121565603674,0,0,0,-291.153,0.0462048,90.634,0.0549682,-82.4418,0.0409528
27125567601114,0,0,0,-291.197,0.0465968,90.6487,0.0457503,-82.4489,0.0493336
27129569602611,0,0,0,-291.193,0.0487651,90.6746,0.0545083,-82.4599,0.0528751
27133571601155,0,0,0,-291.175,0.0550247,90.636,0.0496615,-82.4004,0.0566201
27137579603585,0,0,0,-291.128,0.0483223,90.6005,0.0548661,-82.4575,0.0508194
27141583601145,0,0,0,-291.131,0.0543437,90.631,0.0505861,-82.4402,0.062417
27145587602173,0,0,0,-291.132,0.0472261,90.6382,0.0415126,-82.3874,0.0541442
27149589601545,0,0,0,-291.082,0.0477816,90.6517,0.0610991,-82.4413,0.0550045
27153593603893,0,0,0,-291.125,0.0506001,90.6254,0.054662,-82.4733,0.0624879
27157597602232,0,0,0,-291.148,0.0624584,90.6956,0.0563208,-82.5221,0.0411236
27161601601868,0,0,0,-291.142,0.0533817,90.6661,0.0433912,-82.5116,0.0458266
27165603603616,0,0,0,-291.084,0.0436322,90.643,0.0481117,-82.4278,0.0513277
27169605602581,0,0,0,-291.121,0.0577865,90.6286,0.0482765,-82.4826,0.0682417
27173609603272,0,0,0,-291.117,0.05111,90.6213,0.0504455,-82.5173,0.0515554
27177613601144,0,0,0,-291.128,0.0521367,90.6075,0.0448049,-82.4938,0.0443412
27181617602652,0,0,0,-291.109,0.0560136,90.6164,0.0403465,-82.5376,0.0510819
27185621603751,0,0,0,-291.085,0.0438682,90.5944,0.0496704,-82.5345,0.0608252
27189625601815,0,0,0,-291.12,0.0465515,90.5477,0.0577144,-82.4927,0.0573131
27193629601475,0,0,0,-291.1,0.0456923,90.6351,0.0586077,-82.5031,0.0720686
27197633601134,0,0,0,-291.127,0.0534912,90.5911,0.0521214,-82.536,0.0584733
27201637600758,0,0,0,-291.158,0.0481553,90.6344,0.044873,-82.5285,0.0485574
27205641600922,0,0,0,-291.123,0.048153,90.632,0.047836,-82.5547,0.0499731
27209645601121,0,0,0,-291.118,0.0438564,90.6101,0.0583684,-82.5304,0.0513081
27213647602630,0,0,0,-291.125,0.0485644,90.6015,0.0481265,-82.4977,0.0606339
27217649603166,0,0,0,-291.186,0.0456265,90.6397,0.0491235,-82.5661,0.0544613
27221653603618,0,0,0,-291.137,0.0469228,90.6779,0.0512821,-82.5376,0.0569077
27225657603865,0,0,0,-291.103,0.0647446,90.616,0.0526704,-82.5491,0.0542132
27229661603477,0,0,0,-291.096,0.0438474,90.6586,0.0499268,-82.562,0.0561317
27233665604073,0,0,0,-291.08,0.0472637,90.6835,0.0436763,-82.5559,0.0546626
27237669603300,0,0,0,-291.088,0.0522701,90.6493,0.0460186,-82.5266,0.0540868
27241673603392,0,0,0,-291.18,0.0515126,90.6519,0.0476459,-82.5709,0.0610933
27245677602956,0,0,0,-291.159,0.0424495,90.6417,0.0585478,-82.5404,0.05544
27249679601872,0,0,0,-291.07,0.0410583,90.6448,0.050442,-82.4919,0.0577828
27253681601076,0,0,0,-291.07,0.0469204,90.6509,0.0661145,-82.469,0.053133
27257685601408,0,0,0,-291.089,0.0413194,90.6645,0.0452525,-82.5291,0.0443753
27261689601524,0,0,0,-291.134,0.038464,90.6543,0.0507696,-82.4764,0.0488191
27265693601015,0,0,0,-291.101,0.0381163,90.6827,0.0430713,-82.5413,0.057877
27269697601491,0,0,0,-291.12,0.0428329,90.6945,0.0471591,-82.5069,0.0544277
27273701602399,0,0,0,-291.114,0.0462455,90.7517,0.0512964,-82.4774,0.070836
27277705600978,0,0,0,-291.155,0.0475858,90.7357,0.0602275,-82.5172,0.0565454
27281709602426,0,0,0,-291.164,0.0429032,90.6718,0.055167,-82.4658,0.0599503
27285711602722,0,0,0,-291.13,0.038035,90.6686,0.0501512,-82.5014,0.0515343
27289715603510,0,0,0,-291.113,0.0398185,90.6974,0.0578713,-82.501,0.0508888
27293717603650,0,0,0,-291.117,0.0411369,90.6688,0.055544,-82.5414,0.0631865
27297721602722,0,0,0,-291.107,0.0471851,90.7243,0.0440582,-82.5184,0.0555575
27301725603390,0,0,0,-291.11,0.0482006,90.7316,0.0521884,-82.5572,0.0524185
27305727602246,0,0,0,-291.151,0.0464184,90.7548,0.0448359,-82.5759,0.0525194
27309729600850,0,0,0,-291.154,0.0438859,90.7435,0.0503713,-82.5487,0.0482628
27313733603258,0,0,0,-291.133,0.0505995,90.6983,0.0575658,-82.5748,0.0535519
27317737601682,0,0,0,-291.112,0.0450647,90.7578,0.0434124,-82.554,0.0543806
27321741603501,0,0,0,-291.112,0.0464739,90.7956,0.0460753,-82.5303,0.0555631
27325743603666,0,0,0,-291.111,0.0470873,90.7475,0.0560876,-82.5424,0.0503401
27329747601645,0,0,0,-291.099,0.0463347,90.7568,0.0515121,-82.5564,0.0533424
27333751604113,0,0,0,-291.152,0.045566,90.7485,0.0515793,-82.5198,0.0597791
27337755604349,0,0,0,-291.097,0.041139,90.7612,0.0525766,-82.5145,0.0580386
27341759602952,0,0,0,-291.099,0.0441683,90.7437,0.0495841,-82.556,0.0528936
27345761602181,0,0,0,-291.143,0.043134,90.7919,0.0509074,-82.4889,0.047263
27349765602764,0,0,0,-291.147,0.038688,90.8086,0.0485278,-82.5243,0.0599838
27353769602316,0,0,0,-291.164,0.0450608,90.7601,0.0492032,-82.4927,0.0555835
27357773604064,0,0,0,-291.157,0.0452104,90.6699,0.0495668,-82.4874,0.0540542
27361777603147,0,0,0,-291.144,0.0453685,90.6865,0.0545088,-82.4995,0.0510607
27365779601896,0,0,0,-291.243,0.0447974,90.7501,0.0373875,-82.5419,0.0608701
27369783602911,0,0,0,-291.205,0.0400575,90.6707,0.0450462,-82.5203,0.0504901
27373787603243,0,0,0,-291.177,0.0421082,90.727,0.0480901,-82.4969,0.0461432
27377791601703,0,0,0,-291.177,0.0479345,90.696,0.046895,-82.4371,0.0588398
27381793602971,0,0,0,-291.215,0.043822,90.7447,0.0482816,-82.5141,0.0547781
27385797601827,0,0,0,-291.203,0.0443825,90.8065,0.0400266,-82.5342,0.0531307
27389801601858,0,0,0,-291.203,0.0448865,90.7373,0.0465719,-82.5409,0.0486954
27393805602118,0,0,0,-291.178,0.0449391,90.8053,0.0620362,-82.5364,0.0468132
27397809602378,0,0,0,-291.188,0.0410399,90.7778,0.0529435,-82.5719,0.0452273
27401811603694,0,0,0,-291.128,0.0513042,90.7493,0.051042,-82.5308,0.0624585
27405813604098,0,0,0,-291.094,0.037407,90.767,0.0524592,-82.5513,0.053916
27409817601766,0,0,0,-291.064,0.042999,90.7056,0.0462655,-82.5081,0.0612046
27413819602278,0,0,0,-291.01,0.0445212,90.7282,0.0522645,-82.4025,0.0539894
27417823601266,0,0,0,-291.032,0.0420462,90.7185,0.0471353,-82.4634,0.0512996
27421827600734,0,0,0,-290.992,0.0494259,90.6721,0.0457852,-82.4703,0.0476883
27425829602242,0,0,0,-290.925,0.0475554,90.6724,0.0488435,-82.4531,0.047259
27429833603341,0,0,0,-290.869,0.0486502,90.6805,0.0503253,-82.4092,0.053826
