Sensys Flugate FL3-2
Time [ns],rho [mm],phi [mm],z [mm],Bx [nT],BxStdDev [nT],By [nT],ByStdDev [nT],Bz [nT],BzStdDev [nT]
3730486534054660,0,0,0,201.988,0.234175,887.92,0.316232,-784.955,0.408883
3730489548055123,0,0,0,203.792,0.209037,891.19,0.363636,-790.028,0.476647
3730492552070322,0,0,0,202.268,0.209661,888.008,0.344509,-785.533,0.269652
3730495556055005,0,0,0,203.792,0.217015,891.288,0.260417,-790.018,0.33727
3730498560056248,0,0,0,203.713,0.186948,891.141,0.303967,-790.046,0.382401
3730501580055658,0,0,0,203.43,0.269678,890.947,0.27416,-789.819,0.321824
3730504584057465,0,0,0,203.867,0.179061,891.547,0.278407,-790.508,0.317484
3730507588054796,0,0,0,203.843,0.233351,890.887,0.28693,-789.913,0.373303
3730510596055916,0,0,0,203.49,0.241667,889.916,0.326229,-789.43,0.357411
3730513600055275,0,0,0,203.611,0.183612,889.778,0.221509,-789.083,0.404098
3730516604054682,0,0,0,203.25,0.322867,889.493,0.387495,-788.265,0.378723
3730519606054096,0,0,0,203.443,0.196002,889.194,0.286426,-788.796,0.328449
3730522610054895,0,0,0,203.472,0.184846,888.975,0.247792,-788.749,0.311641
3730525612056097,0,0,0,203.418,0.239622,888.619,0.293676,-789.208,0.310623
3730528614057023,0,0,0,203.329,0.214716,888.226,0.236949,-788.938,0.350515
3730531616054409,0,0,0,203.196,0.25744,886.642,0.276297,-788.818,0.347194
3730534634055530,0,0,0,203.155,0.225315,885.682,0.290454,-788.854,0.370552
3730537638055429,0,0,0,203.306,0.242228,885.432,0.284529,-788.593,0.345777
3730540652055988,0,0,0,203.344,0.231953,884.863,0.278812,-788.292,0.325327
3730543654056638,0,0,0,203.4,0.19477,884.392,0.329889,-788.348,0.383935
3730546658055097,0,0,0,203.18,0.206024,884.247,0.271507,-788.391,0.283658
3730549660055807,0,0,0,203.263,0.197303,883.823,0.28036,-788.37,0.307743
3730552678054816,0,0,0,203.214,0.263984,883.653,0.301539,-788.292,0.393007
3730555680075806,0,0,0,203.155,0.191676,883.623,0.228904,-788.376,0.340581
3730558686055898,0,0,0,202.952,0.198914,883.408,0.242289,-788.439,0.285307
3730561690056577,0,0,0,202.855,0.20492,883.396,0.260872,-788.907,0.329351
3730564694056032,0,0,0,202.627,0.173702,883.598,0.236712,-788.418,0.242044
3730567698055595,0,0,0,202.641,0.200182,882.888,0.313548,-787.962,0.360274
3730570702056694,0,0,0,202.616,0.208322,882.456,0.27761,-787.778,0.380379
3730573706056449,0,0,0,202.52,0.196721,881.945,0.209065,-787.304,0.28765
3730576710055867,0,0,0,202.596,0.195297,882.256,0.288514,-787.374,0.319758
3730579714057242,0,0,0,202.635,0.223602,882.496,0.205706,-787.913,0.411646
3730582718054825,0,0,0,202.734,0.206501,882.336,0.28985,-788.301,0.322036
3730585720054371,0,0,0,202.65,0.217077,882.205,0.275291,-788.162,0.389293
3730588724057594,0,0,0,202.785,0.208412,882.291,0.347607,-788.081,0.301432
3730591728056869,0,0,0,202.728,0.257707,881.819,0.335238,-787.972,0.377254
3730594732054896,0,0,0,202.601,0.176875,881.697,0.310215,-787.664,0.332425
3730597734080878,0,0,0,202.762,0.195474,881.556,0.296508,-787.777,0.368788
3730600738054341,0,0,0,202.809,0.264942,881.553,0.275207,-787.839,0.321229
3730603746055173,0,0,0,202.98,0.277919,881.331,0.238988,-788.113,0.364394
3730606750055288,0,0,0,202.863,0.168336,881.294,0.284845,-787.838,0.366287
3730609754057551,0,0,0,202.938,0.192693,880.938,0.285341,-787.334,0.36176
3730612756056041,0,0,0,202.926,0.235974,880.474,0.33506,-787.574,0.320536
3730615760065924,0,0,0,203.079,0.254993,879.863,0.329092,-787.543,0.295321
3730618764055407,0,0,0,202.856,0.219343,879.85,0.253471,-787.183,0.305868
3730621768057862,0,0,0,203.026,0.210069,880.13,0.279132,-787.404,0.327196
3730624774056530,0,0,0,203.204,0.253186,879.988,0.327272,-787.651,0.380315
3730627778054845,0,0,0,202.982,0.160006,879.797,0.243197,-787.144,0.290573
3730630796057298,0,0,0,203.21,0.211085,879.756,0.283451,-787.559,0.347143
3730633798057060,0,0,0,203.211,0.211991,879.751,0.27389,-787.482,0.381604
3730636802056491,0,0,0,203.048,0.206167,879.651,0.257175,-787.704,0.382485
3730639806054458,0,0,0,202.974,0.212608,879.346,0.229656,-787.332,0.268466
3730642808054748,0,0,0,202.983,0.22289,879.783,0.297123,-787.668,0.334539
3730645810057366,0,0,0,202.936,0.221174,879.598,0.304432,-787.7,0.320551
3730648814054720,0,0,0,202.898,0.195189,879.617,0.261492,-787.651,0.293942
3730651818056071,0,0,0,202.975,0.225085,878.907,0.331703,-787.386,0.32624
3730654822055142,0,0,0,203.084,0.225015,878.611,0.40861,-786.913,0.393158
3730657826055917,0,0,0,203.022,0.237084,878.196,0.290582,-786.916,0.379224
3730660830057544,0,0,0,202.97,0.222058,877.328,0.296011,-786.191,0.294445
3730663834054395,0,0,0,202.752,0.171344,877.065,0.291207,-786.443,0.362049
3730666846055537,0,0,0,201.821,0.202634,875.11,0.308277,-784.103,0.280316
3730669848055935,0,0,0,202.068,0.237219,874.797,0.34236,-784.012,0.414177
3730672850055061,0,0,0,202.387,0.242911,875.41,0.264371,-784.405,0.328576
3730675852056503,0,0,0,202.612,0.198656,875.358,0.254015,-784.569,0.323064
3730678858057115,0,0,0,202.62,0.187282,874.915,0.362158,-783.696,0.304317
3730681860057021,0,0,0,202.558,0.170631,874.921,0.268961,-784.12,0.38588
3730684862057083,0,0,0,202.469,0.213732,874.469,0.280859,-783.655,0.307806
3730687864056137,0,0,0,202.656,0.215272,874.957,0.245495,-783.942,0.271611
3730690868056840,0,0,0,202.743,0.207411,874.992,0.306848,-784.157,0.299519
3730693872062727,0,0,0,202.999,0.213289,875.056,0.329093,-784.331,0.346688
3730696874054413,0,0,0,202.726,0.274542,874.187,0.263276,-783.803,0.355364
3730699876057367,0,0,0,202.608,0.250928,873.686,0.323703,-783.653,0.380488
3730702878056289,0,0,0,202.506,0.210487,874.065,0.325803,-783.651,0.36641
3730705880057203,0,0,0,202.904,0.215781,874.163,0.350738,-783.604,0.336583
3730708882055993,0,0,0,203.018,0.193864,874.296,0.320092,-784.109,0.351536
3730711884055539,0,0,0,202.934,0.213979,874.065,0.329636,-783.952,0.408924
3730714888055210,0,0,0,202.969,0.257811,873.647,0.274259,-782.81,0.463378
3730717892054185,0,0,0,202.551,0.269456,872.693,0.403414,-782.398,0.40734
3730720894055135,0,0,0,202.082,0.287809,871.991,0.343473,-781.272,0.464077
3730723896063609,0,0,0,202.965,0.23705,873.29,0.563671,-782.895,0.61013
3730726900055900,0,0,0,203.141,0.30938,873.503,0.340558,-783.664,0.371688
3730729904054790,0,0,0,203.187,0.226539,873.248,0.29942,-783.627,0.409996
3730732908054545,0,0,0,203.314,0.272806,873.005,0.316958,-783.775,0.423912
3730735912056964,0,0,0,203.225,0.227639,872.75,0.342701,-783.556,0.444677
3730738916056791,0,0,0,203.214,0.239133,873.221,0.3734,-783.434,0.367681
3730741930054519,0,0,0,203.466,0.250879,873.629,0.297108,-784.492,0.409277
3730744932057113,0,0,0,203.113,0.264339,872.693,0.429488,-783.34,0.57664
3730747936057275,0,0,0,203.024,0.223098,872.009,0.407667,-782.691,0.409589
3730750940057270,0,0,0,203.454,0.265663,872.653,0.423968,-783.307,0.444824
3730753942056372,0,0,0,203.918,0.265515,873.74,0.394347,-784.706,0.493125
3730756944054226,0,0,0,203.661,0.241564,873.039,0.398765,-784.029,0.485966
3730759948054521,0,0,0,203.292,0.2637,872.337,0.352859,-783.037,0.621618
3730762960056696,0,0,0,202.97,0.252159,871.749,0.350236,-782.085,0.511653
3730765972057466,0,0,0,202.667,0.388604,871.36,0.384004,-781.471,0.602859
3730768978055426,0,0,0,201.76,0.332429,868.708,0.366374,-778.173,0.402684
3730771982055841,0,0,0,201.898,0.21648,869.127,0.385248,-778.134,0.465256
3730774986056100,0,0,0,202.565,0.546992,870.386,0.808682,-780.479,1.36732
3730777990055375,0,0,0,203.386,0.220602,872.757,0.306452,-783.637,0.430091
3730780994056005,0,0,0,203.209,0.261332,872.505,0.302691,-783.338,0.393143
3730784004057695,0,0,0,203.291,0.221779,872.48,0.267558,-783.59,0.33027
3730787012054184,0,0,0,203.393,0.203864,872.847,0.229728,-783.823,0.369611
3730790030056457,0,0,0,203.934,0.259667,873.742,0.358566,-785.027,0.412337
3730793056056434,0,0,0,203.877,0.197156,873.197,0.298592,-784.5,0.392315
3730796060054377,0,0,0,203.193,0.194356,872.13,0.242339,-783.094,0.322149
3730799068055557,0,0,0,203.276,0.219175,872.255,0.254234,-783.414,0.333296
3730802072054316,0,0,0,203.297,0.194198,872.324,0.376375,-783.073,0.35572
3730805076055427,0,0,0,203.352,0.287493,872.147,0.288423,-783.23,0.367776
3730808080055470,0,0,0,203.36,0.242094,871.962,0.240234,-783.065,0.379752
3730811086056886,0,0,0,203.581,0.205104,872.252,0.279018,-783.49,0.290796
3730814092056429,0,0,0,203.517,0.245364,871.929,0.255448,-783.62,0.343423
3730817096056988,0,0,0,203.482,0.245919,872.468,0.278902,-784.222,0.410234
3730820098056750,0,0,0,203.609,0.200677,872.155,0.252117,-784.141,0.303764
3730823102057753,0,0,0,203.644,0.223931,872.245,0.313323,-783.914,0.28566
3730826104055631,0,0,0,203.633,0.209533,872.593,0.21499,-784.022,0.280068
3730829106055357,0,0,0,203.501,0.243725,872.417,0.254367,-783.463,0.329452
3730832108058095,0,0,0,203.699,0.214985,872.813,0.317442,-784.114,0.381604
3730835110055133,0,0,0,203.705,0.214231,872.614,0.320102,-784.076,0.304513
3730838112055663,0,0,0,203.653,0.183274,872.866,0.310272,-784.164,0.361377
3730841122055445,0,0,0,203.948,0.182556,872.498,0.264404,-784.098,0.24477
3730844128055121,0,0,0,203.675,0.211782,872.576,0.276544,-783.687,0.392409
3730847130057115,0,0,0,203.441,0.224154,872.442,0.298069,-783.171,0.373895
3730850140054364,0,0,0,203.324,0.197529,872.295,0.366061,-783.239,0.362696
3730853142054066,0,0,0,203.438,0.223193,872.237,0.297221,-783,0.363535
3730856144059600,0,0,0,203.49,0.210493,872.268,0.272549,-782.933,0.336188
3730859146056254,0,0,0,203.623,0.222306,872.717,0.305135,-783.612,0.373701
3730862150055193,0,0,0,203.761,0.174299,872.356,0.242176,-783.572,0.271769
3730865154057180,0,0,0,203.866,0.193397,872.011,0.261604,-783.395,0.385774
3730868158057415,0,0,0,203.734,0.276312,872.191,0.240088,-783.419,0.385122
3730871160054501,0,0,0,203.68,0.213952,872.038,0.245408,-783.12,0.330392
3730874168056641,0,0,0,203.845,0.207665,872.154,0.297147,-783.455,0.324258
3730877170056655,0,0,0,203.812,0.173239,871.917,0.330077,-783.583,0.321075
3730880172055565,0,0,0,203.964,0.233248,872.178,0.280348,-783.414,0.394896
3730883176054216,0,0,0,204.034,0.274231,871.996,0.225574,-783.442,0.348757
3730886180056155,0,0,0,203.644,0.164804,872.119,0.273284,-783.533,0.377626
3730889182056205,0,0,0,203.776,0.176565,871.676,0.283483,-783.401,0.365953
3730892184057335,0,0,0,203.785,0.186558,871.266,0.306504,-783.188,0.431109
3730895186055693,0,0,0,203.428,0.258505,870.429,0.278644,-782.454,0.310093
3730898200057309,0,0,0,203.999,0.208851,870.955,0.330412,-783.446,0.283983
3730901202054179,0,0,0,203.113,0.199935,869.693,0.310617,-781.83,0.296494
3730904210055191,0,0,0,203.031,0.254227,869.351,0.295882,-781.494,0.352934
3730907216056643,0,0,0,203.909,0.283187,871.188,0.31068,-783.928,0.462761
3730910226055537,0,0,0,204.022,0.223756,871.088,0.233445,-784.172,0.307326
3730913228055431,0,0,0,204.087,0.194381,871.339,0.263476,-784.333,0.360749
3730916232058426,0,0,0,204.24,0.194565,871.378,0.231868,-784.614,0.318258
3730919236056596,0,0,0,204.46,0.208337,871.666,0.341624,-784.714,0.495542
