Inclinometer Kelag KQS901-51Q
Time [ns],rho [mm],phi [mm],z [mm],Along X [mDegree],Along X StdDev [mDegree],Along Y [mDegree],Along Y StdDev [mDegree]
617011879567475,185.996,339.995,250,25.612,0.776381,-25.9593,0.769185
617015899569392,185.996,360,250,26.4405,0.726875,-26.7993,0.717643
617042575568921,237.998,0,250,33.1936,0.447722,-33.4468,0.381402
617046595567610,237.998,19.9953,250,35.5226,2.89395,-35.744,1.45197
617050615568927,237.998,40,250,37.5299,0.416488,-37.8234,0.497434
617054635568288,237.998,59.9953,250,39.9772,0.718934,-40.2465,0.60334
617058655567961,237.998,80,250,42.6895,0.972237,-42.9741,1.32781
617062675568102,237.998,99.9953,250,45.1613,1.46455,-45.4166,2.73028
617066695566636,237.998,120,250,47.1258,1.29609,-47.0164,4.74796
617070715567329,237.998,139.995,250,48.3887,1.32539,-48.772,3.69629
617074735567278,237.998,160,250,49.0567,1.93514,-49.0873,2.30973
617078755566231,237.998,179.995,250,48.6146,1.08837,-48.7803,0.703373
617082775569156,237.998,200,250,47.259,3.23403,-47.6731,1.2214
617086795567137,237.998,219.995,250,45.5308,0.887213,-45.7476,0.701794
617090815567506,237.998,240,250,43.2787,0.780491,-43.5332,0.685223
617094835566291,237.998,259.995,250,40.6581,0.448352,-40.946,0.658326
617098855566192,237.998,280,250,37.8653,0.52868,-38.1444,0.632373
617102875568445,237.998,299.995,250,34.9492,0.499302,-35.2491,0.381228
617106895567122,237.998,320,250,32.6623,0.465178,-32.9453,0.460987
617110915568451,237.998,339.995,250,31.9135,0.397443,-32.1962,0.536429
617114935567884,237.998,360,250,32.952,0.394279,-33.2649,0.251502
617141611567330,290,0,250,26.5949,0.530871,-26.8751,0.43034
617145631567927,290,19.9953,250,28.0617,2.10169,-28.3163,1.05104
617149651568980,290,40,250,30.0391,0.640995,-30.344,0.59877
617153671566985,290,59.9953,250,32.3997,0.860665,-32.7974,0.829399
617157691569106,290,80,250,34.8809,1.33261,-35.2842,1.05139
617161711569343,290,99.9953,250,37.2733,2.76134,-37.8228,3.24388
617165731568656,290,120,250,39.1623,4.01786,-39.6208,5.16994
617169751567333,290,139.995,250,40.4451,2.86559,-40.8479,2.71264
617173771569178,290,160,250,40.8913,3.63336,-41.5365,3.10938
617177791566787,290,179.995,250,40.8805,0.728666,-41.0906,1.34291
617181811568188,290,200,250,39.3846,3.78399,-39.9614,1.41167
617185831569481,290,219.995,250,37.9027,1.5837,-38.1271,0.783964
617189851567103,290,240,250,35.558,0.913531,-35.9458,0.979191
617193871566152,290,259.995,250,32.8954,1.08889,-33.3339,0.93077
617197891569377,290,280,250,30.2519,2.23728,-30.6813,2.08319
617201911569314,290,299.995,250,28.0984,2.59414,-28.4921,1.365
617205931567487,290,320,250,26.4514,1.6751,-26.8021,1.38367
617209951566764,290,339.995,250,26.1246,1.33313,-26.3851,1.68315
617213971566869,290,360,250,26.7607,1.21527,-27.0248,1.26785
617240649568107,341.993,0,250,23.9459,0.599361,-24.2783,0.433026
617244669566520,341.993,19.9953,250,25.2714,3.31542,-25.6848,1.50422
617248689568401,341.993,40,250,27.4368,1.10489,-27.7529,1.08314
617252709569082,341.993,59.9953,250,29.7515,1.26791,-30.2725,1.33615
617256729568983,341.993,80,250,32.8003,4.72013,-33.1923,3.46071
617260749569232,341.993,99.9953,250,34.5947,4.99895,-35.3985,2.82877
617264769568113,341.993,120,250,36.4129,5.35614,-37.0099,3.64327
617268789567115,341.993,139.995,250,37.9571,3.02863,-38.2259,4.30327
617272809566632,341.993,160,250,38.476,4.47231,-39.1172,3.1739
617276829568369,341.993,179.995,250,38.473,1.32981,-38.69,2.12924
617280849569134,341.993,200,250,37.0268,3.37563,-37.4211,1.42041
617284869566947,341.993,219.995,250,35.3926,2.35182,-35.651,1.04976
617288889568060,341.993,240,250,32.9963,1.18221,-33.4601,1.27665
617292909567529,341.993,259.995,250,30.4748,2.48629,-31.0113,2.22526
617296929568126,341.993,280,250,27.5714,4.41807,-28.3053,1.95273
617300949569311,341.993,299.995,250,25.3355,4.15505,-25.7432,2.14825
617304969568156,341.993,320,250,23.3766,2.65396,-23.7172,2.21539
617308989566389,341.993,339.995,250,22.7791,2.01482,-23.0946,2.44012
617313009566110,341.993,360,250,23.7786,1.09211,-24.0106,1.9897
617339687566076,393.995,0,250,25.5328,0.690604,-25.8091,0.592326
617343707568521,393.995,19.9953,250,26.7237,1.50767,-27.0912,0.731955
617347727567103,393.995,40,250,28.7801,1.07138,-29.1131,1.18751
617351747567568,393.995,59.9953,250,31.1298,1.67362,-31.5165,1.76081
617355767566149,393.995,80,250,33.4475,4.87869,-34.1049,2.86985
617359787566626,393.995,99.9953,250,36.0022,5.00186,-36.3123,3.20233
617363807568831,393.995,120,250,37.9579,5.03206,-38.2714,3.60668
617367827566704,393.995,139.995,250,39.3067,4.20508,-39.6274,5.09279
617371847566365,393.995,160,250,39.9602,3.81088,-40.4446,5.89118
617375867567574,393.995,179.995,250,40.2819,7.87643,-40.0944,3.26403
617379887567127,393.995,200,250,38.06,4.53895,-38.793,2.13248
617383907566416,393.995,219.995,250,36.6392,1.08312,-36.9454,0.993625
617387927567805,393.995,240,250,34.356,1.82062,-34.6848,1.81626
617391947569446,393.995,259.995,250,31.7638,3.38542,-32.0954,1.37654
617395967567800,393.995,280,250,30.0305,13.0646,-29.6179,3.29208
617399987567545,393.995,299.995,250,28.0631,11.2633,-27.6186,3.58447
617404009567967,393.995,320,250,25.9526,5.74711,-26.0991,3.88325
617408029566560,393.995,339.995,250,25.3018,3.61202,-25.6976,4.40374
617412049568525,393.995,360,250,25.6452,2.3409,-26.0171,3.86527
617438729567524,445.996,0,250,26.1222,0.691549,-26.3832,0.514701
617442749566237,445.996,19.9953,250,27.3443,1.56763,-27.6886,0.753611
617446769569474,445.996,40,250,29.3138,1.01745,-29.6112,1.49244
617450789567755,445.996,59.9953,250,31.825,2.03519,-31.9351,2.28168
617454809568784,445.996,80,250,34.7412,8.92103,-34.6265,1.77245
617458829568745,445.996,99.9953,250,36.9445,6.6194,-37.0111,3.55974
617462849568406,445.996,120,250,39.0412,7.2208,-39.1789,5.90936
617466869566855,445.996,139.995,250,40.1396,5.98117,-40.4684,7.89605
617470889566984,445.996,160,250,40.7988,4.89079,-41.2416,6.9268
617474909568229,445.996,179.995,250,40.739,6.74597,-40.8005,4.59346
617478929566630,445.996,200,250,39.052,0.887712,-39.4171,1.86789
617482949569195,445.996,219.995,250,37.1865,0.835729,-37.44,0.864509
617486969566937,445.996,240,250,35.1144,2.52522,-35.1127,2.42644
617490989566706,445.996,259.995,250,32.5643,4.41173,-32.4626,2.24596
617495009566823,445.996,280,250,30.2357,11.2732,-30.0434,2.63381
617499029567516,445.996,299.995,250,28.019,6.08865,-27.9933,2.72516
617503049568389,445.996,320,250,26.1164,3.75819,-26.3663,2.90981
617507069568446,445.996,339.995,250,25.7273,3.27009,-26.078,3.86711
617511089568575,445.996,360,250,26.2196,2.62802,-26.7467,4.13396
617537767568505,497.998,0,250,22.8777,0.935441,-23.2289,0.856171
617541787566630,497.998,19.9953,250,24.2819,1.85266,-24.5882,0.861637
617545807566171,497.998,40,250,26.2353,1.18451,-26.4225,1.33638
617549827567548,497.998,59.9953,250,28.728,2.08022,-28.6563,2.2325
617553847568301,497.998,80,250,31.5343,6.32293,-31.1892,1.70655
617557867568934,497.998,99.9953,250,33.7354,6.33326,-33.6186,2.35922
617561887566592,497.998,120,250,35.7663,6.50962,-35.7374,3.76246
617565907568017,497.998,139.995,250,37.1848,7.11695,-37.4489,6.27672
617569927568362,497.998,160,250,37.8425,6.45995,-37.913,7.74666
617573947568683,497.998,179.995,250,37.1605,4.54623,-37.5152,4.36989
617577967569136,497.998,200,250,35.7967,0.775129,-36.1442,1.57238
617581987566409,497.998,219.995,250,33.9955,0.824772,-34.1586,0.705842
617586007567306,497.998,240,250,31.9924,2.76029,-31.7984,2.42765
617590027566631,497.998,259.995,250,29.3721,4.09861,-29.1441,1.515
617594047566772,497.998,280,250,26.5379,4.96352,-26.509,1.42858
617598067568401,497.998,299.995,250,24.343,4.60198,-24.3743,2.01005
617602087567486,497.998,320,250,22.4505,2.10463,-22.711,1.65615
617606107569403,497.998,339.995,250,22.1856,2.24894,-22.5352,2.62931
617610127566136,497.998,360,250,23.1375,2.34925,-23.5575,3.5603
