Sensys Flugate FL3-2
Time [ns],rho [mm],phi [mm],z [mm],Bphi [nT],BphiStdDev [nT],Bz [nT],BzStdDev [nT],Brho [nT],BrhoStdDev [nT]
539023918539111,756.993,0,900,-8.81971,0.0341479,-3.03892,0.0544331,-10.6379,0.051978
539028938539623,756.993,19.9953,900,-8.74233,0.0306277,-3.04525,0.0471834,-11.1264,0.0437029
539033958539259,756.993,40,900,-8.44181,0.0457157,-2.98642,0.0477958,-11.1057,0.0444463
539038978541079,756.993,59.9953,900,-8.45812,0.036533,-2.93623,0.0445111,-11.0666,0.0561076
539043998541472,756.993,80,900,-8.48251,0.0448614,-2.8567,0.0454821,-11.2501,0.0455031
539049018540004,756.993,99.9953,900,-8.27907,0.0417792,-2.73503,0.0526965,-11.5001,0.0432169
539054038540792,756.993,120,900,-7.90063,0.0500646,-2.75384,0.0471627,-11.457,0.045837
539059058540176,756.993,139.995,900,-7.90472,0.0396956,-2.92872,0.0505184,-10.9111,0.0519093
539064080538780,756.993,160,900,-8.53563,0.0311929,-3.0281,0.0414812,-10.5966,0.0456956
539069100540624,756.993,179.995,900,-8.78245,0.0458514,-3.23689,0.046764,-11.1476,0.0743124
539074122538856,756.993,200,900,-8.68921,0.0389819,-3.3542,0.0513016,-11.9038,0.048661
539079142539980,756.993,199.93,900,-8.7034,0.0442632,-3.36381,0.0535559,-11.9457,0.043102
539132734538294,756.993,240,900,-7.52565,0.0457155,-3.00433,0.0539491,-11.4582,0.0431389
539137754541542,756.993,259.995,900,-7.50438,0.0430773,-3.16883,0.0449299,-10.9261,0.0483149
539142774539954,756.993,280,900,-7.50883,0.0372843,-2.86702,0.0495985,-10.8936,0.0476335
539147794539998,756.993,299.995,900,-7.68853,0.038387,-3.11702,0.052713,-10.3936,0.0605241
539152816540030,756.993,320,900,-7.98472,0.0370729,-2.93184,0.047553,-10.3328,0.0534597
539157836538250,756.993,339.995,900,-8.56211,0.0378099,-3.02539,0.0480936,-9.87213,0.0487599
539162856538354,756.993,360,900,-8.81308,0.0417488,-3.0511,0.0480419,-10.6039,0.0495995
539190536538631,756.993,0,900,-8.84775,0.0369686,-3.06672,0.0420442,-10.6335,0.0459162
539196368539107,756.993,0,850,-8.81557,0.0406128,-2.9901,0.0457306,-10.661,0.0436327
539201388541492,756.993,19.9953,850,-8.7874,0.0356892,-3.07118,0.0442473,-11.1241,0.0503093
539206408539652,756.993,40,850,-8.47618,0.047892,-2.97519,0.0584083,-11.1273,0.0484709
539211428540920,756.993,59.9953,850,-8.4916,0.0345535,-2.93696,0.0425579,-11.0846,0.0512042
539216448538576,756.993,80,850,-8.51069,0.0378283,-2.8362,0.0594231,-11.3528,0.0488498
539221468540660,756.993,99.9953,850,-8.24194,0.0361903,-2.72303,0.0435725,-11.5809,0.0488196
539226488540980,756.993,120,850,-7.86439,0.0382143,-2.83948,0.0479342,-11.4642,0.0377454
539231508539309,756.993,139.995,850,-7.81261,0.0409499,-2.98066,0.0461059,-10.9246,0.0414406
539236528538549,756.993,160,850,-8.5064,0.0356874,-3.06924,0.0422881,-10.636,0.0537809
539241548539337,756.993,179.995,850,-8.71887,0.0469547,-3.16866,0.0475275,-11.0981,0.0564695
539246570541445,756.993,200,850,-8.60028,0.0388476,-3.3053,0.0495771,-11.9036,0.0442782
539251590541429,756.993,219.995,850,-7.9551,0.0379104,-3.28595,0.0504426,-11.6211,0.0523581
539256610541125,756.993,240,850,-7.51664,0.0409306,-2.92854,0.0627621,-11.5562,0.0569408
539261630541097,756.993,259.995,850,-7.46828,0.0367047,-3.12077,0.0490522,-10.8851,0.0503259
539266650539353,756.993,280,850,-7.46348,0.0429701,-2.86033,0.0569599,-10.9432,0.0462645
539271670538258,756.993,299.995,850,-7.54364,0.0416905,-3.1609,0.0481086,-10.3073,0.0425046
539276690538446,756.993,320,850,-7.95572,0.0429254,-3.00793,0.0466212,-10.2954,0.0515546
539281710538874,756.993,339.995,850,-8.54361,0.0427936,-3.0293,0.0487893,-9.8846,0.0535007
539286730541306,756.993,360,850,-8.78072,0.0535125,-3.03562,0.0428102,-10.6195,0.0484521
539314414539949,756.993,0,850,-8.84639,0.0402321,-2.98374,0.0491879,-10.6224,0.0557616
539320246540054,756.993,0,800,-8.83112,0.0360371,-3.00376,0.0488813,-10.6294,0.0527261
539325266540542,756.993,19.9953,800,-8.79629,0.0442615,-2.98995,0.0374402,-11.0589,0.0633314
539330286540070,756.993,40,800,-8.51775,0.0354922,-2.97885,0.0448927,-11.0924,0.0400263
539335306540547,756.993,59.9953,800,-8.51595,0.0386612,-2.90272,0.0498853,-11.0718,0.0443173
539340326538875,756.993,80,800,-8.51994,0.0325596,-2.85744,0.0521042,-11.2688,0.0407605
539345346538691,756.993,99.9953,800,-8.33421,0.0395631,-2.83503,0.0525125,-11.5405,0.0461635
539350366540007,756.993,120,800,-7.97416,0.0373681,-2.86354,0.0496693,-11.4359,0.0547821
539355388538587,756.993,139.995,800,-7.88756,0.0355821,-2.97018,0.0471542,-10.8512,0.0434714
539360410541030,756.993,160,800,-8.58029,0.0355873,-3.05373,0.0556466,-10.5967,0.0574969
539365432539610,756.993,179.995,800,-8.77602,0.0341273,-3.15399,0.0471136,-11.0576,0.048163
539370454541922,756.993,200,800,-8.68606,0.0346429,-3.38047,0.0525901,-11.8171,0.0400896
539375476540465,756.993,219.995,800,-8.08745,0.0372965,-3.35121,0.0540237,-11.5913,0.0560312
539380496540689,756.993,240,800,-7.63203,0.0411161,-3.03801,0.0485268,-11.609,0.0485527
