Sensys Flugate FL3-2
Time [ns],rho [mm],phi [mm],z [mm],Bphi [nT],BphiStdDev [nT],Bz [nT],BzStdDev [nT],Brho [nT],BrhoStdDev [nT]
426596333439033,500,259.995,150,-9.07872,0.0350681,-3.5532,0.0494175,-11.0339,0.0595319
426603369437943,550,259.995,150,-9.0343,0.0350706,-3.3708,0.0562289,-11.0009,0.0553443
426610405438413,600,259.995,150,-8.99425,0.0321915,-3.20374,0.0488153,-10.9187,0.055459
426617441438463,650,259.995,150,-8.92084,0.0341201,-3.07695,0.0468878,-10.7078,0.053693
426624477439173,700,259.995,150,-8.86556,0.0382071,-2.94794,0.0454778,-10.6371,0.0564401
426631511436991,750,259.995,150,-8.73714,0.0371553,-2.92703,0.0484703,-10.5074,0.0454952
426686651436541,0,269.998,150,-9.15498,0.0436214,-3.35306,0.0444368,-10.0854,0.0493014
426693687437851,50,269.998,150,-9.12332,0.0459109,-3.47216,0.0519179,-10.0222,0.0618238
426700723437157,100,269.998,150,-9.08164,0.0345124,-3.56092,0.0474662,-10.01,0.0532222
426700723437157,100,269.998,150,-9.08164,0.0345124,-3.56092,0.0474662,-10.01,0.0532222
